客户名称;股票代码;报告期;金额(万元)
江西远成汽车技术股份有限公司;834388.OC;2017-12-31;42,922.31
山东北汽海华汽车部件股份有限公司;835480.OC;2017-12-31;18,970.98
富奥汽车零部件股份有限公司;000030.SZ;2017-12-31;15,004.00
山东雷帕得汽车技术股份有限公司;831613.OC;2017-12-31;14,806.23
江西宝海微元再生科技股份有限公司;835723.OC;2017-12-31;913.28
