供应商名称;股票代码;报告期;金额(万元)
山东华建铝业集团有限公司;-;2017-12-31;37,935.57
江苏东鋆光伏科技有限公司;-;2017-12-31;8,716.96
晋能清洁能源科技有限公司;-;2017-12-31;5,412.28
润峰电力有限公司;-;2017-12-31;4,307.84
内蒙古坤瑞玻璃股份有限公司;837280.OC;2016-12-31;223.34
