板块名称
浦东新区
上海国资改革
上海自贸区
新型城镇化
小盘成长
全A
迪士尼
上海市国资
工业用地
博彩
地方国资改革
公共交通
物流
出租车
成品油
上海国企
电商物流
地方国企
崇明生态岛
二线龙头
