"stock_code"	"chi_sht"	"com_name"	"class_system"	"ind_name"
"002106.SZ"	"莱宝高科"	"深圳莱宝高科技股份有限公司"	"申万三级"	"显示器件"
"000727.SZ"	"华东科技"	"南京华东电子信息科技股份有限公司"	"申万三级"	"显示器件"
"000725.SZ"	"京东方A"	"京东方科技集团股份有限公司"	"申万三级"	"显示器件"
"000536.SZ"	"华映科技"	"华映科技(集团)股份有限公司"	"申万三级"	"显示器件"
"000413.SZ"	"东旭光电"	"东旭光电科技股份有限公司"	"申万三级"	"显示器件"
"000050.SZ"	"深天马A"	"天马微电子股份有限公司"	"申万三级"	"显示器件"
"000045.SZ"	"深纺织A"	"深圳市纺织(集团)股份有限公司"	"申万三级"	"显示器件"
"601003.SH"	"柳钢股份"	"柳州钢铁股份有限公司"	"申万三级"	"普钢"
"600808.SH"	"马钢股份"	"马鞍山钢铁股份有限公司"	"申万三级"	"普钢"
"600784.SH"	"鲁银投资"	"鲁银投资集团股份有限公司"	"申万三级"	"普钢"
"600782.SH"	"新钢股份"	"新余钢铁股份有限公司"	"申万三级"	"普钢"
"600581.SH"	"八一钢铁"	"新疆八一钢铁股份有限公司"	"申万三级"	"普钢"
"600569.SH"	"安阳钢铁"	"安阳钢铁股份有限公司"	"申万三级"	"普钢"
"600307.SH"	"酒钢宏兴"	"甘肃酒钢集团宏兴钢铁股份有限公司"	"申万三级"	"普钢"
"600282.SH"	"南钢股份"	"南京钢铁股份有限公司"	"申万三级"	"普钢"
"600231.SH"	"凌钢股份"	"凌源钢铁股份有限公司"	"申万三级"	"普钢"
"600126.SH"	"杭钢股份"	"杭州钢铁股份有限公司"	"申万三级"	"普钢"
"600022.SH"	"山东钢铁"	"山东钢铁股份有限公司"	"申万三级"	"普钢"
"600019.SH"	"宝钢股份"	"宝山钢铁股份有限公司"	"申万三级"	"普钢"
"600010.SH"	"包钢股份"	"内蒙古包钢钢联股份有限公司"	"申万三级"	"普钢"
"002110.SZ"	"三钢闽光"	"福建三钢闽光股份有限公司"	"申万三级"	"普钢"
"002075.SZ"	"沙钢股份"	"江苏沙钢股份有限公司"	"申万三级"	"普钢"
"000959.SZ"	"首钢股份"	"北京首钢股份有限公司"	"申万三级"	"普钢"
"000932.SZ"	"*ST华菱"	"湖南华菱钢铁股份有限公司"	"申万三级"	"普钢"
"000906.SZ"	"浙商中拓"	"浙商中拓集团股份有限公司"	"申万三级"	"普钢"
"000898.SZ"	"鞍钢股份"	"鞍钢股份有限公司"	"申万三级"	"普钢"
"000825.SZ"	"太钢不锈"	"山西太钢不锈钢股份有限公司"	"申万三级"	"普钢"
"000778.SZ"	"新兴铸管"	"新兴铸管股份有限公司"	"申万三级"	"普钢"
"000761.SZ"	"本钢板材"	"本钢板材股份有限公司"	"申万三级"	"普钢"
"000717.SZ"	"韶钢松山"	"广东韶钢松山股份有限公司"	"申万三级"	"普钢"
"000709.SZ"	"河钢股份"	"河北钢铁股份有限公司"	"申万三级"	"普钢"
"601929.SH"	"吉视传媒"	"吉视传媒股份有限公司"	"申万三级"	"有线电视网络"
"600959.SH"	"江苏有线"	"江苏省广电有线信息网络股份有限公司"	"申万三级"	"有线电视网络"
"600831.SH"	"广电网络"	"陕西广电网络传媒(集团)股份有限公司"	"申万三级"	"有线电视网络"
"600637.SH"	"东方明珠"	"东方明珠新媒体股份有限公司"	"申万三级"	"有线电视网络"
"600037.SH"	"歌华有线"	"北京歌华有线电视网络股份有限公司"	"申万三级"	"有线电视网络"
"002238.SZ"	"天威视讯"	"深圳市天威视讯股份有限公司"	"申万三级"	"有线电视网络"
"000917.SZ"	"电广传媒"	"湖南电广传媒股份有限公司"	"申万三级"	"有线电视网络"
"000665.SZ"	"湖北广电"	"湖北省广播电视信息网络股份有限公司"	"申万三级"	"有线电视网络"
"000156.SZ"	"华数传媒"	"华数传媒控股股份有限公司"	"申万三级"	"有线电视网络"
"600897.SH"	"厦门空港"	"元翔(厦门)国际航空港股份有限公司"	"申万三级"	"机场"
"600009.SH"	"上海机场"	"上海国际机场股份有限公司"	"申万三级"	"机场"
"600004.SH"	"白云机场"	"广州白云国际机场股份有限公司"	"申万三级"	"机场"
"000089.SZ"	"深圳机场"	"深圳机场股份有限公司"	"申万三级"	"机场"
"603088.SH"	"宁波精达"	"宁波精达成形装备股份有限公司"	"申万三级"	"机床工具"
"603011.SH"	"合锻智能"	"合肥合锻智能制造股份有限公司"	"申万三级"	"机床工具"
"600862.SH"	"中航高科"	"中航航空高科技股份有限公司"	"申万三级"	"机床工具"
"600806.SH"	"*ST昆机"	"沈机集团昆明机床股份有限公司"	"申万三级"	"机床工具"
"600243.SH"	"青海华鼎"	"青海华鼎实业股份有限公司"	"申万三级"	"机床工具"
"300280.SZ"	"南通锻压"	"南通锻压设备股份有限公司"	"申万三级"	"机床工具"
"300161.SZ"	"华中数控"	"武汉华中数控股份有限公司"	"申万三级"	"机床工具"
"002747.SZ"	"埃斯顿"	"南京埃斯顿自动化股份有限公司"	"申万三级"	"机床工具"
"002559.SZ"	"亚威股份"	"江苏亚威机床股份有限公司"	"申万三级"	"机床工具"
"002520.SZ"	"日发精机"	"浙江日发精密机械股份有限公司"	"申万三级"	"机床工具"
"002270.SZ"	"华明装备"	"华明电力装备股份有限公司"	"申万三级"	"机床工具"
"002248.SZ"	"华东数控"	"威海华东数控股份有限公司"	"申万三级"	"机床工具"
"000837.SZ"	"秦川机床"	"秦川机床工具集团股份公司"	"申万三级"	"机床工具"
"000410.SZ"	"沈阳机床"	"沈阳机床股份有限公司"	"申万三级"	"机床工具"
"603699.SH"	"纽威股份"	"苏州纽威阀门股份有限公司"	"申万三级"	"机械基础件"
"603315.SH"	"福鞍股份"	"辽宁福鞍重工股份有限公司"	"申万三级"	"机械基础件"
"603308.SH"	"应流股份"	"安徽应流机电股份有限公司"	"申万三级"	"机械基础件"
"601177.SH"	"杭齿前进"	"杭州前进齿轮箱集团股份有限公司"	"申万三级"	"机械基础件"
"601100.SH"	"恒立液压"	"江苏恒立液压股份有限公司"	"申万三级"	"机械基础件"
"601002.SH"	"晋亿实业"	"晋亿实业股份有限公司"	"申万三级"	"机械基础件"
"600765.SH"	"中航重机"	"中航重机股份有限公司"	"申万三级"	"机械基础件"
"600592.SH"	"龙溪股份"	"福建龙溪轴承(集团)股份有限公司"	"申万三级"	"机械基础件"
"600382.SH"	"广东明珠"	"广东明珠集团股份有限公司"	"申万三级"	"机械基础件"
"300488.SZ"	"恒锋工具"	"恒锋工具股份有限公司"	"申万三级"	"机械基础件"
"300443.SZ"	"金雷风电"	"山东莱芜金雷风电科技股份有限公司"	"申万三级"	"机械基础件"
"300421.SZ"	"力星股份"	"江苏力星通用钢球股份有限公司"	"申万三级"	"机械基础件"
"300345.SZ"	"红宇新材"	"湖南红宇耐磨新材料股份有限公司"	"申万三级"	"机械基础件"
"300260.SZ"	"新莱应材"	"昆山新莱洁净应用材料股份有限公司"	"申万三级"	"机械基础件"
"300185.SZ"	"通裕重工"	"通裕重工股份有限公司"	"申万三级"	"机械基础件"
"300092.SZ"	"科新机电"	"四川科新机电股份有限公司"	"申万三级"	"机械基础件"
"300034.SZ"	"钢研高纳"	"北京钢研高纳科技股份有限公司"	"申万三级"	"机械基础件"
"002760.SZ"	"凤形股份"	"安徽省凤形耐磨材料股份有限公司"	"申万三级"	"机械基础件"
"002633.SZ"	"申科股份"	"申科滑动轴承股份有限公司"	"申万三级"	"机械基础件"
"002552.SZ"	"*ST宝鼎"	"宝鼎科技股份有限公司"	"申万三级"	"机械基础件"
"002537.SZ"	"海联金汇"	"海联金汇科技股份有限公司"	"申万三级"	"机械基础件"
"002514.SZ"	"宝馨科技"	"苏州宝馨科技实业股份有限公司"	"申万三级"	"机械基础件"
"002480.SZ"	"新筑股份"	"成都市新筑路桥机械股份有限公司"	"申万三级"	"机械基础件"
"002438.SZ"	"江苏神通"	"江苏神通阀门股份有限公司"	"申万三级"	"机械基础件"
"002426.SZ"	"胜利精密"	"苏州胜利精密制造科技股份有限公司"	"申万三级"	"机械基础件"
"002423.SZ"	"中原特钢"	"中原特钢股份有限公司"	"申万三级"	"机械基础件"
"002347.SZ"	"泰尔股份"	"泰尔重工股份有限公司"	"申万三级"	"机械基础件"
"002272.SZ"	"川润股份"	"四川川润股份有限公司"	"申万三级"	"机械基础件"
"002204.SZ"	"大连重工"	"大连华锐重工集团股份有限公司"	"申万三级"	"机械基础件"
"002164.SZ"	"宁波东力"	"宁波东力股份有限公司"	"申万三级"	"机械基础件"
"002147.SZ"	"新光圆成"	"新光圆成股份有限公司"	"申万三级"	"机械基础件"
"002122.SZ"	"*ST天马"	"天马轴承集团股份有限公司"	"申万三级"	"机械基础件"
"002046.SZ"	"轴研科技"	"洛阳轴研科技股份有限公司"	"申万三级"	"机械基础件"
"002026.SZ"	"山东威达"	"山东威达机械股份有限公司"	"申万三级"	"机械基础件"
"000777.SZ"	"中核科技"	"中核苏阀科技实业股份有限公司"	"申万三级"	"机械基础件"
"000595.SZ"	"*ST宝实"	"宝塔实业股份有限公司"	"申万三级"	"机械基础件"
"600265.SH"	"ST景谷"	"云南景谷林业股份有限公司"	"申万三级"	"林业"
"600189.SH"	"吉林森工"	"吉林森林工业股份有限公司"	"申万三级"	"林业"
"002679.SZ"	"福建金森"	"福建金森林业股份有限公司"	"申万三级"	"林业"
"000663.SZ"	"永安林业"	"福建省永安林业(集团)股份有限公司"	"申万三级"	"林业"
"000592.SZ"	"平潭发展"	"中福海峡(平潭)发展股份有限公司"	"申万三级"	"林业"
"600962.SH"	"国投中鲁"	"国投中鲁果汁股份有限公司"	"申万三级"	"果蔬加工"
"600737.SH"	"中粮糖业"	"中粮屯河糖业股份有限公司"	"申万三级"	"果蔬加工"
"300175.SZ"	"朗源股份"	"朗源股份有限公司"	"申万三级"	"果蔬加工"
"000972.SZ"	"*ST中基"	"中基健康产业股份有限公司"	"申万三级"	"果蔬加工"
"601339.SH"	"百隆东方"	"百隆东方股份有限公司"	"申万三级"	"棉纺"
"600510.SH"	"黑牡丹"	"黑牡丹(集团)股份有限公司"	"申万三级"	"棉纺"
"600493.SH"	"凤竹纺织"	"福建凤竹纺织科技股份有限公司"	"申万三级"	"棉纺"
"600156.SH"	"华升股份"	"湖南华升股份有限公司"	"申万三级"	"棉纺"
"600152.SH"	"维科精华"	"宁波维科精华集团股份有限公司"	"申万三级"	"棉纺"
"002394.SZ"	"联发股份"	"江苏联发纺织股份有限公司"	"申万三级"	"棉纺"
"002087.SZ"	"新野纺织"	"河南新野纺织股份有限公司"	"申万三级"	"棉纺"
"002083.SZ"	"孚日股份"	"孚日集团股份有限公司"	"申万三级"	"棉纺"
"002072.SZ"	"凯瑞德"	"凯瑞德控股股份有限公司"	"申万三级"	"棉纺"
"002042.SZ"	"华孚时尚"	"华孚时尚股份有限公司"	"申万三级"	"棉纺"
"000971.SZ"	"高升控股"	"高升控股股份有限公司"	"申万三级"	"棉纺"
"000850.SZ"	"华茂股份"	"安徽华茂纺织股份有限公司"	"申万三级"	"棉纺"
"000726.SZ"	"鲁泰A"	"鲁泰纺织股份有限公司"	"申万三级"	"棉纺"
"000158.SZ"	"常山北明"	"石家庄常山北明科技股份有限公司"	"申万三级"	"棉纺"
"600894.SH"	"广日股份"	"广州广日股份有限公司"	"申万三级"	"楼宇设备"
"600835.SH"	"上海机电"	"上海机电股份有限公司"	"申万三级"	"楼宇设备"
"300116.SZ"	"坚瑞沃能"	"陕西坚瑞消防股份有限公司"	"申万三级"	"楼宇设备"
"002689.SZ"	"远大智能"	"沈阳远大智能工业集团股份有限公司"	"申万三级"	"楼宇设备"
"002509.SZ"	"天广中茂"	"天广中茂股份有限公司"	"申万三级"	"楼宇设备"
"002435.SZ"	"长江润发"	"长江润发医药股份有限公司"	"申万三级"	"楼宇设备"
"002367.SZ"	"康力电梯"	"康力电梯股份有限公司"	"申万三级"	"楼宇设备"
"603889.SH"	"新澳股份"	"浙江新澳纺织股份有限公司"	"申万三级"	"毛纺"
"601599.SH"	"鹿港文化"	"江苏鹿港文化股份有限公司"	"申万三级"	"毛纺"
"600689.SH"	"上海三毛"	"上海三毛企业（集团）股份有限公司"	"申万三级"	"毛纺"
"600220.SH"	"江苏阳光"	"江苏阳光股份有限公司"	"申万三级"	"毛纺"
"002193.SZ"	"如意集团"	"山东如意毛纺服装集团股份有限公司"	"申万三级"	"毛纺"
"000779.SZ"	"三毛派神"	"兰州三毛实业股份有限公司"	"申万三级"	"毛纺"
"603227.SH"	"雪峰科技"	"新疆雪峰科技(集团)股份有限公司"	"申万三级"	"民爆用品"
"600985.SH"	"雷鸣科化"	"安徽雷鸣科化股份有限公司"	"申万三级"	"民爆用品"
"002783.SZ"	"凯龙股份"	"湖北凯龙化工集团股份有限公司"	"申万三级"	"民爆用品"
"002683.SZ"	"宏大爆破"	"广东宏大爆破股份有限公司"	"申万三级"	"民爆用品"
"002497.SZ"	"雅化集团"	"四川雅化实业集团股份有限公司"	"申万三级"	"民爆用品"
"002360.SZ"	"同德化工"	"山西同德化工股份有限公司"	"申万三级"	"民爆用品"
"002226.SZ"	"江南化工"	"安徽江南化工股份有限公司"	"申万三级"	"民爆用品"
"002109.SZ"	"兴化股份"	"陕西兴化化学股份有限公司"	"申万三级"	"民爆用品"
"002096.SZ"	"南岭民爆"	"湖南南岭民用爆破器材股份有限公司"	"申万三级"	"民爆用品"
"002037.SZ"	"久联发展"	"贵州久联民爆器材发展股份有限公司"	"申万三级"	"民爆用品"
"600636.SH"	"三爱富"	"上海三爱富新材料股份有限公司"	"申万三级"	"氟化工及制冷剂"
"600160.SH"	"巨化股份"	"浙江巨化股份有限公司"	"申万三级"	"氟化工及制冷剂"
"002407.SZ"	"多氟多"	"多氟多化工股份有限公司"	"申万三级"	"氟化工及制冷剂"
"002326.SZ"	"永太科技"	"浙江永太科技股份有限公司"	"申万三级"	"氟化工及制冷剂"
"002254.SZ"	"泰和新材"	"烟台泰和新材料股份有限公司"	"申万三级"	"氨纶"
"002064.SZ"	"华峰氨纶"	"浙江华峰氨纶股份有限公司"	"申万三级"	"氨纶"
"000584.SZ"	"哈工智能"	"江苏哈工智能机器人股份有限公司"	"申万三级"	"氨纶"
"600691.SH"	"阳煤化工"	"阳煤化工股份有限公司"	"申万三级"	"氮肥"
"600426.SH"	"华鲁恒升"	"山东华鲁恒升化工股份有限公司"	"申万三级"	"氮肥"
"600423.SH"	"*ST柳化"	"柳州化工股份有限公司"	"申万三级"	"氮肥"
"600228.SH"	"*ST昌九"	"江西昌九生物化工股份有限公司"	"申万三级"	"氮肥"
"600227.SH"	"赤天化"	"贵州赤天化股份有限公司"	"申万三级"	"氮肥"
"600096.SH"	"云天化"	"云南云天化股份有限公司"	"申万三级"	"氮肥"
"002556.SZ"	"辉隆股份"	"安徽辉隆农资集团股份有限公司"	"申万三级"	"氮肥"
"000953.SZ"	"*ST河化"	"广西河池化工股份有限公司"	"申万三级"	"氮肥"
"000950.SZ"	"*ST建峰"	"重药控股股份有限公司"	"申万三级"	"氮肥"
"000912.SZ"	"*ST天化"	"四川泸天化股份有限公司"	"申万三级"	"氮肥"
"000830.SZ"	"鲁西化工"	"鲁西化工集团股份有限公司"	"申万三级"	"氮肥"
"000731.SZ"	"四川美丰"	"四川美丰化工股份有限公司"	"申万三级"	"氮肥"
"000422.SZ"	"*ST宜化"	"湖北宜化化工股份有限公司"	"申万三级"	"氮肥"
"000155.SZ"	"川化股份"	"川化股份有限公司"	"申万三级"	"氮肥"
"603299.SH"	"井神股份"	"江苏井神盐化股份有限公司"	"申万三级"	"氯碱"
"601216.SH"	"君正集团"	"内蒙古君正能源化工集团股份有限公司"	"申万三级"	"氯碱"
"600722.SH"	"金牛化工"	"河北金牛化工股份有限公司"	"申万三级"	"氯碱"
"600618.SH"	"氯碱化工"	"上海氯碱化工股份有限公司"	"申万三级"	"氯碱"
"600301.SH"	"ST南化"	"南宁化工股份有限公司"	"申万三级"	"氯碱"
"600281.SH"	"太化股份"	"太原化工股份有限公司"	"申万三级"	"氯碱"
"600091.SH"	"ST明科"	"包头明天科技股份有限公司"	"申万三级"	"氯碱"
"600075.SH"	"新疆天业"	"新疆天业股份有限公司"	"申万三级"	"氯碱"
"002386.SZ"	"天原集团"	"宜宾天原集团股份有限公司"	"申万三级"	"氯碱"
"002092.SZ"	"中泰化学"	"新疆中泰化学(集团)股份有限公司"	"申万三级"	"氯碱"
"002053.SZ"	"云南能投"	"云南能源投资股份有限公司"	"申万三级"	"氯碱"
"000635.SZ"	"英力特"	"宁夏英力特化工股份有限公司"	"申万三级"	"氯碱"
"000510.SZ"	"金路集团"	"四川金路集团股份有限公司"	"申万三级"	"氯碱"
"600467.SH"	"好当家"	"山东好当家海洋发展股份有限公司"	"申万三级"	"水产养殖"
"600257.SH"	"大湖股份"	"大湖水殖股份有限公司"	"申万三级"	"水产养殖"
"300094.SZ"	"国联水产"	"湛江国联水产开发股份有限公司"	"申万三级"	"水产养殖"
"002696.SZ"	"百洋股份"	"百洋产业投资集团股份有限公司"	"申万三级"	"水产养殖"
"002447.SZ"	"晨鑫科技"	"大连晨鑫网络科技股份有限公司"	"申万三级"	"水产养殖"
"002173.SZ"	"创新医疗"	"创新医疗管理股份有限公司"	"申万三级"	"水产养殖"
"002086.SZ"	"东方海洋"	"山东东方海洋科技股份有限公司"	"申万三级"	"水产养殖"
"002069.SZ"	"獐子岛"	"獐子岛集团股份有限公司"	"申万三级"	"水产养殖"
"601669.SH"	"中国电建"	"中国电力建设股份有限公司"	"申万三级"	"水利工程"
"600502.SH"	"安徽水利"	"安徽水利开发股份有限公司"	"申万三级"	"水利工程"
"600068.SH"	"葛洲坝"	"中国葛洲坝集团股份有限公司"	"申万三级"	"水利工程"
"002586.SZ"	"围海股份"	"浙江省围海建设集团股份有限公司"	"申万三级"	"水利工程"
"002060.SZ"	"二局股份"	"广东水电二局股份有限公司"	"申万三级"	"水利工程"
"601368.SH"	"绿城水务"	"广西绿城水务股份有限公司"	"申万三级"	"水务"
"601199.SH"	"江南水务"	"江苏江南水务股份有限公司"	"申万三级"	"水务"
"601158.SH"	"重庆水务"	"重庆水务集团股份有限公司"	"申万三级"	"水务"
"600874.SH"	"创业环保"	"天津创业环保集团股份有限公司"	"申万三级"	"水务"
"600769.SH"	"祥龙电业"	"武汉祥龙电业股份有限公司"	"申万三级"	"水务"
"600461.SH"	"洪城水业"	"江西洪城水业股份有限公司"	"申万三级"	"水务"
"600323.SH"	"瀚蓝环境"	"瀚蓝环境股份有限公司"	"申万三级"	"水务"
"600283.SH"	"钱江水利"	"钱江水利开发股份有限公司"	"申万三级"	"水务"
"600187.SH"	"国中水务"	"黑龙江国中水务股份有限公司"	"申万三级"	"水务"
"600168.SH"	"武汉控股"	"武汉三镇实业控股股份有限公司"	"申万三级"	"水务"
"600008.SH"	"首创股份"	"北京首创股份有限公司"	"申万三级"	"水务"
"300388.SZ"	"国祯环保"	"安徽国祯环保节能科技股份有限公司"	"申万三级"	"水务"
"000685.SZ"	"中山公用"	"中山公用事业集团股份有限公司"	"申万三级"	"水务"
"000605.SZ"	"渤海股份"	"渤海水业股份有限公司"	"申万三级"	"水务"
"000598.SZ"	"兴蓉环境"	"成都市兴蓉环境股份有限公司"	"申万三级"	"水务"
"000544.SZ"	"中原环保"	"中原环保股份有限公司"	"申万三级"	"水务"
"601992.SH"	"金隅集团"	"北京金隅集团股份有限公司"	"申万三级"	"水泥制造"
"600881.SH"	"亚泰集团"	"吉林亚泰（集团）股份有限公司"	"申万三级"	"水泥制造"
"600802.SH"	"福建水泥"	"福建水泥股份有限公司"	"申万三级"	"水泥制造"
"600801.SH"	"华新水泥"	"华新水泥股份有限公司"	"申万三级"	"水泥制造"
"600720.SH"	"祁连山"	"甘肃祁连山水泥集团股份有限公司"	"申万三级"	"水泥制造"
"600668.SH"	"尖峰集团"	"浙江尖峰集团股份有限公司"	"申万三级"	"水泥制造"
"600585.SH"	"海螺水泥"	"安徽海螺水泥股份有限公司"	"申万三级"	"水泥制造"
"600539.SH"	"*ST狮头"	"太原狮头水泥股份有限公司"	"申万三级"	"水泥制造"
"600449.SH"	"宁夏建材"	"宁夏建材集团股份有限公司"	"申万三级"	"水泥制造"
"600425.SH"	"青松建化"	"新疆青松建材化工(集团)股份有限公司"	"申万三级"	"水泥制造"
"600318.SH"	"新力金融"	"安徽新力金融股份有限公司"	"申万三级"	"水泥制造"
"002233.SZ"	"塔牌集团"	"广东塔牌集团股份有限公司"	"申万三级"	"水泥制造"
"000935.SZ"	"四川双马"	"四川双马水泥股份有限公司"	"申万三级"	"水泥制造"
"000885.SZ"	"同力水泥"	"河南同力水泥股份有限公司"	"申万三级"	"水泥制造"
"000877.SZ"	"天山股份"	"新疆天山水泥股份有限公司"	"申万三级"	"水泥制造"
"000789.SZ"	"万年青"	"江西万年青水泥股份有限公司"	"申万三级"	"水泥制造"
"000672.SZ"	"上峰水泥"	"甘肃上峰水泥股份有限公司"	"申万三级"	"水泥制造"
"000546.SZ"	"金圆股份"	"金圆水泥股份有限公司"	"申万三级"	"水泥制造"
"000401.SZ"	"冀东水泥"	"唐山冀东水泥股份有限公司"	"申万三级"	"水泥制造"
"600995.SH"	"文山电力"	"云南文山电力股份有限公司"	"申万三级"	"水电"
"600979.SH"	"广安爱众"	"四川广安爱众股份有限公司"	"申万三级"	"水电"
"600969.SH"	"郴电国际"	"湖南郴电国际发展股份有限公司"	"申万三级"	"水电"
"600900.SH"	"长江电力"	"中国长江电力股份有限公司"	"申万三级"	"水电"
"600868.SH"	"梅雁吉祥"	"广东梅雁吉祥水电股份有限公司"	"申万三级"	"水电"
"600674.SH"	"川投能源"	"四川川投能源股份有限公司"	"申万三级"	"水电"
"600644.SH"	"乐山电力"	"乐山电力股份有限公司"	"申万三级"	"水电"
"600505.SH"	"西昌电力"	"四川西昌电力股份有限公司"	"申万三级"	"水电"
"600310.SH"	"桂东电力"	"广西桂东电力股份有限公司"	"申万三级"	"水电"
"600236.SH"	"桂冠电力"	"广西桂冠电力股份有限公司"	"申万三级"	"水电"
"600131.SH"	"岷江水电"	"四川岷江水利电力股份有限公司"	"申万三级"	"水电"
"600116.SH"	"三峡水利"	"重庆三峡水利电力（集团）股份有限公司"	"申万三级"	"水电"
"600101.SH"	"明星电力"	"四川明星电力股份有限公司"	"申万三级"	"水电"
"002039.SZ"	"黔源电力"	"贵州黔源电力股份有限公司"	"申万三级"	"水电"
"000993.SZ"	"闽东电力"	"福建闽东电力股份有限公司"	"申万三级"	"水电"
"000883.SZ"	"湖北能源"	"湖北能源集团股份有限公司"	"申万三级"	"水电"
"000791.SZ"	"甘肃电投"	"甘肃电投能源发展股份有限公司"	"申万三级"	"水电"
"000722.SZ"	"湖南发展"	"湖南发展集团股份有限公司"	"申万三级"	"水电"
"603377.SH"	"东方时尚"	"东方时尚驾驶学校股份有限公司"	"申万三级"	"汽车服务"
"601965.SH"	"中国汽研"	"中国汽车工程研究院股份有限公司"	"申万三级"	"汽车服务"
"601258.SH"	"庞大集团"	"庞大汽贸集团股份有限公司"	"申万三级"	"汽车服务"
"600653.SH"	"申华控股"	"上海申华控股股份有限公司"	"申万三级"	"汽车服务"
"600335.SH"	"国机汽车"	"国机汽车股份有限公司"	"申万三级"	"汽车服务"
"600297.SH"	"广汇汽车"	"广汇汽车服务股份公司"	"申万三级"	"汽车服务"
"002682.SZ"	"龙洲股份"	"福建龙洲运输股份有限公司"	"申万三级"	"汽车服务"
"002607.SZ"	"亚夏汽车"	"芜湖亚夏汽车股份有限公司"	"申万三级"	"汽车服务"
"000996.SZ"	"中国中期"	"中国中期投资股份有限公司"	"申万三级"	"汽车服务"
"000753.SZ"	"漳州发展"	"福建漳州发展股份有限公司"	"申万三级"	"汽车服务"
"000025.SZ"	"特力A"	"深圳市特力机电股份有限公司"	"申万三级"	"汽车服务"
"603997.SH"	"继峰股份"	"宁波继峰汽车零部件股份有限公司"	"申万三级"	"汽车零部件"
"603788.SH"	"宁波高发"	"宁波高发汽车控制系统股份有限公司"	"申万三级"	"汽车零部件"
"603306.SH"	"华懋科技"	"华懋(厦门)新材料科技股份有限公司"	"申万三级"	"汽车零部件"
"603166.SH"	"福达股份"	"桂林福达股份有限公司"	"申万三级"	"汽车零部件"
"603158.SH"	"腾龙股份"	"常州腾龙汽车零部件股份有限公司"	"申万三级"	"汽车零部件"
"603085.SH"	"天成自控"	"浙江天成自控股份有限公司"	"申万三级"	"汽车零部件"
"603023.SH"	"威帝股份"	"哈尔滨威帝电子股份有限公司"	"申万三级"	"汽车零部件"
"603009.SH"	"北特科技"	"上海北特科技股份有限公司"	"申万三级"	"汽车零部件"
"603006.SH"	"联明股份"	"上海联明机械股份有限公司"	"申万三级"	"汽车零部件"
"601799.SH"	"星宇股份"	"常州星宇车灯股份有限公司"	"申万三级"	"汽车零部件"
"601689.SH"	"拓普集团"	"宁波拓普集团股份有限公司"	"申万三级"	"汽车零部件"
"601311.SH"	"骆驼股份"	"骆驼集团股份有限公司"	"申万三级"	"汽车零部件"
"600742.SH"	"一汽富维"	"长春一汽富维汽车零部件股份有限公司"	"申万三级"	"汽车零部件"
"600741.SH"	"华域汽车"	"华域汽车系统股份有限公司"	"申万三级"	"汽车零部件"
"600699.SH"	"均胜电子"	"宁波均胜电子股份有限公司"	"申万三级"	"汽车零部件"
"600698.SH"	"湖南天雁"	"湖南天雁机械股份有限公司"	"申万三级"	"汽车零部件"
"600660.SH"	"福耀玻璃"	"福耀玻璃工业集团股份有限公司"	"申万三级"	"汽车零部件"
"600523.SH"	"贵航股份"	"贵州贵航汽车零部件股份有限公司"	"申万三级"	"汽车零部件"
"600482.SH"	"中国动力"	"中国船舶重工集团动力股份有限公司"	"申万三级"	"汽车零部件"
"600480.SH"	"凌云股份"	"凌云工业股份有限公司"	"申万三级"	"汽车零部件"
"600178.SH"	"东安动力"	"哈尔滨东安汽车动力股份有限公司"	"申万三级"	"汽车零部件"
"600148.SH"	"长春一东"	"长春一东离合器股份有限公司"	"申万三级"	"汽车零部件"
"600093.SH"	"易见股份"	"易见供应链管理股份有限公司"	"申万三级"	"汽车零部件"
"600081.SH"	"东风科技"	"东风电子科技股份有限公司"	"申万三级"	"汽车零部件"
"300473.SZ"	"德尔股份"	"阜新德尔汽车部件股份有限公司"	"申万三级"	"汽车零部件"
"300432.SZ"	"富临精工"	"绵阳富临精工机械股份有限公司"	"申万三级"	"汽车零部件"
"300375.SZ"	"鹏翎股份"	"天津鹏翎胶管股份有限公司"	"申万三级"	"汽车零部件"
"300304.SZ"	"云意电气"	"江苏云意电气股份有限公司"	"申万三级"	"汽车零部件"
"000030.SZ"	"富奥股份"	"富奥汽车零部件股份有限公司"	"申万三级"	"汽车零部件"
"000338.SZ"	"潍柴动力"	"潍柴动力股份有限公司"	"申万三级"	"汽车零部件"
"000559.SZ"	"万向钱潮"	"万向钱潮股份有限公司"	"申万三级"	"汽车零部件"
"000581.SZ"	"威孚高科"	"无锡威孚高科技集团股份有限公司"	"申万三级"	"汽车零部件"
"000622.SZ"	"恒立实业"	"恒立实业发展集团股份有限公司"	"申万三级"	"汽车零部件"
"000678.SZ"	"襄阳轴承"	"襄阳汽车轴承股份有限公司"	"申万三级"	"汽车零部件"
"000700.SZ"	"模塑科技"	"江南模塑科技股份有限公司"	"申万三级"	"汽车零部件"
"000710.SZ"	"贝瑞基因"	"成都市贝瑞和康基因技术股份有限公司"	"申万三级"	"汽车零部件"
"000757.SZ"	"浩物股份"	"四川浩物机电股份有限公司"	"申万三级"	"汽车零部件"
"000760.SZ"	"斯太尔"	"斯太尔动力股份有限公司"	"申万三级"	"汽车零部件"
"000887.SZ"	"中鼎股份"	"安徽中鼎密封件股份有限公司"	"申万三级"	"汽车零部件"
