"stock_code"	"chi_sht"	"com_name"	"class_system"	"ind_name"
"002639.SZ"	"雪人股份"	"福建雪人股份有限公司"	"申万三级"	"制冷空调设备"
"002158.SZ"	"汉钟精机"	"上海汉钟精机股份有限公司"	"申万三级"	"制冷空调设备"
"000811.SZ"	"冰轮环境"	"冰轮环境技术股份有限公司"	"申万三级"	"制冷空调设备"
"000530.SZ"	"大冷股份"	"大连冷冻机械股份有限公司"	"申万三级"	"制冷空调设备"
"603718.SH"	"海利生物"	"上海海利生物技术股份有限公司"	"申万三级"	"动物保健"
"603566.SH"	"普莱柯"	"普莱柯生物工程股份有限公司"	"申万三级"	"动物保健"
"600226.SH"	"瀚叶股份"	"浙江瀚叶股份有限公司"	"申万三级"	"动物保健"
"600201.SH"	"生物股份"	"金宇生物技术股份有限公司"	"申万三级"	"动物保健"
"600195.SH"	"中牧股份"	"中牧实业股份有限公司"	"申万三级"	"动物保健"
"300119.SZ"	"瑞普生物"	"天津瑞普生物技术股份有限公司"	"申万三级"	"动物保健"
"002688.SZ"	"金河生物"	"金河生物科技股份有限公司"	"申万三级"	"动物保健"
"300501.SZ"	"海顺新材"	"上海海顺新型药用包装材料股份有限公司"	"申万三级"	"包装印刷"
"603899.SH"	"晨光文具"	"上海晨光文具股份有限公司"	"申万三级"	"包装印刷"
"603022.SH"	"新通联"	"上海新通联包装股份有限公司"	"申万三级"	"包装印刷"
"601968.SH"	"宝钢包装"	"上海宝钢包装股份有限公司"	"申万三级"	"包装印刷"
"601515.SH"	"东风股份"	"汕头东风印刷股份有限公司"	"申万三级"	"包装印刷"
"600836.SH"	"界龙实业"	"上海界龙实业集团股份有限公司"	"申万三级"	"包装印刷"
"600210.SH"	"紫江企业"	"上海紫江企业集团股份有限公司"	"申万三级"	"包装印刷"
"300057.SZ"	"万顺股份"	"汕头万顺包装材料股份有限公司"	"申万三级"	"包装印刷"
"002787.SZ"	"华源控股"	"苏州华源控股股份有限公司"	"申万三级"	"包装印刷"
"002752.SZ"	"昇兴股份"	"昇兴集团股份有限公司"	"申万三级"	"包装印刷"
"002735.SZ"	"王子新材"	"深圳王子新材料股份有限公司"	"申万三级"	"包装印刷"
"002701.SZ"	"奥瑞金"	"奥瑞金科技股份有限公司"	"申万三级"	"包装印刷"
"002599.SZ"	"盛通股份"	"北京盛通印刷股份有限公司"	"申万三级"	"包装印刷"
"002585.SZ"	"双星新材"	"江苏双星彩塑新材料股份有限公司"	"申万三级"	"包装印刷"
"002565.SZ"	"顺灏股份"	"上海顺灏新材料科技股份有限公司"	"申万三级"	"包装印刷"
"002522.SZ"	"浙江众成"	"浙江众成包装材料股份有限公司"	"申万三级"	"包装印刷"
"002374.SZ"	"丽鹏股份"	"山东丽鹏股份有限公司"	"申万三级"	"包装印刷"
"002303.SZ"	"美盈森"	"美盈森集团股份有限公司"	"申万三级"	"包装印刷"
"002243.SZ"	"通产丽星"	"深圳市通产丽星股份有限公司"	"申万三级"	"包装印刷"
"002229.SZ"	"鸿博股份"	"鸿博股份有限公司"	"申万三级"	"包装印刷"
"002228.SZ"	"合兴包装"	"厦门合兴包装印刷股份有限公司"	"申万三级"	"包装印刷"
"002191.SZ"	"劲嘉股份"	"深圳劲嘉集团股份有限公司"	"申万三级"	"包装印刷"
"002117.SZ"	"东港股份"	"东港股份有限公司"	"申万三级"	"包装印刷"
"002103.SZ"	"广博股份"	"广博集团股份有限公司"	"申万三级"	"包装印刷"
"002014.SZ"	"永新股份"	"黄山永新股份有限公司"	"申万三级"	"包装印刷"
"000812.SZ"	"陕西金叶"	"陕西金叶科教集团股份有限公司"	"申万三级"	"包装印刷"
"000659.SZ"	"珠海中富"	"珠海中富实业股份有限公司"	"申万三级"	"包装印刷"
"603669.SH"	"灵康药业"	"灵康药业集团股份有限公司"	"申万三级"	"化学制剂"
"603222.SH"	"济民制药"	"浙江济民制药股份有限公司"	"申万三级"	"化学制剂"
"603168.SH"	"莎普爱思"	"浙江莎普爱思药业股份有限公司"	"申万三级"	"化学制剂"
"600829.SH"	"人民同泰"	"哈药集团人民同泰医药股份有限公司"	"申万三级"	"化学制剂"
"600789.SH"	"鲁抗医药"	"山东鲁抗医药股份有限公司"	"申万三级"	"化学制剂"
"600771.SH"	"广誉远"	"广誉远中药股份有限公司"	"申万三级"	"化学制剂"
"600664.SH"	"哈药股份"	"哈药集团股份有限公司"	"申万三级"	"化学制剂"
"600566.SH"	"济川药业"	"湖北济川药业股份有限公司"	"申万三级"	"化学制剂"
"600513.SH"	"联环药业"	"江苏联环药业股份有限公司"	"申万三级"	"化学制剂"
"600420.SH"	"现代制药"	"上海现代制药股份有限公司"	"申万三级"	"化学制剂"
"600385.SH"	"山东金泰"	"山东金泰集团股份有限公司"	"申万三级"	"化学制剂"
"600380.SH"	"健康元"	"健康元药业集团股份有限公司"	"申万三级"	"化学制剂"
"600276.SH"	"恒瑞医药"	"江苏恒瑞医药股份有限公司"	"申万三级"	"化学制剂"
"600079.SH"	"人福医药"	"人福医药集团股份公司"	"申万三级"	"化学制剂"
"600062.SH"	"华润双鹤"	"华润双鹤药业股份有限公司"	"申万三级"	"化学制剂"
"300485.SZ"	"赛升药业"	"北京赛升药业股份有限公司"	"申万三级"	"化学制剂"
"300254.SZ"	"仟源医药"	"山西仟源医药集团股份有限公司"	"申万三级"	"化学制剂"
"300199.SZ"	"翰宇药业"	"深圳翰宇药业股份有限公司"	"申万三级"	"化学制剂"
"300194.SZ"	"福安药业"	"福安药业(集团)股份有限公司"	"申万三级"	"化学制剂"
"300110.SZ"	"华仁药业"	"华仁药业股份有限公司"	"申万三级"	"化学制剂"
"300086.SZ"	"康芝药业"	"康芝药业股份有限公司"	"申万三级"	"化学制剂"
"300026.SZ"	"红日药业"	"天津红日药业股份有限公司"	"申万三级"	"化学制剂"
"300016.SZ"	"北陆药业"	"北京北陆药业股份有限公司"	"申万三级"	"化学制剂"
"300006.SZ"	"莱美药业"	"重庆莱美药业股份有限公司"	"申万三级"	"化学制剂"
"002773.SZ"	"康弘药业"	"成都康弘药业集团股份有限公司"	"申万三级"	"化学制剂"
"002693.SZ"	"双成药业"	"海南双成药业股份有限公司"	"申万三级"	"化学制剂"
"002653.SZ"	"海思科"	"海思科医药集团股份有限公司"	"申万三级"	"化学制剂"
"002437.SZ"	"誉衡药业"	"哈尔滨誉衡药业股份有限公司"	"申万三级"	"化学制剂"
"002422.SZ"	"科伦药业"	"四川科伦药业股份有限公司"	"申万三级"	"化学制剂"
"002393.SZ"	"力生制药"	"天津力生制药股份有限公司"	"申万三级"	"化学制剂"
"002370.SZ"	"亚太药业"	"浙江亚太药业股份有限公司"	"申万三级"	"化学制剂"
"002332.SZ"	"仙琚制药"	"浙江仙琚制药股份有限公司"	"申万三级"	"化学制剂"
"002294.SZ"	"信立泰"	"深圳信立泰药业股份有限公司"	"申万三级"	"化学制剂"
"002262.SZ"	"恩华药业"	"江苏恩华药业股份有限公司"	"申万三级"	"化学制剂"
"000915.SZ"	"山大华特"	"山东山大华特科技股份有限公司"	"申万三级"	"化学制剂"
"000908.SZ"	"景峰医药"	"湖南景峰医药股份有限公司"	"申万三级"	"化学制剂"
"000566.SZ"	"海南海药"	"海南海药股份有限公司"	"申万三级"	"化学制剂"
"000513.SZ"	"丽珠集团"	"珠海经济特区丽珠医药(集团)股份有限公司"	"申万三级"	"化学制剂"
"000153.SZ"	"丰原药业"	"安徽丰原药业股份有限公司"	"申万三级"	"化学制剂"
"603456.SH"	"九洲药业"	"浙江九洲药业股份有限公司"	"申万三级"	"化学原料药"
"600812.SH"	"华北制药"	"华北制药股份有限公司"	"申万三级"	"化学原料药"
"600666.SH"	"奥瑞德"	"奥瑞德光电股份有限公司"	"申万三级"	"化学原料药"
"600521.SH"	"华海药业"	"浙江华海药业股份有限公司"	"申万三级"	"化学原料药"
"600488.SH"	"天药股份"	"天津天药药业股份有限公司"	"申万三级"	"化学原料药"
"600267.SH"	"海正药业"	"浙江海正药业股份有限公司"	"申万三级"	"化学原料药"
"600216.SH"	"浙江医药"	"浙江医药股份有限公司"	"申万三级"	"化学原料药"
"300497.SZ"	"富祥股份"	"江西富祥药业股份有限公司"	"申万三级"	"化学原料药"
"300452.SZ"	"山河药辅"	"安徽山河药用辅料股份有限公司"	"申万三级"	"化学原料药"
"300401.SZ"	"花园生物"	"浙江花园生物高科股份有限公司"	"申万三级"	"化学原料药"
"300363.SZ"	"博腾股份"	"重庆博腾制药科技股份有限公司"	"申万三级"	"化学原料药"
"300267.SZ"	"尔康制药"	"湖南尔康制药股份有限公司"	"申万三级"	"化学原料药"
"300261.SZ"	"雅本化学"	"雅本化学股份有限公司"	"申万三级"	"化学原料药"
"300255.SZ"	"常山药业"	"河北常山生化药业股份有限公司"	"申万三级"	"化学原料药"
"300233.SZ"	"金城医药"	"山东金城医药股份有限公司"	"申万三级"	"化学原料药"
"002675.SZ"	"东诚药业"	"烟台东诚药业集团股份有限公司"	"申万三级"	"化学原料药"
"002626.SZ"	"金达威"	"厦门金达威集团股份有限公司"	"申万三级"	"化学原料药"
"002550.SZ"	"千红制药"	"常州千红生化制药股份有限公司"	"申万三级"	"化学原料药"
"002399.SZ"	"海普瑞"	"深圳市海普瑞药业股份有限公司"	"申万三级"	"化学原料药"
"002365.SZ"	"永安药业"	"潜江永安药业股份有限公司"	"申万三级"	"化学原料药"
"002099.SZ"	"海翔药业"	"浙江海翔药业股份有限公司"	"申万三级"	"化学原料药"
"002020.SZ"	"京新药业"	"浙江京新药业股份有限公司"	"申万三级"	"化学原料药"
"002019.SZ"	"亿帆医药"	"亿帆医药股份有限公司"	"申万三级"	"化学原料药"
"002001.SZ"	"新和成"	"浙江新和成股份有限公司"	"申万三级"	"化学原料药"
"000990.SZ"	"诚志股份"	"诚志股份有限公司"	"申万三级"	"化学原料药"
"000952.SZ"	"广济药业"	"湖北广济药业股份有限公司"	"申万三级"	"化学原料药"
"000788.SZ"	"北大医药"	"北大医药股份有限公司"	"申万三级"	"化学原料药"
"000756.SZ"	"新华制药"	"山东新华制药股份有限公司"	"申万三级"	"化学原料药"
"000739.SZ"	"普洛药业"	"普洛药业股份有限公司"	"申万三级"	"化学原料药"
"000597.SZ"	"东北制药"	"东北制药集团股份有限公司"	"申万三级"	"化学原料药"
"603698.SH"	"航天工程"	"航天长征化学工程股份有限公司"	"申万三级"	"化学工程"
"601117.SH"	"中国化学"	"中国化学工程股份有限公司"	"申万三级"	"化学工程"
"600248.SH"	"延长化建"	"陕西延长石油化建股份有限公司"	"申万三级"	"化学工程"
"002755.SZ"	"东方新星"	"北京东方新星石化工程股份有限公司"	"申万三级"	"化学工程"
"002469.SZ"	"三维工程"	"山东三维石化工程股份有限公司"	"申万三级"	"化学工程"
"002140.SZ"	"东华科技"	"东华工程科技股份有限公司"	"申万三级"	"化学工程"
"603309.SH"	"维力医疗"	"广州维力医疗器械股份有限公司"	"申万三级"	"医疗器械"
"600587.SH"	"新华医疗"	"山东新华医疗器械股份有限公司"	"申万三级"	"医疗器械"
"600529.SH"	"山东药玻"	"山东省药用玻璃股份有限公司"	"申万三级"	"医疗器械"
"600055.SH"	"万东医疗"	"北京万东医疗科技股份有限公司"	"申万三级"	"医疗器械"
"300453.SZ"	"三鑫医疗"	"江西三鑫医疗科技股份有限公司"	"申万三级"	"医疗器械"
"300412.SZ"	"迦南科技"	"浙江迦南科技股份有限公司"	"申万三级"	"医疗器械"
"300396.SZ"	"迪瑞医疗"	"迪瑞医疗科技股份有限公司"	"申万三级"	"医疗器械"
"300358.SZ"	"楚天科技"	"楚天科技股份有限公司"	"申万三级"	"医疗器械"
"300326.SZ"	"凯利泰"	"上海凯利泰医疗科技股份有限公司"	"申万三级"	"医疗器械"
"300318.SZ"	"博晖创新"	"北京博晖创新光电技术股份有限公司"	"申万三级"	"医疗器械"
"300314.SZ"	"戴维医疗"	"宁波戴维医疗器械股份有限公司"	"申万三级"	"医疗器械"
"300298.SZ"	"三诺生物"	"三诺生物传感股份有限公司"	"申万三级"	"医疗器械"
"300273.SZ"	"和佳股份"	"珠海和佳医疗设备股份有限公司"	"申万三级"	"医疗器械"
"300246.SZ"	"宝莱特"	"广东宝莱特医用科技股份有限公司"	"申万三级"	"医疗器械"
"300238.SZ"	"冠昊生物"	"广东冠昊生物科技股份有限公司"	"申万三级"	"医疗器械"
"300216.SZ"	"千山药机"	"湖南千山制药机械股份有限公司"	"申万三级"	"医疗器械"
"300206.SZ"	"理邦仪器"	"深圳市理邦精密仪器股份有限公司"	"申万三级"	"医疗器械"
"300171.SZ"	"东富龙"	"上海东富龙科技股份有限公司"	"申万三级"	"医疗器械"
"300030.SZ"	"阳普医疗"	"广州阳普医疗科技股份有限公司?"	"申万三级"	"医疗器械"
"300003.SZ"	"乐普医疗"	"乐普(北京)医疗器械股份有限公司"	"申万三级"	"医疗器械"
"002551.SZ"	"尚荣医疗"	"深圳市尚荣医疗股份有限公司"	"申万三级"	"医疗器械"
"002432.SZ"	"九安医疗"	"天津九安医疗电子股份有限公司"	"申万三级"	"医疗器械"
"002223.SZ"	"鱼跃医疗"	"江苏鱼跃医疗设备股份有限公司"	"申万三级"	"医疗器械"
"000150.SZ"	"宜华健康"	"宜华健康医疗股份有限公司"	"申万三级"	"医疗服务"
"603108.SH"	"润达医疗"	"上海润达医疗科技股份有限公司"	"申万三级"	"医疗服务"
"600763.SH"	"通策医疗"	"通策医疗投资股份有限公司"	"申万三级"	"医疗服务"
"300404.SZ"	"博济医药"	"广州博济医药生物技术股份有限公司"	"申万三级"	"医疗服务"
"300347.SZ"	"泰格医药"	"杭州泰格医药科技股份有限公司"	"申万三级"	"医疗服务"
"300244.SZ"	"迪安诊断"	"浙江迪安诊断技术股份有限公司"	"申万三级"	"医疗服务"
"300015.SZ"	"爱尔眼科"	"爱尔眼科医院集团股份有限公司"	"申万三级"	"医疗服务"
"002390.SZ"	"信邦制药"	"贵州信邦制药股份有限公司"	"申万三级"	"医疗服务"
"002219.SZ"	"恒康医疗"	"恒康医疗集团股份有限公司"	"申万三级"	"医疗服务"
"000919.SZ"	"金陵药业"	"金陵药业股份有限公司"	"申万三级"	"医疗服务"
"603939.SH"	"益丰药房"	"益丰大药房连锁股份有限公司"	"申万三级"	"医药商业"
"603883.SH"	"老百姓"	"老百姓大药房连锁股份有限公司"	"申万三级"	"医药商业"
"603368.SH"	"柳州医药"	"广西柳州医药股份有限公司"	"申万三级"	"医药商业"
"601607.SH"	"上海医药"	"上海医药集团股份有限公司"	"申万三级"	"医药商业"
"600998.SH"	"九州通"	"九州通医药集团股份有限公司"	"申万三级"	"医药商业"
"600833.SH"	"第一医药"	"上海第一医药股份有限公司"	"申万三级"	"医药商业"
"600713.SH"	"南京医药"	"南京医药股份有限公司"	"申万三级"	"医药商业"
"600511.SH"	"国药股份"	"国药集团药业股份有限公司"	"申万三级"	"医药商业"
"600056.SH"	"中国医药"	"中国医药健康产业股份有限公司"	"申万三级"	"医药商业"
"002758.SZ"	"华通医药"	"浙江华通医药股份有限公司"	"申万三级"	"医药商业"
"002727.SZ"	"一心堂"	"云南鸿翔一心堂药业(集团)股份有限公司"	"申万三级"	"医药商业"
"002589.SZ"	"瑞康医药"	"瑞康医药股份有限公司"	"申万三级"	"医药商业"
"002462.SZ"	"嘉事堂"	"嘉事堂药业股份有限公司"	"申万三级"	"医药商业"
"000963.SZ"	"华东医药"	"华东医药股份有限公司"	"申万三级"	"医药商业"
"000705.SZ"	"浙江震元"	"浙江震元股份有限公司"	"申万三级"	"医药商业"
"000591.SZ"	"太阳能"	"中节能太阳能股份有限公司"	"申万三级"	"医药商业"
"000411.SZ"	"英特集团"	"浙江英特集团股份有限公司"	"申万三级"	"医药商业"
"000028.SZ"	"国药一致"	"国药集团一致药业股份有限公司"	"申万三级"	"医药商业"
"600206.SH"	"有研新材"	"有研新材料股份有限公司"	"申万三级"	"半导体材料"
"002371.SZ"	"北方华创"	"北方华创科技集团股份有限公司"	"申万三级"	"半导体材料"
"002129.SZ"	"中环股份"	"天津中环半导体股份有限公司"	"申万三级"	"半导体材料"
"002119.SZ"	"康强电子"	"宁波康强电子股份有限公司"	"申万三级"	"半导体材料"
"000670.SZ"	"盈方微"	"盈方微电子股份有限公司"	"申万三级"	"半导体材料"
"603936.SH"	"博敏电子"	"博敏电子股份有限公司"	"申万三级"	"印制电路板"
"603328.SH"	"依顿电子"	"广东依顿电子科技股份有限公司"	"申万三级"	"印制电路板"
"600183.SH"	"生益科技"	"广东生益科技股份有限公司"	"申万三级"	"印制电路板"
"300476.SZ"	"胜宏科技"	"胜宏科技(惠州)股份有限公司"	"申万三级"	"印制电路板"
"002636.SZ"	"金安国纪"	"金安国纪科技股份有限公司"	"申万三级"	"印制电路板"
"002618.SZ"	"丹邦科技"	"深圳丹邦科技股份有限公司"	"申万三级"	"印制电路板"
"002579.SZ"	"中京电子"	"惠州中京电子科技股份有限公司"	"申万三级"	"印制电路板"
"002463.SZ"	"沪电股份"	"沪士电子股份有限公司"	"申万三级"	"印制电路板"
"002436.SZ"	"兴森科技"	"深圳市兴森快捷电路科技股份有限公司"	"申万三级"	"印制电路板"
"002288.SZ"	"超华科技"	"广东超华科技股份有限公司"	"申万三级"	"印制电路板"
"002134.SZ"	"天津普林"	"天津普林电路股份有限公司"	"申万三级"	"印制电路板"
"000823.SZ"	"超声电子"	"广东汕头超声电子股份有限公司"	"申万三级"	"印制电路板"
"603901.SH"	"永创智能"	"杭州永创智能设备股份有限公司"	"申万三级"	"印刷包装机械"
"600860.SH"	"京城股份"	"北京京城机电股份有限公司"	"申万三级"	"印刷包装机械"
"300442.SZ"	"普丽盛"	"上海普丽盛包装股份有限公司"	"申万三级"	"印刷包装机械"
"300195.SZ"	"长荣股份"	"天津长荣科技集团股份有限公司"	"申万三级"	"印刷包装机械"
"300173.SZ"	"智慧松德"	"松德智慧装备股份有限公司"	"申万三级"	"印刷包装机械"
"002611.SZ"	"东方精工"	"广东东方精工科技股份有限公司"	"申万三级"	"印刷包装机械"
"002209.SZ"	"达意隆"	"广州达意隆包装机械股份有限公司"	"申万三级"	"印刷包装机械"
"000821.SZ"	"京山轻机"	"湖北京山轻工机械股份有限公司"	"申万三级"	"印刷包装机械"
"600987.SH"	"航民股份"	"浙江航民股份有限公司"	"申万三级"	"印染"
"600448.SH"	"华纺股份"	"华纺股份有限公司"	"申万三级"	"印染"
"600370.SH"	"三房巷"	"江苏三房巷实业股份有限公司"	"申万三级"	"印染"
"002070.SZ"	"*ST众和"	"福建众和股份有限公司"	"申万三级"	"印染"
"002034.SZ"	"旺能环境"	"旺能环境股份有限公司"	"申万三级"	"印染"
"300321.SZ"	"同大股份"	"山东同大海岛新材料股份有限公司"	"申万三级"	"合成革"
"300218.SZ"	"安利股份"	"安徽安利材料科技股份有限公司"	"申万三级"	"合成革"
"300180.SZ"	"华峰超纤"	"上海华峰超纤材料股份有限公司"	"申万三级"	"合成革"
"002395.SZ"	"双象股份"	"无锡双象超纤材料股份有限公司"	"申万三级"	"合成革"
"002343.SZ"	"慈文传媒"	"慈文传媒股份有限公司"	"申万三级"	"合成革"
"600686.SH"	"金龙汽车"	"厦门金龙汽车集团股份有限公司"	"申万三级"	"商用载客车"
"600303.SH"	"曙光股份"	"辽宁曙光汽车集团股份有限公司"	"申万三级"	"商用载客车"
"600213.SH"	"亚星客车"	"扬州亚星客车股份有限公司"	"申万三级"	"商用载客车"
"600066.SH"	"宇通客车"	"郑州宇通客车股份有限公司"	"申万三级"	"商用载客车"
"000957.SZ"	"中通客车"	"中通客车控股股份有限公司"	"申万三级"	"商用载客车"
"000868.SZ"	"安凯客车"	"安徽安凯汽车股份有限公司"	"申万三级"	"商用载客车"
"600418.SH"	"江淮汽车"	"安徽江淮汽车集团股份有限公司"	"申万三级"	"商用载货车"
"600166.SH"	"福田汽车"	"北汽福田汽车股份有限公司"	"申万三级"	"商用载货车"
"600006.SH"	"东风汽车"	"东风汽车股份有限公司"	"申万三级"	"商用载货车"
"000951.SZ"	"中国重汽"	"中国重汽集团济南卡车股份有限公司"	"申万三级"	"商用载货车"
"000550.SZ"	"江铃汽车"	"江铃汽车股份有限公司"	"申万三级"	"商用载货车"
"600600.SH"	"青岛啤酒"	"青岛啤酒股份有限公司"	"申万三级"	"啤酒"
"600573.SH"	"惠泉啤酒"	"福建省燕京惠泉啤酒股份有限公司"	"申万三级"	"啤酒"
"600132.SH"	"重庆啤酒"	"重庆啤酒股份有限公司"	"申万三级"	"啤酒"
"600090.SH"	"啤酒花"	"新疆同济堂健康产业股份有限公司"	"申万三级"	"啤酒"
"002461.SZ"	"珠江啤酒"	"广州珠江啤酒股份有限公司"	"申万三级"	"啤酒"
"000929.SZ"	"兰州黄河"	"兰州黄河企业股份有限公司"	"申万三级"	"啤酒"
"000752.SZ"	"西藏发展"	"西藏银河科技发展股份有限公司"	"申万三级"	"啤酒"
"000729.SZ"	"燕京啤酒"	"北京燕京啤酒股份有限公司"	"申万三级"	"啤酒"
"600895.SH"	"张江高科"	"上海张江高科技园区开发股份有限公司"	"申万三级"	"园区开发"
"600663.SH"	"陆家嘴"	"上海陆家嘴金融贸易区开发股份有限公司"	"申万三级"	"园区开发"
"600658.SH"	"电子城"	"北京电子城投资开发股份有限公司"	"申万三级"	"园区开发"
"600648.SH"	"外高桥"	"上海外高桥集团股份有限公司"	"申万三级"	"园区开发"
"600639.SH"	"浦东金桥"	"上海金桥出口加工区开发股份有限公司"	"申万三级"	"园区开发"
"600604.SH"	"市北高新"	"上海市北高新股份有限公司"	"申万三级"	"园区开发"
"600463.SH"	"空港股份"	"北京空港科技园区股份有限公司"	"申万三级"	"园区开发"
"600215.SH"	"长春经开"	"长春经开(集团)股份有限公司"	"申万三级"	"园区开发"
"600064.SH"	"南京高科"	"南京高科股份有限公司"	"申万三级"	"园区开发"
"002077.SZ"	"大港股份"	"江苏大港股份有限公司"	"申万三级"	"园区开发"
"603778.SH"	"乾景园林"	"北京乾景园林股份有限公司"	"申万三级"	"园林工程"
"600610.SH"	"中毅达"	"上海中毅达股份有限公司"	"申万三级"	"园林工程"
"300495.SZ"	"美尚生态"	"美尚生态景观股份有限公司"	"申万三级"	"园林工程"
"300355.SZ"	"蒙草生态"	"内蒙古和信园蒙草抗旱绿化股份有限公司"	"申万三级"	"园林工程"
"300197.SZ"	"铁汉生态"	"深圳市铁汉生态环境股份有限公司"	"申万三级"	"园林工程"
"002775.SZ"	"文科园林"	"深圳文科园林股份有限公司"	"申万三级"	"园林工程"
"002717.SZ"	"岭南股份"	"岭南生态文旅股份有限公司"	"申万三级"	"园林工程"
"002663.SZ"	"普邦股份"	"广州普邦园林股份有限公司"	"申万三级"	"园林工程"
"002431.SZ"	"棕榈股份"	"棕榈生态城镇发展股份有限公司"	"申万三级"	"园林工程"
"002310.SZ"	"东方园林"	"北京东方园林环境股份有限公司"	"申万三级"	"园林工程"
"002200.SZ"	"云投生态"	"云南云投生态环境科技股份有限公司"	"申万三级"	"园林工程"
"000010.SZ"	"美丽生态"	"深圳美丽生态股份有限公司"	"申万三级"	"园林工程"
"600970.SH"	"中材国际"	"中国中材国际工程股份有限公司"	"申万三级"	"国际工程承包"
"002051.SZ"	"中工国际"	"中工国际工程股份有限公司"	"申万三级"	"国际工程承包"
"000928.SZ"	"中钢国际"	"中钢国际工程技术股份有限公司"	"申万三级"	"国际工程承包"
"000065.SZ"	"北方国际"	"北方国际合作股份有限公司"	"申万三级"	"国际工程承包"
"600990.SH"	"四创电子"	"安徽四创电子股份有限公司"	"申万三级"	"地面兵装"
"600760.SH"	"中航沈飞"	"中航沈飞股份有限公司"	"申万三级"	"地面兵装"
"600562.SH"	"国睿科技"	"国睿科技股份有限公司"	"申万三级"	"地面兵装"
"600435.SH"	"北方导航"	"北方导航控制技术股份有限公司"	"申万三级"	"地面兵装"
"600184.SH"	"光电股份"	"北方光电股份有限公司"	"申万三级"	"地面兵装"
"600820.SH"	"隧道股份"	"上海隧道工程股份有限公司"	"申万三级"	"城轨建设"
"002062.SZ"	"宏润建设"	"宏润建设集团股份有限公司"	"申万三级"	"城轨建设"
"002588.SZ"	"史丹利"	"史丹利化肥股份有限公司"	"申万三级"	"复合肥"
"002539.SZ"	"云图控股"	"成都云图控股股份有限公司"	"申万三级"	"复合肥"
"002538.SZ"	"司尔特"	"安徽省司尔特肥业股份有限公司"	"申万三级"	"复合肥"
"002470.SZ"	"金正大"	"金正大生态工程集团股份有限公司"	"申万三级"	"复合肥"
"002274.SZ"	"华昌化工"	"江苏华昌化工股份有限公司"	"申万三级"	"复合肥"
"002170.SZ"	"芭田股份"	"深圳市芭田生态工程股份有限公司"	"申万三级"	"复合肥"
"000902.SZ"	"新洋丰"	"湖北新洋丰肥业股份有限公司"	"申万三级"	"复合肥"
"601010.SH"	"文峰股份"	"文峰大世界连锁发展股份有限公司"	"申万三级"	"多业态零售"
"600858.SH"	"银座股份"	"银座集团股份有限公司"	"申万三级"	"多业态零售"
"600838.SH"	"上海九百"	"上海市第九百货商店股份有限公司"	"申万三级"	"多业态零售"
"600827.SH"	"百联股份"	"上海百联集团股份有限公司"	"申万三级"	"多业态零售"
"600785.SH"	"新华百货"	"银川新华百货商业集团股份有限公司"	"申万三级"	"多业态零售"
"600778.SH"	"*ST友好"	"新疆友好(集团)股份有限公司"	"申万三级"	"多业态零售"
"600774.SH"	"汉商集团"	"武汉市汉商集团股份有限公司"	"申万三级"	"多业态零售"
"600729.SH"	"重庆百货"	"重庆百货大楼股份有限公司"	"申万三级"	"多业态零售"
"600697.SH"	"欧亚集团"	"长春欧亚集团股份有限公司"	"申万三级"	"多业态零售"
"600694.SH"	"大商股份"	"大商股份有限公司"	"申万三级"	"多业态零售"
"600515.SH"	"海航基础"	"海南海航基础设施投资集团股份有限公司"	"申万三级"	"多业态零售"
"600327.SH"	"大东方"	"无锡商业大厦大东方股份有限公司"	"申万三级"	"多业态零售"
"300413.SZ"	"快乐购"	"快乐购物股份有限公司"	"申万三级"	"多业态零售"
"002419.SZ"	"天虹股份"	"天虹商场股份有限公司"	"申万三级"	"多业态零售"
"000785.SZ"	"武汉中商"	"武汉中商集团股份有限公司"	"申万三级"	"多业态零售"
"000501.SZ"	"鄂武商A"	"武汉武商集团股份有限公司"	"申万三级"	"多业态零售"
"000419.SZ"	"通程控股"	"长沙通程控股股份有限公司"	"申万三级"	"多业态零售"
"000417.SZ"	"合肥百货"	"合肥百货大楼集团股份有限公司"	"申万三级"	"多业态零售"
"000416.SZ"	"民生控股"	"民生控股股份有限公司"	"申万三级"	"多业态零售"
"600816.SH"	"安信信托"	"安信信托股份有限公司"	"申万三级"	"多元金融"
"600783.SH"	"鲁信创投"	"鲁信创业投资集团股份有限公司"	"申万三级"	"多元金融"
"600747.SH"	"*ST大控"	"大连大显控股股份有限公司"	"申万三级"	"多元金融"
"600705.SH"	"中航资本"	"中航资本控股股份有限公司"	"申万三级"	"多元金融"
"600643.SH"	"爱建集团"	"上海爱建集团股份有限公司"	"申万三级"	"多元金融"
"600635.SH"	"大众公用"	"上海大众公用事业(集团)股份有限公司"	"申万三级"	"多元金融"
"000666.SZ"	"经纬纺机"	"经纬纺织机械股份有限公司"	"申万三级"	"多元金融"
"000563.SZ"	"陕国投A"	"陕西省国际信托股份有限公司"	"申万三级"	"多元金融"
"000415.SZ"	"渤海金控"	"渤海金控投资股份有限公司"	"申万三级"	"多元金融"
"603300.SH"	"华铁科技"	"浙江华铁建筑安全科技股份有限公司"	"申万三级"	"多元金融"
"600830.SH"	"香溢融通"	"香溢融通控股集团股份有限公司"	"申万三级"	"多元金融"
"603808.SH"	"歌力思"	"深圳歌力思服饰股份有限公司"	"申万三级"	"女装"
