股票代码;公司简称;公司全称;公司英文名称;成立日期;所属地域;曾用名;法定代表人;独立董事;会计师事务所;证券事务代表;咨询服务机构;所属概念;所属行业
600824;益民集团;上海益民商业集团股份有限公司;Shanghai Yimin Commerce Group Co., Ltd.;1993-12-10;上海;益民百货、G益民、益民百货、益民商业;杨传华;Lei Zhu、曲颂、杨淑娥;立信会计师事务所（特殊普通合伙）;骆宝树;;创投概念、黄金概念、沪股通;百货零售
600825;新华传媒;上海新华传媒股份有限公司;Shanghai Xinhua Media Co., Ltd.;1992-11-11;上海;时装股份、华联超市、S华联;陈启伟;盛雷鸣、林利军、王悦;立信会计师事务所（特殊普通合伙）;赵忠森;;文化振兴、沪股通;专业零售
600826;兰生股份;上海兰生股份有限公司;Shanghai Lansheng Corporation;1993-12-22;上海;兰生股份、G兰生;王强;单喆慜、周天平、张兆林;上会会计师事务所(特殊普通合伙);张荣健;;沪股通;综合供应商
600827;百联股份;上海百联集团股份有限公司;Shanghai Bailian Group Co., Ltd.;1993-11-26;上海;友谊华侨、友谊股份、G友谊、友谊股份;叶永明;朱健敏、陈信康、刘大力;安永华明会计师事务所(特殊普通合伙);尹敏;;含B股、O2O模式、新零售、沪股通;百货零售
600828;茂业商业;茂业商业股份有限公司;MAOYE COMMERCIAL CO., LTD.;1993-12-31;四川;成都商城、成商集团、G成商、成商集团、*ST成商、成商集团;高宏彪;陈蔚、唐国琼、廖南钢;瑞华会计师事务所(特殊普通合伙);谢庆;;成渝特区、沪股通;百货零售
600829;人民同泰;哈药集团人民同泰医药股份有限公司;HPGC  Renmintongtai  Pharmaceutical  Corporation;1994-02-19;黑龙江;哈天鹅、天鹅股份、三精制药、S三精、三精制药;张镇平;鞠宏毅、彭彦敏、王锦霞;致同会计师事务所(特殊普通合伙);王磊;;沪股通;药品零售
600830;香溢融通;香溢融通控股集团股份有限公司;Sunny Loan Top Co., Ltd.;1992-11-17;浙江;甬城隍庙、大红鹰、S大红鹰、大红鹰;潘昵琥;王进、章冬云、尹丽萍;中汇会计师事务所(特殊普通合伙);--;;金融改革、沪股通;不动产投资开发
600831;广电网络;陕西广电网络传媒(集团)股份有限公司;Shaanxi Broadcast and TV Network Intermediary (Group) Co., Ltd.;1992-08-18;陕西;西安黄河、黄河科技、ST黄河科、广电网络、G广电;晏兆祥;聂丽洁、郝士锋、员玉玲;希格玛会计师事务所(特殊普通合伙);李立;;创投概念、三网融合、文化振兴、沪股通;广播与娱乐
600833;第一医药;上海第一医药股份有限公司;Shanghai No.1 Pharmacy Co., Ltd.;1992-09-23;上海;商业网点、ST网点、PT网点、商业网点、第一医药、G一医;徐子瑛;朱洪超、江宪、刘涛;立信会计师事务所（特殊普通合伙）;陈岚;;沪股通;药品零售
600834;申通地铁;上海申通地铁股份有限公司;Shanghai Shentong Metro Co., Ltd.;1992-06-12;上海;凌桥股份、申通地铁、G申地铁;俞光耀;李柏龄、吕红兵、杨国平;上会会计师事务所(特殊普通合伙);朱颖;金茂律师事务所;--;运输服务
600835;上海机电;上海机电股份有限公司;Shanghai Mechanical and Electrical Industry Co., Ltd.;1994-02-24;上海;上菱电器、上海电气、上海机电、G机电;陈嘉明;郑肇芳、张纯、余颖;安永华明会计师事务所(特殊普通合伙);邢晖华;;含B股、生物质能、沪股通;工业机械
600836;界龙实业;上海界龙实业集团股份有限公司;Shanghai Jielong Industry Group Corporation Limited;1994-01-05;上海;界龙实业、G界龙;费屹立;刘涛、张晖明、蒋春;立信会计师事务所(特殊普通合伙);樊正官;;--;商业辅助服务
600837;海通证券;海通证券股份有限公司;Haitong Securities Company Ltd.;1993-02-02;上海;农垦商社、ST农商社、PT农商社、都市股份、G都市、都市股份;周杰;肖遂宁、刘志敏、林家礼、张鸣、冯仑;立信会计师事务所(特殊普通合伙);孙涛;;含H股、沪股通;投资服务
600838;上海九百;上海市第九百货商店股份有限公司;Shanghai Join Buy Co., Ltd.;1993-12-21;上海;第九百货、上海九百、G九百;许骍;竹民、汪龙生、谢荣兴;立信会计师事务所有限公司;姚云;;--;百货零售
600839;四川长虹;四川长虹电器股份有限公司;Sichuan Changhong Electric Co., Ltd.;1993-04-08;四川;四川长虹、G长虹;赵勇;李东红、周静、马力;信永中和会计师事务所(特殊普通合伙);周荣卫;;成渝特区、军民融合、新三板、沪股通;消费电子产品
600841;上柴股份;上海柴油机股份有限公司;Shanghai Diesel Engine Company Limited;1993-12-27;上海;上柴股份、G上柴;蓝青松;孙勇、楼狄明、罗建荣;安永华明会计师事务所(特殊普通合伙);张江;;含B股;商用运载工具与车辆
600843;上工申贝;上工申贝(集团)股份有限公司;Shang Gong Group Co., Ltd.;1993-12-16;上海;工缝股份、上工股份、上工申贝、G上工;张敏;芮萌、陈臻、奚立峰;立信会计师事务所(特殊普通合伙)  浩华国际会计师事务所;沈立杰;震旦律师事务所;含B股;工业机械
600844;丹化科技;丹化化工科技股份有限公司;Danhua Chemical Technology Co., Ltd.;1994-02-17;上海;英雄股份、大盈股份、*ST大盈、ST大盈、SST大盈、ST大盈、ST丹科、丹化科技、*ST丹科;王斌;张徐宁、郑万青、许年行;中兴华会计师事务所(特殊普通合伙);蒋照新、姜迎芝;;含B股;通用化工品
600845;宝信软件;上海宝信软件股份有限公司;Shanghai Baosight Software Co., Ltd.;1994-08-15;上海;钢管股份、上海钢管、ST钢管、PT钢管、PT宝信、宝信软件、G宝信;夏雪松;薛云奎、吴斌、王旭、王丛;瑞华会计师事务所(特殊普通合伙);彭彦杰;竞天公诚律师事务所;含B股、物联网、云计算、智能交通、沪股通;软件
600846;同济科技;上海同济科技实业股份有限公司;Shanghai Tongji Science and Technology Tndustrial Co., Ltd.;1993-12-15;上海;同济科技、G同科;丁洁民;张驰、孙益功、储一昀;众华会计师事务所(特殊普通合伙);史亚平;;沪股通;建筑施工
600847;万里股份;重庆万里新能源股份有限公司;Chongqing Wanli New Energy Co., Ltd.;1992-07-18;重庆;万里电池、ST渝万里、万里电池、ST渝万里、*ST万里、ST渝万里、GST万里、ST渝万里、万里股份、*ST万里;刘悉承;任岳、文敏、于今;天健会计师事务所(特殊普通合伙);田翔宇;;成渝特区、网贷概念;电子电气组件与设备
600848;上海临港;上海临港控股股份有限公司;Shanghai Lingang Holdings Corporation Limited;1993-12-20;上海;自仪股份、ST自仪、SST自仪、ST自仪、自仪股份;袁国华;芮明杰、张天西、伍爱群;德勤华永会计师事务所(特殊普通合伙);谢忠铭;;低碳经济、含B股、核电核能、重组概念;不动产投资开发
600850;华东电脑;上海华东电脑股份有限公司;Shanghai East-China Computer Co., Ltd.;1993-09-13;上海;华东电脑、G华电脑;游小明;罗珉、李德毅、钱志昂;中审众环会计师事务所(特殊普通合伙);缪抒雅;;国防军工、军工航天、云计算、沪股通;计算机服务
600851;海欣股份;上海海欣集团股份有限公司;Shanghai Haixin Group Co., Ltd.;1994-01-20;上海;海欣股份、G海欣;孟文波;周兰、祝兆松、王红艳;众华会计师事务所(特殊普通合伙);潘荣辉;;含B股、金融改革、免疫治疗、生物疫苗;制药
600853;龙建股份;龙建路桥股份有限公司;Longjian Road and Bridge Co., Ltd.;1993-11-08;黑龙江;北满特钢、ST北特钢、ST龙建、龙建股份、S龙建;尚云龙;姜建平、张志国、丁波、王涌;中审众环会计师事务所(特殊普通合伙);许晓艳;;--;建筑施工
600854;春兰股份;江苏春兰制冷设备股份有限公司;Jiangsu Chunlan Refrigerating Equipment Stock Co., Ltd.;1988-12-03;江苏;春兰股份、G春兰、春兰股份、*ST春兰、NST春兰、ST春兰;沈华平;王荣朝、谢竹云、滕晓梅;江苏苏亚金诚会计师事务所(特殊普通合伙);张宁;;锂电池;耐用消费品
600855;航天长峰;北京航天长峰股份有限公司;Beijing Aerospace Changfeng Co., Ltd.;1986-01-07;北京;北旅汽车、ST北旅、PT北旅、航天长峰、G长峰;史燕中;宗文龙、岳成、方滨兴;瑞华会计师事务所(特殊普通合伙);童伟;;安防服务、国防军工、军工航天、军民融合、物联网;计算机硬件
600856;中天能源;长春中天能源股份有限公司;Changchun  Sinoenergy  Corporation;1988-07-19;吉林;长春百货、长百集团、G长百、长百集团;邓天洲;陈宋生、李光明、贾晓钧;大信会计师事务所(特殊普通合伙);赵美含;;图们江;燃气供应
600857;宁波中百;宁波中百股份有限公司;NINGBO ZHONGBAI CO., LTD.;1992-12-31;浙江;宁波中百、首创科技、工大首创、G工大、工大首创;应飞军;周国华、王年成、赵秀芳;立信会计师事务所(特殊普通合伙);--;;--;百货零售
600858;银座股份;银座集团股份有限公司;Silver Plaza Group Co., Ltd.;1993-03-01;山东;山东渤海、渤海集团、ST渤海、*ST渤海、ST渤海、银座股份、G银座;王志盛;周利国、邓兰松;中天运会计师事务所(特殊普通合伙);杨松;;沪股通;百货零售
600859;王府井;王府井集团股份有限公司;Wangfujing Group Co., Ltd.;1993-04-28;北京;王府井、S王府井;刘毅;董安生、权忠光、龙涛、杜家滨;信永中和会计师事务所有限责任公司;连慧青;;O2O模式、新零售、重组概念、沪股通;百货零售
600860;京城股份;北京京城机电股份有限公司;Beijing Jingcheng Machinery Electric Company Limited;1993-07-13;北京;北人股份、G北人、北人股份、*ST北人、ST北人、北人股份、京城股份、*ST京城、京城股份、*ST京城;王军;--;信永中和会计师事务所(特殊普通合伙);陈健;北京市康达律师事务所及境外:胡关李罗律师;含H股;工业机械
600861;北京城乡;北京城乡商业(集团)股份有限公司;Beijing Urban-rural Commercial (Group) Co., Ltd.;1992-01-18;北京;北京城乡、G京城乡;王禄征;祖国丹、邰武淳、刘友庆;致同会计师事务所(特殊普通合伙);--;;--;百货零售
600862;中航高科;中航航空高科技股份有限公司;Avic Aviation High-Technology Co., Ltd.;1989-08-30;江苏;南通机床、ST通机、南通机床、纵横国际、ST纵横、*ST纵横、ST纵横、SST纵横、SST通科、S*ST通科、*ST通科、南通科技;李志强;王立平、王怀兵、潘立新;瑞华会计师事务所(特殊普通合伙);丁凯;;保障房、创投概念、国防军工、军工航天;航空航天
600863;内蒙华电;内蒙古蒙电华能热电股份有限公司;Inner Mongolia Mengdian Huaneng Thermal Power Corporation Limited;1994-05-12;内蒙古;内蒙华电、G蒙电;李向良;赵可夫、宋建中、陆珺、颉茂华;北京中证天通会计师事务所有限公司;任建华;;低碳经济、沪股通;电力（IV）
600864;哈投股份;哈尔滨哈投投资股份有限公司;Harbin Hatou Investment Co., Ltd.;1994-08-12;黑龙江;哈岁宝、岁宝热电、ST岁宝、岁宝热电、G岁宝、岁宝热电;赵洪波;韩红、李延喜、高建国;大华会计师事务所(特殊普通合伙);陈曦;;重组概念、沪股通;电力（IV）
600865;百大集团;百大集团股份有限公司;Baida Group Co., Ltd.;1992-09-30;浙江;杭百集团、百大集团、S百大;陈夏鑫;严建苗、马骏、赵敏;天健会计师事务所(特殊普通合伙);方颖;;--;百货零售
600866;星湖科技;广东肇庆星湖生物科技股份有限公司;Starlake Bioscience Co.,Inc. Zhaoqing Guangdong;1992-04-18;广东;广东星湖、星湖股份、星湖科技、G星湖、星湖科技、*ST星湖;陈武;徐勇、赵谋明、王艳;大华会计师事务所(特殊普通合伙);刘欣欣;;ST板块;食品生产（IV）
600867;通化东宝;通化东宝药业股份有限公司;Tonghua Dongbao Pharmaceutical Co., Ltd.;1992-12-28;吉林;通化东宝、G东宝;李一奎;安亚人、施维、王彦明;中准会计师事务所(特殊普通合伙);谷丽萍;;沪股通;制药
600868;梅雁吉祥;广东梅雁吉祥水电股份有限公司;Guangdong Meiyan Jixiang Hydropower Co. Ltd.;1993-01-01;广东;广东梅雁、梅雁股份、G梅雁、梅雁水电、*ST梅雁、ST梅雁、梅雁水电;温增勇;张继德;广东正中珠江会计师事务所(特殊普通合伙);夏洁;;涉矿概念、新三板;电力（IV）
600869;智慧能源;远东智慧能源股份有限公司;Far East Smarter Energy Co.,Ltd;1995-01-25;青海;青海三普、三普药业、*ST三普、三普药业、G三普、三普药业、远东电缆;蒋承志;蔡建、武建东、杨朝军;江苏公证天业会计师事务所(特殊普通合伙);安松威;;军民融合、锂电池、碳纤维、新三板、沪股通;电子电气组件与设备
600870;*ST厦华;厦门华侨电子股份有限公司;Xiamen Overseas Chinese Electronic Co., Ltd.;1995-01-28;福建;厦华电子、ST厦华、厦华电子、G厦华、厦华电子、*ST厦华、NST厦华、ST厦华、厦华电子、*ST厦华、厦华电子;王春芳;黄健雄、李成、屈中标;福建华兴会计师事务所(特殊普通合伙);--;;摘帽概念;消费电子产品
600871;*ST油服;中石化石油工程技术服务股份有限公司;Sinopec Oilfield Service Corporation;1993-12-31;北京;仪征化纤、S仪化、仪征化纤、*ST仪化、石化油服;焦方正;--;毕马威华振会计师事务所(特殊普通合伙);沈泽宏;;含H股、可燃冰;通用化工品
600872;中炬高新;中炬高新技术实业（集团）股份有限公司;Jonjee Hi-tech Industrial and Commercial Holding Co., Ltd.;1993-01-16;广东;中山火炬、中炬高新、G中炬;熊炜;钱逢胜、王晋斌、陈燕维;天职国际会计师事务所(特殊普通合伙);郭毅航;;金融改革、锂电池、新三板、沪股通;食品生产（IV）
600873;梅花生物;梅花生物科技集团股份有限公司;Meihua Holdings Group Co., Ltd.;1995-02-09;西藏;西藏明珠、ST藏明珠、*ST明珠、五洲明珠、G五洲、五洲明珠、梅花集团;王爱军;罗青华、郭春明;大华会计师事务所(特殊普通合伙);--;;沪股通;食品生产（IV）
600874;创业环保;天津创业环保集团股份有限公司;Tianjin Capital Environmental Protection Group Co., Ltd.;1993-06-08;天津;渤海化工、ST渤化、ST创业、创业环保、G创业;刘玉军;--;普华永道中天会计师事务所有限公司;郭凤先;;含H股、沪股通、京津冀;水务
600875;东方电气;东方电气股份有限公司;Dongfang Electric Corporation Limited;1993-12-28;四川;东方电机、G东电、东方电机;邹磊;--;信永中和会计师事务所(特殊普通合伙);黄勇;;成渝特区、低碳经济、核电核能、含H股、沪股通;工业机械
600876;洛阳玻璃;洛阳玻璃股份有限公司;Luoyang Glass Co., Ltd.;1994-04-06;河南;洛阳玻璃、ST洛玻、洛阳玻璃、*ST洛玻、洛阳玻璃、G洛玻、洛阳玻璃、*ST洛玻、ST洛玻;张冲;--;大信会计师事务所(特殊普通合伙);赵志明;河南亚太人律师事务所香港法律顾问:李伟斌律师行;保障房、含H股、沪股通;建材与构件
600877;ST嘉陵;中国嘉陵工业股份有限公司;China Jialing Industrial Co., Ltd. (Group);1987-11-14;重庆;中国嘉陵、G嘉陵、中国嘉陵、*ST嘉陵、中国嘉陵、*ST嘉陵;李华光;肖小虹、王彭果、马赟;大信会计师事务所(特殊普通合伙);范超群;;成渝特区、国防军工、军工航天、军民融合;汽车
