300504;天邑股份;四川天邑康和通信股份有限公司;Sichuan Tianyi Comheart Telecom Co., Ltd.;2001-01-15;四川;--;李俊画;徐正松、王晓明、邱昆;中汇会计师事务所(特殊普通合伙);--;北京市金杜律师事务所;--;通讯设备
300596;利安隆;天津利安隆新材料股份有限公司;Rianlon Corporation;2003-08-08;天津;--;李海平;刘治海、赵康、郭宪明;瑞华会计师事务所(特殊普通合伙);--;北京市中伦律师事务所;--;特种化工品
300624;万兴科技;万兴科技股份有限公司;Wondershare Technology Co., Ltd.;2003-09-28;西藏;--;吴太兵;邓爱国、黄反之、陈琦胜;大华会计师事务所(特殊普通合伙);--;北京国枫律师事务所;--;软件
300634;彩讯股份;彩讯科技股份有限公司;Richinfo Technology Co., Ltd.;2004-01-06;广东;--;白琳;俞伟峰、秦致、王志成;立信会计师事务所(特殊普通合伙);--;北京市君合律师事务所;--;计算机服务
300644;南京聚隆;南京聚隆科技股份有限公司;Nanjing Julong Science and Technology Co., Ltd.;1999-04-27;江苏;--;刘曙阳;郑垲、王兵、车捷;天衡会计师事务所(特殊普通合伙);--;江苏世纪同仁律师事务所;--;特种化工品
300660;江苏雷利;江苏雷利电机股份有限公司;Jiangsu Leili Motor Corporation Limited;2006-04-29;江苏;--;苏建国;周旭东、徐岳珠、蔡桂如;江苏公证天业会计师事务所(特殊普通合伙);潘俊闵;北京市中伦律师事务所;--;电子与电气设备
300664;鹏鹞环保;鹏鹞环保股份有限公司;Pengyao Environmental Protection Co., Ltd.;1997-07-15;江苏;--;王洪春;朱和平、林琳、金章罗;中天运会计师事务所（特殊普通合伙）;--;上海市锦天城律师事务所;--;水务
300684;中石科技;北京中石伟业科技股份有限公司;Jones Tech Plc;1997-04-10;北京;--;吴晓宁;王爱群、阮毅、孟鸿;天职国际会计师事务所(特殊普通合伙);--;北京国枫律师事务所;--;通用化工品
300719;安达维尔;北京安达维尔科技股份有限公司;Beijing Andawell Science and Technology Co., Ltd.;2001-12-03;北京;--;赵子安;陈武朝、徐阳光、樊尚春;信永中和会计师事务所(特殊普通合伙);--;北京观韬中茂律师事务所;--;航空航天
300721;怡达化学;江苏怡达化学股份有限公司;Jiangsu Yida Chemical Co., Ltd.;1996-06-20;江苏;--;刘准;徐雪峰、刘斌、赵伟建;天衡会计师事务所（特殊普通合伙）;--;北京国枫律师事务所;--;特种化工品
300722;新余国科;江西新余国科科技股份有限公司;Jiangxi Xinyu Guoke Technology Co., Ltd.;2008-05-05;江西;--;金卫平;郑云瑞、黄寅生、朱星文;华普天健会计师事务所(特殊普通合伙);陈花;上海市锦天城律师事务所;--;电子电气组件与设备
300723;一品红;一品红药业股份有限公司;Yipinhong Pharmaceutical Co., Ltd.;2002-02-04;广东;--;李捍雄;白华、蒋晟;广东正中珠江会计师事务所(特殊普通合伙);--;北京市中伦律师事务所;--;制药
300725;药石科技;南京药石科技股份有限公司;PharmaBlock Sciences (Nanjing) , Inc.;2006-12-26;江苏;--;杨民民;柳红、吴震东、曾咏梅;中天运会计师事务所(特殊普通合伙);--;北京国枫律师事务所;--;特种化工品
300726;宏达电子;株洲宏达电子股份有限公司;Zhuzhou Hongda Electronics Corp., Ltd.;1993-11-18;湖南;--;钟若农;欧阳祖友、徐友龙、高成;众华会计师事务所(特殊普通合伙);--;北京金杜（成都）律师事务所;--;电子电气组件与设备
300727;润禾材料;宁波润禾高新材料科技股份有限公司;Ningbo Runhe High-Tech Materials Co., Ltd.;2000-12-06;浙江;--;叶剑平;周亚娜、郑曙光、杨晓勇;华普天健会计师事务所(特殊普通合伙);--;北京市中伦律师事务所;--;特种化工品
300729;乐歌股份;乐歌人体工学科技股份有限公司;Loctek Ergonomic Technology Corp.;2002-03-26;浙江;--;项乐宏;徐强国、武亚军、梁上上、易颜新;立信会计师事务所(特殊普通合伙);--;国浩律师(上海)事务所;--;家具
300730;科创信息;湖南科创信息技术股份有限公司;Hunan Creator Information Technologies Co., Ltd.;1998-01-13;湖南;--;费耀平;刘定华、李新首、饶卫雄;天职国际会计师事务所(特殊普通合伙);--;湖南启元律师事务所;--;软件
300731;科创新源;深圳科创新源新材料股份有限公司;Shenzhen Cotran New Material Co., Ltd.;2008-01-10;广东;--;周东;陈莉、钟宇、孔涛;瑞华会计师事务所(特殊普通合伙);--;广东君言律师事务所;--;通用化工品
300732;设研院;河南省交通规划设计研究院股份有限公司;Henan Provincial Communications Planning and Design Institute Co., Ltd.;2007-08-22;河南;--;常兴文;吴跃平、韩新宽、石文伟;瑞华会计师事务所（特殊普通合伙）;王石朋;北京市金杜律师事务所;--;工业工程
300733;西菱动力;成都西菱动力科技股份有限公司;Chengdu Xiling Power Science and Technology Incorporated Company;1999-09-30;四川;--;魏晓林;刘阳、贾男、李大福;信永中和会计师事务所(特殊普通合伙);--;北京德恒律师事务所;--;汽车零配件（IV）
300736;百华悦邦;北京百华悦邦科技股份有限公司;Bybon Group Company Limited;2007-11-26;北京;--;刘铁峰;陈爱珍、周海涛、庞军;普华永道中天会计师事务所（特殊普通合伙）;--;北京市康达律师事务所;--;通讯设备
300737;科顺股份;科顺防水科技股份有限公司;Keshun Waterproof Technologies Co., Ltd.;1996-10-10;广东;--;陈伟忠;郭磊明、孙蔓莉、瞿培华、朱冬青;天健会计师事务所（特殊普通合伙）;李文东;北京市中伦律师事务所;--;建材与构件
300738;奥飞数据;广东奥飞数据科技股份有限公司;Guangdong Aofei Data Technology Co., Ltd.;2004-09-28;广东;--;冯康;李进一、罗翼、陈敏;广东正中珠江会计师事务所(特殊普通合伙);--;北京大成律师事务所;--;移动通信服务
300739;明阳电路;深圳明阳电路科技股份有限公司;Sunshine Global Circuits Co., Ltd.;2001-07-31;广东;--;张佩珂;王贵升、南洁、陈世杰;立信会计师事务所(特殊普通合伙);--;北京德恒律师事务所;--;电子电气组件与设备
300740;御家汇;御家汇股份有限公司;Yujiahui Co., Ltd.;2012-11-01;湖南;--;戴跃锋;杜晶、陈爱文、胡硕;天职国际会计师事务所(特殊普通合伙);--;湖南启元律师事务所;--;特种化工品
300741;华宝股份;华宝香精股份有限公司;Huabao Flavours and Fragrances Co., Ltd.;1996-06-27;西藏;--;夏利群;余应敏、符启林、章焰生;普华永道中天会计师事务所（特殊普通合伙）;黄星星;北京市中伦律师事务所;--;特种化工品
300742;越博动力;南京越博动力系统股份有限公司;Nanjng YueBoo Power System Co., Ltd.;2012-04-19;江苏;--;李占江;袁敏、晏一平、侯福深;致同会计师事务所(特殊普通合伙);--;国浩律师(上海)事务所;--;汽车零配件（IV）
300743;天地数码;杭州天地数码科技股份有限公司;Hangzhou Todaytec Digital Co., Ltd.;2002-04-27;浙江;--;韩琼;苏宏业、翁晓斌、傅颀;天健会计师事务所(特殊普通合伙);--;上海市锦天城律师事务所;--;电子电气组件与设备
300745;欣锐科技;深圳欣锐科技股份有限公司;Shinry Technologies Co., Ltd.;2005-01-11;广东;--;吴壬华;温旭辉、吴青、武丽波;天职国际会计师事务所(特殊普通合伙);--;广东信达律师事务所;--;汽车零配件（IV）
600025;华能水电;华能澜沧江水电股份有限公司;Huaneng Lancang River Hydropower Inc.;2001-02-08;云南;--;袁湘华;朱锦余、杨先明、郑冬渝、毛付根、段万春;中天运会计师事务所(特殊普通合伙);孙文伟;北京市海问律师事务所;--;电力（IV）
600138;中青旅;中青旅控股股份有限公司;China CYTS Tours Holding Co., Ltd.;1997-11-25;北京;中青旅、青旅控股、中青旅、G中青旅;康国明;周奇凤、黄建华、翟进步、李东辉;大信会计师事务有限公司;李岚;;新零售、沪股通;旅游业
600399;抚顺特钢;抚顺特殊钢股份有限公司;Fushun Special Steel Co., Ltd.;1999-06-07;辽宁;抚顺特钢、G抚钢;孙启;邵万军、刘彦文、张悦、伊成贵、武春友;中准会计师事务所有限公司(特殊普通合伙);赵越;德恒(北京)律师事务所;国防军工、军工航天;钢铁
600610;中毅达;上海中毅达股份有限公司;Shanghai Zhongyida Co., Ltd.;1992-06-22;上海;中纺机、ST中纺机、中国纺机、S中纺机、S*ST中纺、SST中纺、S中纺机、S*ST中纺、*ST中纺、*ST中毅;党悦栋;刘名旭、张伟、杨世锋、李宝江;众华会计师事务所(特殊普通合伙);--;;含B股;建筑施工
600901;江苏租赁;江苏金融租赁股份有限公司;Jiangsu Financial Leasing Co., Ltd.;1988-04-23;江苏;--;熊先根;裴平、颜延、孙传绪、王明朗;普华永道中天会计师事务所（特殊普通合伙）;张永飞;江苏世纪同仁律师事务所;--;其它金融服务
600903;贵州燃气;贵州燃气集团股份有限公司;Guizhou Gas Group Corporation Ltd.;2003-12-31;贵州;--;洪鸣;原红旗、曹建新、李庆;立信会计师事务所(特殊普通合伙);--;北京市金杜律师事务所;--;燃气、水与综合
600929;湖南盐业;湖南盐业股份有限公司;Hunan Salt Industry Co., Ltd.;2011-12-16;湖南;--;冯传良;罗玉成、杨平波、李斌;天职国际会计师事务所(特殊普通合伙);沈红燕;湖南启元律师事务所;--;食品生产（III）
600933;爱柯迪;爱柯迪股份有限公司;IKD Co., Ltd.;2003-12-08;浙江;--;张建成;罗国芳、陈农、许为民;瑞华会计师事务所(特殊普通合伙);--;通力律师事务所;--;汽车与零配件（II）
601019;山东出版;山东出版传媒股份有限公司;Shandong Publishing and Media Co., Ltd.;2011-12-28;山东;--;张志华;徐向艺、胡元木、刘燕;瑞华会计师事务所(特殊普通合伙);--;北京德和衡律师事务所;--;出版业
601828;美凯龙;红星美凯龙家居集团股份有限公司;Red Star Macalline Group Corporation Ltd.;2007-06-18;上海;--;车建兴;DingYuan、LEE，Kwan Hung、钱世政、李振宁;德勤华永会计师事务所(特殊普通合伙);--;通力律师事务所;--;商业辅助服务
601838;成都银行;成都银行股份有限公司;Bank of Chengdu Co., Ltd.;1997-05-08;四川;--;李捷;樊斌、宋朝学、甘犁、邵赤平、梁建熙;安永华明会计师事务所(特殊普通合伙);杨修荣;北京市金杜律师事务所;--;金融服务业
603013;亚普股份;亚普汽车部件股份有限公司;YAPP Automotive Systems Co., Ltd.;2002-04-09;江苏;--;郝建;李元旭、周芬、朱永锐;大信会计师事务所(特殊普通合伙);--;北京天达共和律师事务所;--;汽车
603045;福达合金;福达合金材料股份有限公司;Fuda Alloy Materials Co., Ltd.;1999-04-05;浙江;--;王达武;张洁、文冬梅、黄品旭;中天运会计师事务所(特殊普通合伙);--;浙江天册律师事务所;--;电子与电气设备
603056;德邦股份;德邦物流股份有限公司;Deppon Logistics Co., Ltd.;2009-08-06;上海;--;崔维星;毛付根、郭振忠、倪玮;致同会计师事务所(特殊普通合伙);--;北京德恒律师事务所;--;运输服务
603059;倍加洁;倍加洁集团股份有限公司;Perfect Group Corp., Ltd.;1997-01-07;江苏;--;张文生;胡鸿高、贾丽娜、杨东涛;立信会计师事务所(特殊普通合伙);--;国浩律师(上海)事务所;--;非耐用消费品
603076;乐惠国际;宁波乐惠国际工程装备股份有限公司;Ningbo Lehui International Engineering Equipment Co., Ltd.;1998-09-15;浙江;--;黄粤宁;蔡娥娥、蔡锋、陆建忠;众华会计师事务所(特殊普通合伙);--;国浩律师(上海)事务所;--;酿酒业
603080;新疆火炬;新疆火炬燃气股份有限公司;Xinjiang Torch Gas Co., Ltd.;2003-04-23;新疆;--;陈志龙;刘刚、陶凤丽、刘宝纲、张兴林;华普天健会计师事务所(特殊普通合伙);--;北京市浩天信和律师事务所;--;燃气、水与综合
603083;剑桥科技;上海剑桥科技股份有限公司;CIG Shanghai Co., Ltd.;--;;--;;姚铮、吕洪仁、褚君浩、任远;;--;;--;电子设备
603156;养元饮品;河北养元智汇饮品股份有限公司;Hebei Yangyuan ZhiHui Beverage Co., Ltd.;1997-09-24;河北;--;姚奎章;朱辉、霍军生、马爱进;致同会计师事务所(特殊普通合伙);--;北京市康达律师事务所;--;饮料
603161;科华控股;科华控股股份有限公司;;--;;--;;任永平、李备战、刘榕;;--;;--;汽车零配件（IV）
603214;爱婴室;上海爱婴室商务服务股份有限公司;Shanghai Aiyingshi Co., Ltd.;2005-08-22;上海;--;施琼;郑晓东、龚康康、刘鸿亮;安永华明会计师事务所（特殊普通合伙）;--;北京市时代九和律师事务所;--;专业零售
603259;药明康德;无锡药明康德新药开发股份有限公司;WuXi AppTec Co., Ltd.;2000-12-01;江苏;--;Ge Li;娄贺统、张晓彤、Jiangnan Cai、刘艳;德勤华永会计师事务所(特殊普通合伙);--;上海市方达律师事务所;--;化工品（II）
603278;大业股份;山东大业股份有限公司;Shandong Daye Co., Ltd.;2003-11-24;山东;--;窦勇;张洪民、杨健、张焕平;中兴华会计师事务所(特殊普通合伙);--;北京德和衡律师事务所;--;工业金属
603283;赛腾股份;苏州赛腾精密电子股份有限公司;Suzhou Secote Precision Electronic Co., Ltd.;2007-06-19;江苏;--;孙丰;方世南、周纯杰、权小锋;众华会计师事务所(特殊普通合伙);--;国浩律师(上海)事务所;--;电子与电气设备
603329;上海雅仕;上海雅仕投资发展股份有限公司;Shanghai ACE Investment and Development Co., Ltd.;2003-05-22;上海;--;孙望平;袁树民、张军、陈鹤岚;立信会计师事务所(特殊普通合伙);马晓伟;上海市锦天城律师事务所;--;运输服务
603356;华菱精工;宣城市华菱精工科技股份有限公司;Xuancheng Valin Precision Technology Co., Ltd.;2005-09-07;安徽;--;黄业华;孙燕红、陈凯、陈凤旺;信永中和会计师事务所(特殊普通合伙);--;北京国枫律师事务所;--;电子与电气设备
603365;水星家纺;上海水星家用纺织品股份有限公司;Shanghai Shuixing Home Textile Co., Ltd.;2000-12-07;上海;--;李裕陆;潘敏、张佩华、孙霈;立信会计师事务所(特殊普通合伙);--;上海市锦天城律师事务所;--;服装与服饰
603477;振静股份;四川振静股份有限公司;Sichuan Zhenjing Corporation Limited;2013-12-24;四川;--;贺正刚;代惠敏、曹光、史文涛;瑞华会计师事务所(特殊普通合伙);--;北京国枫律师事务所;--;鞋类
603506;南都物业;南都物业服务股份有限公司;Nacity Property Service Co., Ltd.;1994-04-13;浙江;--;韩芳;张法荣、黄瑜、蔡黛燕;天健会计师事务所(特殊普通合伙);郑琪;浙江天册律师事务所;--;辅助服务
603516;淳中科技;北京淳中科技股份有限公司;Beijing Tricolor Technology Co., Ltd.;2011-05-16;北京;--;何仕达;何青、赵仲杰、邢国光;立信会计师事务所(特殊普通合伙);--;北京市金杜律师事务所;国防军工;电子与电气设备
603596;伯特利;芜湖伯特利汽车安全系统股份有限公司;Bethel Automotive Safety Systems Co., Ltd.;2004-06-25;安徽;--;袁永彬;周逢满、骆美化、王秉刚;华普天健会计师事务所(特殊普通合伙);--;北京懋德律师事务所;--;汽车与零配件（II）
603605;珀莱雅;珀莱雅化妆品股份有限公司;Proya Cosmetics Co., Ltd.;2006-05-24;浙江;--;侯军呈;陈彦、楚修齐;天健会计师事务所(特殊普通合伙);--;国浩律师(杭州)事务所;--;化工品（II）
603619;中曼石油;中曼石油天然气集团股份有限公司;Zhongman Petroleum and Natural Gas Group Corp., Ltd.;2003-06-13;上海;--;李春第;张维宾、韩长印、李培廉;立信会计师事务所(特殊普通合伙);石明鑫;北京金诚同达律师事务所;--;普通矿开采
603655;朗博科技;常州朗博密封科技股份有限公司;Changzhou Langbo Seal Polytron Technologies Co., Ltd.;2005-02-05;江苏;--;戚建国;朱伟、冯永海、路国平;立信会计师事务所(特殊普通合伙);--;国浩律师(上海)事务所;--;汽车零配件（IV）
603661;恒林股份;浙江恒林椅业股份有限公司;Zhejiang Henglin Chair Industry Co., Ltd.;1998-04-03;浙江;--;王江林;刘国平、熊晓萍、蒋鸿源;天健会计师事务所(特殊普通合伙);--;国浩律师(杭州)事务所;--;家具
603680;今创集团;今创集团股份有限公司;KTK Group Co., Ltd.;2003-03-26;江苏;--;俞金坤;关湘亭、钱振华、任海峙;上会会计师事务所(特殊普通合伙);--;国浩律师(上海)事务所;--;运输服务
603685;晨丰科技;浙江晨丰科技股份有限公司;Zhejiang Chenfeng Science and Technology Co., Ltd.;2001-01-08;浙江;--;何文健;潘煜双、王卓、朱加宁;天健会计师事务所(特殊普通合伙);--;国浩律师(杭州)事务所;--;电子电气组件与设备
603709;中源家居;中源家居股份有限公司;Zoy Home Furnishing Co., Ltd.;2001-11-16;浙江;--;曹勇;俞竣华、韩灵丽、李文贵;天健会计师事务所(特殊普通合伙);--;浙江天册律师事务所;--;家具
603711;香飘飘;香飘飘食品股份有限公司;Xiangpiaopiao Food Co., Ltd.;2005-08-12;浙江;--;蒋建琪;段继东、徐强国、王潭海;立信会计师事务所(特殊普通合伙);--;国浩律师(杭州)事务所;--;软饮料
603712;七一二;天津七一二通信广播股份有限公司;TianJin 712 Communication and Broadcasting Co., Ltd.;2004-10-28;天津;--;王宝;侯文华、马立群、丁世国、王中杰;立信会计师事务所(特殊普通合伙);--;北京德恒律师事务所;国防军工;通讯设备
603733;仙鹤股份;仙鹤股份有限公司;Xianhe Co., Ltd.;2001-12-19;浙江;--;王敏良;王鸿祥、胡开堂、简德三;中汇会计师事务所(特殊普通合伙);--;北京国枫律师事务所;--;造纸
603848;好太太;广东好太太科技集团股份有限公司;Guangdong Hotata Technology Group Co., Ltd.;2005-01-05;广东;--;沈汉标;张平、吴震;广东正中珠江会计师事务所(特殊普通合伙);李翔;国信信扬律师事务所;--;家具
603871;嘉友国际;嘉友国际物流股份有限公司;Jiayou International Logistics Co., Ltd;2005-06-22;北京;--;韩景华;徐伟建、孙群;立信会计师事务所(特殊普通合伙);--;北京市康达律师事务所;--;运输服务
603876;鼎胜新材;江苏鼎胜新能源材料股份有限公司;Jiangsu Dingsheng New Material Joint-Stock Co., Ltd.;2003-08-12;江苏;--;周贤海;许良虎、许光明、王建明;天健会计师事务所(特殊普通合伙);--;上海市广发律师事务所;--;有色金属
603890;春秋电子;苏州春秋电子科技股份有限公司;Suzhou Chunqiu Electronic Technology Co., Ltd.;2011-08-23;江苏;--;薛革文;胡瞻、黄建兵、周丽娟;立信会计师事务所(特殊普通合伙);--;北京德恒律师事务所;--;电子设备
603895;天永智能;上海天永智能装备股份有限公司;Shanghai Tianyong Engineering Co., Ltd.;1996-07-12;上海;--;荣俊林;俞铁成、陈亚民、杨颂新;大华会计师事务所(特殊普通合伙);--;上海市广发律师事务所;--;电子与电气设备
603897;长城科技;浙江长城电工科技股份有限公司;Zhejiang Grandwall Electric Science and Technology Co., Ltd.;2007-08-16;浙江;--;顾林祥;袁坚刚、冯芳、马建琴;天健会计师事务所(特殊普通合伙);--;国浩律师(杭州)事务所;--;电子电气组件与设备
603916;苏博特;江苏苏博特新材料股份有限公司;;--;;--;;刘俊、欧阳世翕、钱承林;;--;国浩律师(北京)事务所;--;通用化工品
603917;合力科技;宁波合力模具科技股份有限公司;Ningbo Heli Mould Technology Co., Ltd.;2000-11-15;浙江;--;施良才;王溪红、秦珂、邬辉林;立信会计师事务所(特殊普通合伙);--;北京市两高律师事务所;--;汽车零配件（IV）
603970;中农立华;中农立华生物科技股份有限公司;Sino-agri Leading Biosciences Co., Ltd.;2009-04-08;北京;--;苏毅;潘爱香、花荣军、杨伟国;天职国际会计师事务所(特殊普通合伙);--;北京市君泽君律师事务所;乡村振兴;农业与渔业
002918;蒙娜丽莎;蒙娜丽莎集团股份有限公司;Monalisa Group Co., Ltd.;1998-10-20;广东;--;萧华;陈环、吴一岳、程银春;天健会计师事务所(特殊普通合伙);--;北京市康达律师事务所;--;建筑与材料（II）
300716;国立科技;广东国立科技股份有限公司;Guangdong Guoli Sci and Tech Co., Ltd.;2002-04-22;广东;--;邵鉴棠;罗智雄、牟小容、向颖;天健会计师事务所(特殊普通合伙);--;北京市京银律师事务所;--;特种化工品
300735;光弘科技;惠州光弘科技股份有限公司;DBG Technology Co., Ltd.;1995-03-24;广东;--;唐建兴;梁烽、陈汉亭、彭丽霞;立信会计师事务所(特殊普通合伙);--;北京市中伦律师事务所;--;电子设备
603301;振德医疗;振德医疗用品股份有限公司;Zhende Medical Co., Ltd.;1994-08-18;浙江;--;鲁建国;王佳芬、董望、董勍;天健会计师事务所(特殊普通合伙);俞萍;浙江天册律师事务所;--;医疗用品
603348;文灿股份;广东文灿压铸股份有限公司;Guangdong Wencan Die Casting Co., Ltd.;1998-09-04;广东;--;唐杰雄;安林、魏剑鸿、范琦;大华会计师事务所(特殊普通合伙);--;北京市邦盛律师事务所;--;汽车零配件（IV）
