"start_stock_code"	"start_chi_sht"	"start_com_name"	"start_com_type"	"end_stock_code"	"end_chi_sht"	"end_com_name"	"end_com_type"	"output_funt"	"report_dt"
"002471.SZ"	"中超控股"	"江苏中超控股股份有限公司"	"深A"	""	""	"国网江苏省电力公司"	"非上市"	"19254.82"	"2017-12-31"
"002473.SZ"	"*ST圣莱"	"宁波圣莱达电器股份有限公司"	"深A"	""	""	"滁州东菱电器有限公司"	"非上市"	"401.2"	"2017-12-31"
"002473.SZ"	"*ST圣莱"	"宁波圣莱达电器股份有限公司"	"深A"	""	""	"北京国网普瑞特高压输电技术有限公司"	"非上市"	"410.66"	"2017-12-31"
"002473.SZ"	"*ST圣莱"	"宁波圣莱达电器股份有限公司"	"深A"	""	""	"余姚市富达电子有限公司"	"非上市"	"550.83"	"2017-12-31"
"002474.SZ"	"榕基软件"	"福建榕基软件股份有限公司"	"深A"	"872547.OC"	""	"北京云华通信息技术股份有限公司"	"三板"	"48"	"2016-12-31"
"002476.SZ"	"宝莫股份"	"山东宝莫生物化工股份有限公司"	"深A"	"871965.OC"	""	"北京安磐新科技股份有限公司"	"三板"	"28.14"	"2017-12-31"
"002476.SZ"	"宝莫股份"	"山东宝莫生物化工股份有限公司"	"深A"	""	""	"东营市华兴化工有限责任公司"	"非上市"	"722.21"	"2017-12-31"
"002476.SZ"	"宝莫股份"	"山东宝莫生物化工股份有限公司"	"深A"	""	""	"东营市盛聚化工有限责任公司"	"非上市"	"852.83"	"2017-12-31"
"002476.SZ"	"宝莫股份"	"山东宝莫生物化工股份有限公司"	"深A"	"600028.SH"	"中国石化"	"中国石油化工股份有限公司"	"沪A"	"19667.03"	"2017-12-31"
"002481.SZ"	"双塔食品"	"烟台双塔食品股份有限公司"	"深A"	"839008.OC"	""	"山东东润仪表科技股份有限公司"	"三板"	"423.96"	"2017-12-31"
"002484.SZ"	"江海股份"	"南通江海电容器股份有限公司"	"深A"	"300274.SZ"	"阳光电源"	"阳光电源股份有限公司"	"深A"	"4705.82"	"2017-12-31"
"002484.SZ"	"江海股份"	"南通江海电容器股份有限公司"	"深A"	""	""	"南通海立电子有限公司"	"非上市"	"13192.2"	"2017-12-31"
"002486.SZ"	"嘉麟杰"	"上海嘉麟杰纺织品股份有限公司"	"深A"	""	""	"上海莘威运动品有限公司"	"非上市"	"4670.55"	"2017-12-31"
"002487.SZ"	"大金重工"	"辽宁大金重工股份有限公司"	"深A"	""	""	"三峡新能源开原风电有限公司"	"非上市"	"3325.18"	"2013-06-30"
"002487.SZ"	"大金重工"	"辽宁大金重工股份有限公司"	"深A"	""	""	"哈尔滨锅炉厂有限责任公司"	"非上市"	"4158.37"	"2013-06-30"
"002487.SZ"	"大金重工"	"辽宁大金重工股份有限公司"	"深A"	""	""	"大唐瓜州新能源有限公司"	"非上市"	"4968.1"	"2013-06-30"
"002488.SZ"	"金固股份"	"浙江金固股份有限公司"	"深A"	""	""	"上汽大众汽车有限公司"	"非上市"	"12372.62"	"2016-12-31"
"002488.SZ"	"金固股份"	"浙江金固股份有限公司"	"深A"	""	""	"浙江物产国际贸易有限公司"	"非上市"	"14245.28"	"2016-12-31"
"002490.SZ"	"山东墨龙"	"山东墨龙石油机械股份有限公司"	"深A"	"601857.SH"	"中国石油"	"中国石油天然气股份有限公司"	"沪A"	"6045.16"	"2016-12-31"
"002490.SZ"	"山东墨龙"	"山东墨龙石油机械股份有限公司"	"深A"	""	""	"北京市三利源臣钢管销售中心"	"非上市"	"7510.43"	"2016-12-31"
"002493.SZ"	"荣盛石化"	"荣盛石化股份有限公司"	"深A"	"833889.OC"	""	"河南雪阳坯衫股份有限公司"	"三板"	"76.18"	"2017-12-31"
"002493.SZ"	"荣盛石化"	"荣盛石化股份有限公司"	"深A"	"835444.OC"	""	"浙江铭龙基布股份有限公司"	"三板"	"515.42"	"2017-12-31"
"002493.SZ"	"荣盛石化"	"荣盛石化股份有限公司"	"深A"	"834677.OC"	""	"浙江古纤道股份有限公司"	"三板"	"2915.1"	"2017-12-31"
"002493.SZ"	"荣盛石化"	"荣盛石化股份有限公司"	"深A"	""	""	"浙江华瑞集团有限公司"	"非上市"	"108296.48"	"2014-12-31"
"002493.SZ"	"荣盛石化"	"荣盛石化股份有限公司"	"深A"	""	""	"桐乡市中维化纤有限公司"	"非上市"	"112420.56"	"2014-12-31"
"002493.SZ"	"荣盛石化"	"荣盛石化股份有限公司"	"深A"	""	""	"江阴市华宏化纤有限公司"	"非上市"	"116688.59"	"2014-12-31"
"002493.SZ"	"荣盛石化"	"荣盛石化股份有限公司"	"深A"	""	""	"桐乡市中辰化纤有限公司"	"非上市"	"120416.79"	"2014-12-31"
"002493.SZ"	"荣盛石化"	"荣盛石化股份有限公司"	"深A"	""	""	"三菱商事(上海)有限公司"	"非上市"	"148969.47"	"2014-12-31"
"002494.SZ"	"华斯股份"	"华斯控股股份有限公司"	"深A"	""	""	"河北衣云服饰有限公司"	"非上市"	"376.71"	"2016-06-30"
"002494.SZ"	"华斯股份"	"华斯控股股份有限公司"	"深A"	""	""	"绥化市景芳梅商贸有限公司"	"非上市"	"931.88"	"2016-06-30"
"002494.SZ"	"华斯股份"	"华斯控股股份有限公司"	"深A"	"002612.SZ"	"朗姿股份"	"朗姿股份有限公司"	"深A"	"3406.02"	"2017-12-31"
"002497.SZ"	"雅化集团"	"四川雅化实业集团股份有限公司"	"深A"	"002827.SZ"	"高争民爆"	"西藏高争民爆股份有限公司"	"深A"	"1956.36"	"2017-12-31"
"002497.SZ"	"雅化集团"	"四川雅化实业集团股份有限公司"	"深A"	""	""	"甘孜州弘合民爆商务有限责任公司"	"非上市"	"2726.73"	"2015-12-31"
"002497.SZ"	"雅化集团"	"四川雅化实业集团股份有限公司"	"深A"	""	""	"重庆广联民爆器材有限公司"	"非上市"	"3318.2"	"2015-12-31"
"002497.SZ"	"雅化集团"	"四川雅化实业集团股份有限公司"	"深A"	""	""	"广元市广和民用爆炸物品有限公司"	"非上市"	"3870.85"	"2015-12-31"
"002497.SZ"	"雅化集团"	"四川雅化实业集团股份有限公司"	"深A"	""	""	"榆林市正泰民爆物品专营有限公司"	"非上市"	"4280.12"	"2015-12-31"
"002498.SZ"	"汉缆股份"	"青岛汉缆股份有限公司"	"深A"	""	""	"国网江苏省电力公司"	"非上市"	"12673.59"	"2017-12-31"
"002498.SZ"	"汉缆股份"	"青岛汉缆股份有限公司"	"深A"	""	""	"国网安徽省电力公司物资公司"	"非上市"	"19186.79"	"2017-12-31"
"002498.SZ"	"汉缆股份"	"青岛汉缆股份有限公司"	"深A"	""	""	"国网上海市电力公司"	"非上市"	"23343.21"	"2017-12-31"
"002498.SZ"	"汉缆股份"	"青岛汉缆股份有限公司"	"深A"	""	""	"国网山东省电力公司"	"非上市"	"30726.48"	"2017-12-31"
"002498.SZ"	"汉缆股份"	"青岛汉缆股份有限公司"	"深A"	"300617.SZ"	"安靠智电"	"江苏安靠智能输电工程科技股份有限公司"	"深A"	"1042.44"	"2016-12-31"
"002499.SZ"	"科林环保"	"科林环保装备股份有限公司"	"深A"	"837164.OC"	""	"新中天环保股份有限公司"	"三板"	"1073.76"	"2017-12-31"
"002499.SZ"	"科林环保"	"科林环保装备股份有限公司"	"深A"	""	""	"联峰钢铁(张家港)有限公司"	"非上市"	"1179.49"	"2013-06-30"
"002499.SZ"	"科林环保"	"科林环保装备股份有限公司"	"深A"	""	""	"常熟市龙腾特种钢有限公司"	"非上市"	"1384.62"	"2013-06-30"
"002499.SZ"	"科林环保"	"科林环保装备股份有限公司"	"深A"	""	""	"江阴泰富兴澄特种材料有限公司"	"非上市"	"2794.79"	"2013-06-30"
"002499.SZ"	"科林环保"	"科林环保装备股份有限公司"	"深A"	"600022.SH"	"山东钢铁"	"山东钢铁股份有限公司"	"沪A"	"3444.59"	"2013-06-30"
"002500.SZ"	"山西证券"	"山西证券股份有限公司"	"深A"	"871221.OC"	""	"四川省鼎讯科技股份有限公司"	"三板"	"75"	"2016-12-31"
"002504.SZ"	"*ST弘高"	"北京弘高创意建筑设计股份有限公司"	"深A"	"870497.OC"	""	"江苏润奥电子制造股份有限公司"	"三板"	"114.72"	"2014-12-31"
"002505.SZ"	"大康农业"	"湖南大康国际农业食品股份有限公司"	"深A"	""	""	"湖南佳惠百货有限责任公司"	"非上市"	"2838.18"	"2014-12-31"
"002506.SZ"	"协鑫集成"	"协鑫集成科技股份有限公司"	"深A"	"833755.OC"	""	"北京扬德环境科技股份有限公司"	"三板"	"1520.87"	"2017-12-31"
"002507.SZ"	"涪陵榨菜"	"重庆市涪陵榨菜集团股份有限公司"	"深A"	""	""	"北海市德龙商贸有限责任公司"	"非上市"	"215.84"	"2012-06-30"
"002507.SZ"	"涪陵榨菜"	"重庆市涪陵榨菜集团股份有限公司"	"深A"	""	""	"上海渝悦商贸有限公司"	"非上市"	"542.78"	"2012-06-30"
"002507.SZ"	"涪陵榨菜"	"重庆市涪陵榨菜集团股份有限公司"	"深A"	""	""	"佛山市禅城区原三记食品购销部"	"非上市"	"1501.72"	"2012-06-30"
"002507.SZ"	"涪陵榨菜"	"重庆市涪陵榨菜集团股份有限公司"	"深A"	""	""	"佛山市智联副食品购销部"	"非上市"	"2324.65"	"2012-06-30"
"002507.SZ"	"涪陵榨菜"	"重庆市涪陵榨菜集团股份有限公司"	"深A"	""	""	"深圳市连爱发贸易有限公司"	"非上市"	"3854.2"	"2012-06-30"
"002508.SZ"	"老板电器"	"杭州老板电器股份有限公司"	"深A"	""	""	"北京京东世纪贸易有限公司"	"非上市"	"22463.8"	"2017-12-31"
"002508.SZ"	"老板电器"	"杭州老板电器股份有限公司"	"深A"	"002024.SZ"	"苏宁易购"	"苏宁易购集团股份有限公司"	"深A"	"42299.97"	"2017-12-31"
"002508.SZ"	"老板电器"	"杭州老板电器股份有限公司"	"深A"	""	""	"北京京东世纪信息技术有限公司"	"非上市"	"59733.02"	"2017-12-31"
"002509.SZ"	"天广中茂"	"天广中茂股份有限公司"	"深A"	""	""	"江苏良正阀门有限公司"	"非上市"	"906.95"	"2015-12-31"
"002509.SZ"	"天广中茂"	"天广中茂股份有限公司"	"深A"	""	""	"武汉伯斯特阀门集团有限公司"	"非上市"	"931.84"	"2015-12-31"
"002509.SZ"	"天广中茂"	"天广中茂股份有限公司"	"深A"	""	""	"陕西明康科技有限公司"	"非上市"	"971.77"	"2015-12-31"
"002509.SZ"	"天广中茂"	"天广中茂股份有限公司"	"深A"	""	""	"山东开维喜阀门成套有限公司"	"非上市"	"1330.82"	"2015-12-31"
"002512.SZ"	"达华智能"	"中山达华智能科技股份有限公司"	"深A"	"833028.OC"	""	"贵州精英天成科技股份有限公司"	"三板"	"14.97"	"2016-12-31"
"002512.SZ"	"达华智能"	"中山达华智能科技股份有限公司"	"深A"	"837225.OC"	""	"惠州市天泽盈丰物联网科技股份有限公司"	"三板"	"203.08"	"2016-12-31"
"002512.SZ"	"达华智能"	"中山达华智能科技股份有限公司"	"深A"	"871084.OC"	""	"高新现代智能系统股份有限公司"	"三板"	"382.3"	"2016-12-31"
"002515.SZ"	"金字火腿"	"金字火腿股份有限公司"	"深A"	""	""	"康成投资(中国)有限公司"	"非上市"	"314.88"	"2012-12-31"
"002515.SZ"	"金字火腿"	"金字火腿股份有限公司"	"深A"	""	""	"金华市婺城区金亚火腿食品店"	"非上市"	"439.28"	"2012-12-31"
"002515.SZ"	"金字火腿"	"金字火腿股份有限公司"	"深A"	""	""	"沃尔玛(中国)投资有限公司"	"非上市"	"479.63"	"2012-12-31"
"002516.SZ"	"旷达科技"	"旷达科技集团股份有限公司"	"深A"	""	""	"青海省电力公司"	"非上市"	"4596.4"	"2014-06-30"
"002516.SZ"	"旷达科技"	"旷达科技集团股份有限公司"	"深A"	""	""	"上海国利汽车真皮饰件有限公司"	"非上市"	"4596.65"	"2014-06-30"
"002516.SZ"	"旷达科技"	"旷达科技集团股份有限公司"	"深A"	""	""	"烟台延锋江森座椅有限责任公司"	"非上市"	"4706.37"	"2014-06-30"
"002517.SZ"	"恺英网络"	"恺英网络股份有限公司"	"深A"	""	""	"上海贪玩信息技术有限公司"	"非上市"	"6777.05"	"2016-12-31"
"002517.SZ"	"恺英网络"	"恺英网络股份有限公司"	"深A"	""	""	"深圳市腾讯计算机系统有限公司"	"非上市"	"19988.77"	"2016-12-31"
"002517.SZ"	"恺英网络"	"恺英网络股份有限公司"	"深A"	"AAPL.O"	""	"苹果公司"	"其它"	"38213.89"	"2016-12-31"
"002520.SZ"	"日发精机"	"浙江日发精密机械股份有限公司"	"深A"	"835027.OC"	""	"宁波江宸智能装备股份有限公司"	"三板"	"155"	"2016-12-31"
"002521.SZ"	"齐峰新材"	"齐峰新材料股份有限公司"	"深A"	"872201.OC"	""	"安徽紫荆花壁纸股份有限公司"	"三板"	"936.79"	"2017-12-31"
"002521.SZ"	"齐峰新材"	"齐峰新材料股份有限公司"	"深A"	"834989.OC"	""	"浙江爱丽莎环保科技股份有限公司"	"三板"	"2401.26"	"2017-12-31"
"002521.SZ"	"齐峰新材"	"齐峰新材料股份有限公司"	"深A"	""	""	"江苏明盛木业有限公司"	"非上市"	"4604.18"	"2017-12-31"
"002521.SZ"	"齐峰新材"	"齐峰新材料股份有限公司"	"深A"	""	""	"临沂美华装饰纸业有限公司"	"非上市"	"4775.73"	"2017-12-31"
"002521.SZ"	"齐峰新材"	"齐峰新材料股份有限公司"	"深A"	""	""	"南京川洋纸业有限公司"	"非上市"	"5458.91"	"2017-12-31"
"002521.SZ"	"齐峰新材"	"齐峰新材料股份有限公司"	"深A"	""	""	"浙江盛龙装饰材料有限公司"	"非上市"	"5664.02"	"2017-12-31"
"002522.SZ"	"浙江众成"	"浙江众成包装材料股份有限公司"	"深A"	"002271.SZ"	"东方雨虹"	"北京东方雨虹防水技术股份有限公司"	"深A"	"1306.54"	"2016-12-31"
"002522.SZ"	"浙江众成"	"浙江众成包装材料股份有限公司"	"深A"	"603711.SH"	"香飘飘"	"香飘飘食品股份有限公司"	"沪A"	"1604.93"	"2016-12-31"
"002523.SZ"	"天桥起重"	"株洲天桥起重机股份有限公司"	"深A"	""	""	"国电物流有限公司"	"非上市"	"3249"	"2015-12-31"
"002523.SZ"	"天桥起重"	"株洲天桥起重机股份有限公司"	"深A"	""	""	"新疆东方希望有色金属有限公司"	"非上市"	"4180.5"	"2015-12-31"
"002523.SZ"	"天桥起重"	"株洲天桥起重机股份有限公司"	"深A"	"660068.SJZ"	""	"河北伟炬电讯设备股份有限公司"	"沪A"	"4280.35"	"2015-12-31"
"002523.SZ"	"天桥起重"	"株洲天桥起重机股份有限公司"	"深A"	""	""	"中交第二航务工程勘察设计院有限公司"	"非上市"	"5809.49"	"2015-12-31"
"002524.SZ"	"光正集团"	"光正集团股份有限公司"	"深A"	"837179.OC"	""	"新疆美克思新材料股份有限公司"	"三板"	"109.57"	"2016-12-31"
"002524.SZ"	"光正集团"	"光正集团股份有限公司"	"深A"	""	""	"克州华辰能源有限公司"	"非上市"	"2154.61"	"2016-12-31"
"002524.SZ"	"光正集团"	"光正集团股份有限公司"	"深A"	""	""	"华凌畜牧产业开发有限公司"	"非上市"	"2269.53"	"2016-12-31"
"002524.SZ"	"光正集团"	"光正集团股份有限公司"	"深A"	""	""	"新疆建工集团建设工程有限责任公司"	"非上市"	"2385.9"	"2016-12-31"
"002524.SZ"	"光正集团"	"光正集团股份有限公司"	"深A"	""	""	"新疆宏远建设集团有限公司"	"非上市"	"4030.96"	"2016-12-31"
"002526.SZ"	"山东矿机"	"山东矿机集团股份有限公司"	"深A"	""	""	"山东潍焦集团薛城能源有限公司"	"非上市"	"1439.35"	"2017-06-30"
"002526.SZ"	"山东矿机"	"山东矿机集团股份有限公司"	"深A"	""	""	"中煤北京煤矿机械有限责任公司"	"非上市"	"1587.04"	"2017-06-30"
"002526.SZ"	"山东矿机"	"山东矿机集团股份有限公司"	"深A"	""	""	"西安朗意科技发展有限公司神树畔煤矿"	"非上市"	"1666.67"	"2017-06-30"
"002526.SZ"	"山东矿机"	"山东矿机集团股份有限公司"	"深A"	""	""	"河北天择重型机械有限公司"	"非上市"	"1756.38"	"2017-06-30"
"002527.SZ"	"新时达"	"上海新时达电气股份有限公司"	"深A"	"838677.OC"	""	"湖南奥莎动力集团股份有限公司"	"三板"	"122.65"	"2017-12-31"
"002527.SZ"	"新时达"	"上海新时达电气股份有限公司"	"深A"	"831605.OC"	""	"山东奔速电梯股份有限公司"	"三板"	"315.99"	"2017-12-31"
"002527.SZ"	"新时达"	"上海新时达电气股份有限公司"	"深A"	"836786.OC"	""	"福建明鑫智能科技股份有限公司"	"三板"	"328.14"	"2017-12-31"
"002527.SZ"	"新时达"	"上海新时达电气股份有限公司"	"深A"	"833560.OC"	""	"东南电梯股份有限公司"	"三板"	"1120.47"	"2017-12-31"
"002531.SZ"	"天顺风能"	"天顺风能(苏州)股份有限公司"	"深A"	""	""	"美国通用电气公司"	"非上市"	"16318.3"	"2015-12-31"
"002531.SZ"	"天顺风能"	"天顺风能(苏州)股份有限公司"	"深A"	"0958.HK"	""	"华能新能源股份有限公司"	"深A"	"19880.79"	"2015-12-31"
"002531.SZ"	"天顺风能"	"天顺风能(苏州)股份有限公司"	"深A"	""	""	"北京天源科创风电技术有限责任公司"	"非上市"	"21707.81"	"2015-12-31"
"002531.SZ"	"天顺风能"	"天顺风能(苏州)股份有限公司"	"深A"	""	""	"VESTAS(DK)"	"非上市"	"82477.17"	"2015-12-31"
"002532.SZ"	"新界泵业"	"浙江新界泵业股份有限公司"	"深A"	""	""	"Tasharuket Eimmar For Export And Import(利比亚)"	"非上市"	"847.02"	"2012-06-30"
"002532.SZ"	"新界泵业"	"浙江新界泵业股份有限公司"	"深A"	""	""	"TAIZHOU INTERNATIONAL(迪拜)"	"非上市"	"891.41"	"2012-06-30"
"002532.SZ"	"新界泵业"	"浙江新界泵业股份有限公司"	"深A"	""	""	"DARB TRADING(迪拜)"	"非上市"	"1167.98"	"2012-06-30"
"002532.SZ"	"新界泵业"	"浙江新界泵业股份有限公司"	"深A"	""	""	"RFL-OP- CI-GM-Mizanur(孟加拉)"	"非上市"	"1260.78"	"2012-06-30"
"002532.SZ"	"新界泵业"	"浙江新界泵业股份有限公司"	"深A"	""	""	"MR MOHAMMAD REZA SAFAEIFAR(伊朗)"	"非上市"	"1348.95"	"2012-06-30"
"002533.SZ"	"金杯电工"	"金杯电工股份有限公司"	"深A"	"002879.SZ"	"长缆科技"	"长缆电工科技股份有限公司"	"深A"	"1602.66"	"2017-12-31"
"002533.SZ"	"金杯电工"	"金杯电工股份有限公司"	"深A"	""	""	"合肥ABB变压器有限公司"	"非上市"	"2911.88"	"2012-06-30"
"002533.SZ"	"金杯电工"	"金杯电工股份有限公司"	"深A"	""	""	"中山ABB变压器有限公司"	"非上市"	"3209.39"	"2012-06-30"
"002533.SZ"	"金杯电工"	"金杯电工股份有限公司"	"深A"	""	""	"云南电网公司昆明供电局"	"非上市"	"3524.06"	"2012-06-30"
"002533.SZ"	"金杯电工"	"金杯电工股份有限公司"	"深A"	""	""	"特变电工衡阳变压器有限公司"	"非上市"	"10278.09"	"2012-06-30"
"002534.SZ"	"杭锅股份"	"杭州锅炉集团股份有限公司"	"深A"	""	""	"邢台富蓝商贸有限公司"	"非上市"	"17577.09"	"2013-12-31"
"002534.SZ"	"杭锅股份"	"杭州锅炉集团股份有限公司"	"深A"	""	""	"宁波海越新材料有限公司"	"非上市"	"22058.07"	"2013-12-31"
"002534.SZ"	"杭锅股份"	"杭州锅炉集团股份有限公司"	"深A"	""	""	"浙江宏磊控股集团有限公司"	"非上市"	"34851.24"	"2013-12-31"
"002534.SZ"	"杭锅股份"	"杭州锅炉集团股份有限公司"	"深A"	""	""	"天津陈塘热电有限公司"	"非上市"	"39584.05"	"2013-12-31"
"002534.SZ"	"杭锅股份"	"杭州锅炉集团股份有限公司"	"深A"	""	""	"天津恒利万通金属贸易有限公司"	"非上市"	"50049.39"	"2013-12-31"
"002536.SZ"	"西泵股份"	"河南省西峡汽车水泵股份有限公司"	"深A"	""	""	"上海大众动力总成有限公司"	"非上市"	"4616.78"	"2014-06-30"
"002536.SZ"	"西泵股份"	"河南省西峡汽车水泵股份有限公司"	"深A"	""	""	"上汽通用五菱汽车股份有限公司"	"非上市"	"5390.97"	"2014-06-30"
"002536.SZ"	"西泵股份"	"河南省西峡汽车水泵股份有限公司"	"深A"	""	""	"上海通用汽车有限公司"	"非上市"	"9320.55"	"2014-06-30"
"002537.SZ"	"海联金汇"	"海联金汇科技股份有限公司"	"深A"	"831778.OC"	""	"青岛鸿森重工股份有限公司"	"三板"	"829.74"	"2017-12-31"
"002538.SZ"	"司尔特"	"安徽省司尔特肥业股份有限公司"	"深A"	""	""	"南京恒康肥业有限公司"	"非上市"	"6026.27"	"2015-12-31"
"002538.SZ"	"司尔特"	"安徽省司尔特肥业股份有限公司"	"深A"	""	""	"绥芬河市龙生经贸有限责任公司"	"非上市"	"6660"	"2015-12-31"
"002538.SZ"	"司尔特"	"安徽省司尔特肥业股份有限公司"	"深A"	""	""	"高淳县苏农农资连锁有限公司"	"非上市"	"11835.93"	"2015-12-31"
"002539.SZ"	"云图控股"	"成都云图控股股份有限公司"	"深A"	""	""	"镇江海纳川物流产业发展有限责任公司"	"非上市"	"4459.5"	"2017-06-30"
"002539.SZ"	"云图控股"	"成都云图控股股份有限公司"	"深A"	"600389.SH"	"江山股份"	"南通江山农药化工股份有限公司"	"沪A"	"4845.97"	"2017-06-30"
"002539.SZ"	"云图控股"	"成都云图控股股份有限公司"	"深A"	""	""	"华强化工集团(当阳)农资贸易有限公司"	"非上市"	"6019.56"	"2017-06-30"
"002539.SZ"	"云图控股"	"成都云图控股股份有限公司"	"深A"	""	""	"江苏索普港集团有限公司(废弃)"	"非上市"	"6494.62"	"2017-06-30"
"002539.SZ"	"云图控股"	"成都云图控股股份有限公司"	"深A"	""	""	"四川省乐山市福华通达农药科技有限公司"	"非上市"	"8276.51"	"2017-06-30"
"002540.SZ"	"亚太科技"	"江苏亚太轻合金科技股份有限公司"	"深A"	""	""	"上海瑞斯乐复合金属材料有限公司"	"非上市"	"1936.74"	"2013-06-30"
"002540.SZ"	"亚太科技"	"江苏亚太轻合金科技股份有限公司"	"深A"	""	""	"上海汽车空调配件有限公司"	"非上市"	"2537.07"	"2013-06-30"
"002540.SZ"	"亚太科技"	"江苏亚太轻合金科技股份有限公司"	"深A"	""	""	"欧福科技(沈阳)有限公司"	"非上市"	"5220.51"	"2013-06-30"
"002541.SZ"	"鸿路钢构"	"安徽鸿路钢结构(集团)股份有限公司"	"深A"	"830989.OC"	""	"北京北方空间建筑科技股份有限公司"	"三板"	"662.31"	"2016-12-31"
"002541.SZ"	"鸿路钢构"	"安徽鸿路钢结构(集团)股份有限公司"	"深A"	""	""	"中建钢构有限公司"	"非上市"	"8305.83"	"2014-06-30"
"002542.SZ"	"中化岩土"	"中化岩土集团股份有限公司"	"深A"	""	""	"中铁隧道集团有限公司"	"非上市"	"10141.23"	"2015-12-31"
"002542.SZ"	"中化岩土"	"中化岩土集团股份有限公司"	"深A"	"3333.HK"	""	"中国恒大集团"	"深A"	"11743.65"	"2015-12-31"
"002542.SZ"	"中化岩土"	"中化岩土集团股份有限公司"	"深A"	""	""	"中国建筑集团有限公司"	"非上市"	"13099.47"	"2015-12-31"
"002542.SZ"	"中化岩土"	"中化岩土集团股份有限公司"	"深A"	""	""	"北京场道市政工程集团有限公司"	"非上市"	"19193.59"	"2015-12-31"
"002544.SZ"	"杰赛科技"	"广州杰赛科技股份有限公司"	"深A"	""	""	"中国电信集团有限公司"	"非上市"	"8491.32"	"2016-12-31"
"002544.SZ"	"杰赛科技"	"广州杰赛科技股份有限公司"	"深A"	""	""	"中国移动通信集团有限公司"	"非上市"	"10436.29"	"2016-12-31"
"002544.SZ"	"杰赛科技"	"广州杰赛科技股份有限公司"	"深A"	""	""	"华为技术服务有限公司"	"非上市"	"10788.38"	"2016-12-31"
"002544.SZ"	"杰赛科技"	"广州杰赛科技股份有限公司"	"深A"	""	""	"中国铁塔股份有限公司"	"非上市"	"18408.95"	"2016-12-31"
"002544.SZ"	"杰赛科技"	"广州杰赛科技股份有限公司"	"深A"	""	""	"中国联合网络通信有限公司"	"非上市"	"24241.12"	"2016-12-31"
"002544.SZ"	"杰赛科技"	"广州杰赛科技股份有限公司"	"深A"	"603380.SH"	"易德龙"	"苏州易德龙科技股份有限公司"	"沪A"	"5402.36"	"2014-12-31"
"002546.SZ"	"新联电子"	"南京新联电子股份有限公司"	"深A"	"002339.SZ"	"积成电子"	"积成电子股份有限公司"	"深A"	"1579.38"	"2016-12-31"
"002547.SZ"	"春兴精工"	"苏州春兴精工股份有限公司"	"深A"	""	""	"华为技术有限公司"	"非上市"	"3718.18"	"2013-06-30"
"002547.SZ"	"春兴精工"	"苏州春兴精工股份有限公司"	"深A"	""	""	"诺基亚西门子通信(苏州)有限公司"	"非上市"	"4483.8"	"2013-06-30"
"002547.SZ"	"春兴精工"	"苏州春兴精工股份有限公司"	"深A"	""	""	"苏州三星电子电脑有限公司"	"非上市"	"8974.24"	"2013-06-30"
"002548.SZ"	"金新农"	"深圳市金新农科技股份有限公司"	"深A"	"831253.OC"	""	"惠州东进农牧股份有限公司"	"三板"	"2614.33"	"2017-12-31"
"002549.SZ"	"凯美特气"	"湖南凯美特气体股份有限公司"	"深A"	""	""	"中国石化海南炼油化工有限公司"	"非上市"	"3563.64"	"2017-12-31"
"002549.SZ"	"凯美特气"	"湖南凯美特气体股份有限公司"	"深A"	"600028.SH"	"中国石化"	"中国石油化工股份有限公司"	"沪A"	"3475.3"	"2017-12-31"
"002551.SZ"	"尚荣医疗"	"深圳市尚荣医疗股份有限公司"	"深A"	""	""	"Medline Industries Inc"	"非上市"	"59740.76"	"2017-12-31"
"002552.SZ"	"*ST宝鼎"	"宝鼎科技股份有限公司"	"深A"	"839012.OC"	""	"无锡市东舟船舶设备股份有限公司"	"三板"	"770.77"	"2017-12-31"
"002552.SZ"	"*ST宝鼎"	"宝鼎科技股份有限公司"	"深A"	""	""	"靖江达凯重机有限公司"	"非上市"	"813.46"	"2016-12-31"
"002552.SZ"	"*ST宝鼎"	"宝鼎科技股份有限公司"	"深A"	"600072.SH"	"中船科技"	"中船科技股份有限公司"	"沪A"	"1210.04"	"2016-12-31"
"002552.SZ"	"*ST宝鼎"	"宝鼎科技股份有限公司"	"深A"	""	""	"上海沪临重工有限公司"	"非上市"	"1621.91"	"2016-12-31"
"002553.SZ"	"南方轴承"	"江苏南方轴承股份有限公司"	"深A"	""	""	"江门市豪爵精密机械有限公司"	"非上市"	"1322.98"	"2013-12-31"
"002553.SZ"	"南方轴承"	"江苏南方轴承股份有限公司"	"深A"	""	""	"雅马哈发动机商贸(上海)有限公司"	"非上市"	"1323.6"	"2013-12-31"
"002553.SZ"	"南方轴承"	"江苏南方轴承股份有限公司"	"深A"	""	""	"麦格纳动力总成(常州)有限公司"	"非上市"	"1461.63"	"2013-12-31"
"002555.SZ"	"三七互娱"	"芜湖顺荣三七互动娱乐股份有限公司"	"深A"	""	""	"保定长城华北汽车有限责任公司"	"非上市"	"1127.73"	"2013-12-31"
"002555.SZ"	"三七互娱"	"芜湖顺荣三七互动娱乐股份有限公司"	"深A"	"601633.SH"	"长城汽车"	"长城汽车股份有限公司"	"沪A"	"1606.5"	"2013-12-31"
"002555.SZ"	"三七互娱"	"芜湖顺荣三七互动娱乐股份有限公司"	"深A"	""	""	"广州汽车集团乘用车有限公司"	"非上市"	"2834.24"	"2013-12-31"
