"start_stock_code"	"start_chi_sht"	"start_com_name"	"start_com_type"	"end_stock_code"	"end_chi_sht"	"end_com_name"	"end_com_type"	"output_funt"	"report_dt"
"603718.SH"	"海利生物"	"上海海利生物技术股份有限公司"	"沪A"	""	""	"福清市永诚畜牧有限公司"	"非上市"	"136.52"	"2014-12-31"
"603718.SH"	"海利生物"	"上海海利生物技术股份有限公司"	"沪A"	""	""	"安徽长风农牧科技有限公司"	"非上市"	"170.33"	"2014-12-31"
"603718.SH"	"海利生物"	"上海海利生物技术股份有限公司"	"沪A"	""	""	"广东华农温氏畜牧股份有限公司"	"非上市"	"194.73"	"2014-12-31"
"603718.SH"	"海利生物"	"上海海利生物技术股份有限公司"	"沪A"	"002477.SZ"	"雏鹰农牧"	"雏鹰农牧集团股份有限公司"	"深A"	"527.49"	"2014-12-31"
"603721.SH"	"中广天择"	"中广天择传媒股份有限公司"	"沪A"	"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	"1323.64"	"2012-12-31"
"603721.SH"	"中广天择"	"中广天择传媒股份有限公司"	"沪A"	""	""	"长沙市芙蓉城市建设投资有限责任公司"	"非上市"	"1030.19"	"2017-06-30"
"603721.SH"	"中广天择"	"中广天择传媒股份有限公司"	"沪A"	""	""	"长沙广播电视集团"	"非上市"	"1052.44"	"2017-06-30"
"603721.SH"	"中广天择"	"中广天择传媒股份有限公司"	"沪A"	""	""	"安徽广播电视台"	"非上市"	"1431.32"	"2017-06-30"
"603721.SH"	"中广天择"	"中广天择传媒股份有限公司"	"沪A"	""	""	"云南广播电视台"	"非上市"	"7683.1"	"2017-06-30"
"603722.SH"	"阿科力"	"无锡阿科力科技股份有限公司"	"沪A"	"870558.OC"	""	"福建富润建材科技股份有限公司"	"三板"	"369.33"	"2014-12-31"
"603722.SH"	"阿科力"	"无锡阿科力科技股份有限公司"	"沪A"	""	""	"北京中科日升科技有限公司"	"非上市"	"669.87"	"2017-06-30"
"603725.SH"	"天安新材"	"广东天安新材料股份有限公司"	"沪A"	""	""	"北京德瑞曼材料技术有限公司"	"非上市"	"1047.17"	"2017-06-30"
"603725.SH"	"天安新材"	"广东天安新材料股份有限公司"	"沪A"	""	""	"柳州福斯特汽车零部件公司"	"非上市"	"1209.38"	"2017-06-30"
"603725.SH"	"天安新材"	"广东天安新材料股份有限公司"	"沪A"	""	""	"上海初萌新材料科技有限公司"	"非上市"	"2107.56"	"2017-06-30"
"603725.SH"	"天安新材"	"广东天安新材料股份有限公司"	"沪A"	""	""	"浙江俱进汽摩配件有限公司"	"非上市"	"2550.09"	"2017-06-30"
"603727.SH"	"博迈科"	"博迈科海洋工程股份有限公司"	"沪A"	"TNHPF.OO"	""	"Technip"	"其它"	"4215.36"	"2016-06-30"
"603728.SH"	"鸣志电器"	"上海鸣志电器股份有限公司"	"沪A"	"6440.T"	""	"JUKI CORPORATION"	"沪A"	"1979.7"	"2016-12-31"
"603728.SH"	"鸣志电器"	"上海鸣志电器股份有限公司"	"沪A"	""	""	"常州博瑞电力自动化设备有限公司"	"非上市"	"2018.55"	"2016-12-31"
"603728.SH"	"鸣志电器"	"上海鸣志电器股份有限公司"	"沪A"	""	""	"杭州海康威视科技有限公司"	"非上市"	"2586.31"	"2016-12-31"
"603728.SH"	"鸣志电器"	"上海鸣志电器股份有限公司"	"沪A"	"837438.OC"	""	"南京富士通电子信息科技股份有限公司"	"三板"	"2981.4"	"2016-12-31"
"603728.SH"	"鸣志电器"	"上海鸣志电器股份有限公司"	"沪A"	""	""	"南京南瑞继保工程技术有限公司"	"非上市"	"3404.87"	"2016-12-31"
"603728.SH"	"鸣志电器"	"上海鸣志电器股份有限公司"	"沪A"	""	""	"京信通信技术(广州)有限公司"	"非上市"	"4013.2"	"2016-12-31"
"603728.SH"	"鸣志电器"	"上海鸣志电器股份有限公司"	"沪A"	""	""	"上海爱森朋电子科技有限公司"	"非上市"	"4151.36"	"2016-12-31"
"603728.SH"	"鸣志电器"	"上海鸣志电器股份有限公司"	"沪A"	""	""	"eldoLED B.V."	"非上市"	"5041.53"	"2016-12-31"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"北京电通广告有限公司"	"非上市"	"727.54"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"青蛙王子(中国)日化有限公司"	"非上市"	"762.57"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"新疆春晓广告有限公司"	"非上市"	"788.49"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"浙江绿源电动车有限公司"	"非上市"	"788.78"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"山东达因海洋生物制药股份有限公司"	"非上市"	"1388.32"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"均瑶集团有限公司"	"非上市"	"1450"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"浙江明旺乳业有限公司"	"非上市"	"1631.06"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"通辽金锣食品有限责任公司"	"非上市"	"1713.04"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"德州金锣肉制品有限公司"	"非上市"	"1870.73"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"广州春瑾杰元生物科技有限公司"	"非上市"	"2358.49"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"盈昌集团有限公司"	"非上市"	"2594.66"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"华润雪花啤酒(中国)有限公司"	"非上市"	"2672.26"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"北京恒美广告有限公司"	"非上市"	"2876.76"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"盛世长城国际广告有限公司"	"非上市"	"5776.78"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"公牛集团股份有限公司"	"非上市"	"6700.8"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"上海李奥贝纳广告有限公司"	"非上市"	"8998.68"	"2014-09-30"
"603729.SH"	"龙韵股份"	"上海龙韵广告传播股份有限公司"	"沪A"	""	""	"广东凯络广告有限公司"	"非上市"	"21199.32"	"2014-09-30"
"603730.SH"	"岱美股份"	"上海岱美汽车内饰件股份有限公司"	"沪A"	""	""	"安通林汽车配件制造(上海)有限公司"	"非上市"	"172.13"	"2017-03-31"
"603730.SH"	"岱美股份"	"上海岱美汽车内饰件股份有限公司"	"沪A"	""	""	"Lear Corporation GmbH"	"非上市"	"255.88"	"2017-03-31"
"603730.SH"	"岱美股份"	"上海岱美汽车内饰件股份有限公司"	"沪A"	""	""	"上汽通用(沈阳)北盛汽车有限公司"	"非上市"	"320.77"	"2017-03-31"
"603730.SH"	"岱美股份"	"上海岱美汽车内饰件股份有限公司"	"沪A"	""	""	"长安福特马自达汽车有限公司"	"非上市"	"546.7"	"2017-03-31"
"603730.SH"	"岱美股份"	"上海岱美汽车内饰件股份有限公司"	"沪A"	""	""	"长沙安道拓汽车部件有限公司"	"非上市"	"607.1"	"2017-03-31"
"603730.SH"	"岱美股份"	"上海岱美汽车内饰件股份有限公司"	"沪A"	""	""	"福汽贸易(上海)有限公司"	"非上市"	"719.36"	"2017-03-31"
"603730.SH"	"岱美股份"	"上海岱美汽车内饰件股份有限公司"	"沪A"	""	""	"上汽通用东岳汽车有限公司"	"非上市"	"879.44"	"2017-03-31"
"603730.SH"	"岱美股份"	"上海岱美汽车内饰件股份有限公司"	"沪A"	""	""	"江西江铃李尔内饰系统有限公司"	"非上市"	"937.81"	"2017-03-31"
"603730.SH"	"岱美股份"	"上海岱美汽车内饰件股份有限公司"	"沪A"	""	""	"沈阳延锋江森座椅有限责任公司"	"非上市"	"1183.67"	"2017-03-31"
"603730.SH"	"岱美股份"	"上海岱美汽车内饰件股份有限公司"	"沪A"	""	""	"烟台延锋江森座椅有限责任公司"	"非上市"	"1364.55"	"2017-03-31"
"603730.SH"	"岱美股份"	"上海岱美汽车内饰件股份有限公司"	"沪A"	""	""	"上汽通用汽车有限公司"	"非上市"	"1668.84"	"2017-03-31"
"603733.SH"	"仙鹤股份"	"仙鹤股份有限公司"	"沪A"	"831828.OC"	""	"江苏利特尔绿色包装股份有限公司"	"三板"	"648.8"	"2017-12-31"
"603733.SH"	"仙鹤股份"	"仙鹤股份有限公司"	"沪A"	"834565.OC"	""	"浙江特美新材料股份有限公司"	"三板"	"2184.72"	"2017-12-31"
"603733.SH"	"仙鹤股份"	"仙鹤股份有限公司"	"沪A"	""	""	"南京金陵金箔股份有限公司"	"非上市"	"5007.35"	"2017-12-31"
"603733.SH"	"仙鹤股份"	"仙鹤股份有限公司"	"沪A"	""	""	"南京爱德发展有限公司"	"非上市"	"7114.81"	"2017-12-31"
"603733.SH"	"仙鹤股份"	"仙鹤股份有限公司"	"沪A"	""	""	"上海安兴汇东纸业有限公司"	"非上市"	"8183.44"	"2017-12-31"
"603733.SH"	"仙鹤股份"	"仙鹤股份有限公司"	"沪A"	""	""	"当纳利(中国)投资有限公司"	"非上市"	"8973.34"	"2017-12-31"
"603733.SH"	"仙鹤股份"	"仙鹤股份有限公司"	"沪A"	""	""	"夏王纸业公司"	"非上市"	"10781.08"	"2017-12-31"
"603737.SH"	"三棵树"	"三棵树涂料股份有限公司"	"沪A"	"100721.SEE"	""	"上海巨鸣升实业股份有限公司"	"其它"	"157.51"	"2016-03-31"
"603737.SH"	"三棵树"	"三棵树涂料股份有限公司"	"沪A"	""	""	"重庆庆科商贸有限公司"	"非上市"	"162.05"	"2016-03-31"
"603737.SH"	"三棵树"	"三棵树涂料股份有限公司"	"沪A"	"871132.OC"	""	"苏州百联节能科技股份有限公司"	"三板"	"608.42"	"2017-12-31"
"603737.SH"	"三棵树"	"三棵树涂料股份有限公司"	"沪A"	""	""	"广州恒大材料设备有限公司"	"非上市"	"630.98"	"2016-03-31"
"603737.SH"	"三棵树"	"三棵树涂料股份有限公司"	"沪A"	"000002.SZ"	"万科A"	"万科企业股份有限公司"	"深A"	"666.75"	"2016-03-31"
"603738.SH"	"泰晶科技"	"湖北泰晶电子科技股份有限公司"	"沪A"	""	""	"深圳市易百惠科技有限公司"	"非上市"	"240.62"	"2016-06-30"
"603738.SH"	"泰晶科技"	"湖北泰晶电子科技股份有限公司"	"沪A"	""	""	"福建众辰精密机芯有限公司"	"非上市"	"248.1"	"2016-06-30"
"603738.SH"	"泰晶科技"	"湖北泰晶电子科技股份有限公司"	"沪A"	"430590.OC"	""	"成都晶宝时频技术股份有限公司"	"三板"	"284.02"	"2016-06-30"
"603738.SH"	"泰晶科技"	"湖北泰晶电子科技股份有限公司"	"沪A"	""	""	"北京京鸿志科技有限公司"	"非上市"	"290.14"	"2016-06-30"
"603738.SH"	"泰晶科技"	"湖北泰晶电子科技股份有限公司"	"沪A"	""	""	"深圳市华辰钟表有限公司"	"非上市"	"335.04"	"2016-06-30"
"603738.SH"	"泰晶科技"	"湖北泰晶电子科技股份有限公司"	"沪A"	""	""	"福州小神龙表业技术研发有限公司"	"非上市"	"380.75"	"2016-06-30"
"603738.SH"	"泰晶科技"	"湖北泰晶电子科技股份有限公司"	"沪A"	""	""	"深圳市凯越翔电子有限公司"	"非上市"	"899.68"	"2016-06-30"
"603738.SH"	"泰晶科技"	"湖北泰晶电子科技股份有限公司"	"沪A"	""	""	"武汉晨龙电子有限公司"	"非上市"	"2089.34"	"2016-06-30"
"603757.SH"	"大元泵业"	"浙江大元泵业股份有限公司"	"沪A"	""	""	"台州市瓦尔福进出口有限公司"	"非上市"	"1778.72"	"2016-12-31"
"603758.SH"	"秦安股份"	"重庆秦安机电股份有限公司"	"沪A"	""	""	"东风裕隆汽车有限公司"	"非上市"	"490.5"	"2017-03-31"
"603758.SH"	"秦安股份"	"重庆秦安机电股份有限公司"	"沪A"	""	""	"上汽通用五菱汽车股份有限公司"	"非上市"	"1126.62"	"2017-03-31"
"603758.SH"	"秦安股份"	"重庆秦安机电股份有限公司"	"沪A"	""	""	"柳州五菱柳机动力有限公司"	"非上市"	"3579.27"	"2017-03-31"
"603758.SH"	"秦安股份"	"重庆秦安机电股份有限公司"	"沪A"	"000550.SZ"	"江铃汽车"	"江铃汽车股份有限公司"	"深A"	"3947.68"	"2017-03-31"
"603758.SH"	"秦安股份"	"重庆秦安机电股份有限公司"	"沪A"	""	""	"长安福特马自达汽车有限公司"	"非上市"	"21860.35"	"2017-03-31"
"603766.SH"	"隆鑫通用"	"隆鑫通用动力股份有限公司"	"沪A"	"831855.OC"	""	"浙江大农实业股份有限公司"	"三板"	"769.95"	"2017-12-31"
"603766.SH"	"隆鑫通用"	"隆鑫通用动力股份有限公司"	"沪A"	""	""	"福田雷沃国际重工股份有限公司潍坊车辆厂"	"非上市"	"17816.34"	"2015-12-31"
"603766.SH"	"隆鑫通用"	"隆鑫通用动力股份有限公司"	"沪A"	""	""	"Colombiana De Comercio S.A."	"非上市"	"25168.17"	"2015-12-31"
"603767.SH"	"中马传动"	"浙江中马传动股份有限公司"	"沪A"	""	""	"麦格纳动力总成(常州)有限公司"	"非上市"	"3837.37"	"2016-12-31"
"603767.SH"	"中马传动"	"浙江中马传动股份有限公司"	"沪A"	""	""	"广州新以利机械科技有限公司"	"非上市"	"4654.73"	"2016-12-31"
"603767.SH"	"中马传动"	"浙江中马传动股份有限公司"	"沪A"	"600166.SH"	"福田汽车"	"北汽福田汽车股份有限公司"	"沪A"	"5841.57"	"2016-12-31"
"603767.SH"	"中马传动"	"浙江中马传动股份有限公司"	"沪A"	"601633.SH"	"长城汽车"	"长城汽车股份有限公司"	"沪A"	"23998.09"	"2016-12-31"
"603768.SH"	"常青股份"	"合肥常青机械股份有限公司"	"沪A"	""	""	"黄山市江淮工贸有限公司"	"非上市"	"1675.36"	"2016-12-31"
"603768.SH"	"常青股份"	"合肥常青机械股份有限公司"	"沪A"	""	""	"安徽江淮专用汽车有限公司"	"非上市"	"2599.91"	"2016-12-31"
"603768.SH"	"常青股份"	"合肥常青机械股份有限公司"	"沪A"	""	""	"北京福田戴姆勒汽车有限公司"	"非上市"	"9488.83"	"2016-12-31"
"603768.SH"	"常青股份"	"合肥常青机械股份有限公司"	"沪A"	""	""	"奇瑞汽车股份有限公司"	"非上市"	"24116.4"	"2016-12-31"
"603768.SH"	"常青股份"	"合肥常青机械股份有限公司"	"沪A"	"600418.SH"	"江淮汽车"	"安徽江淮汽车集团股份有限公司"	"沪A"	"77633.73"	"2016-12-31"
"603773.SH"	"沃格光电"	"江西沃格光电股份有限公司"	"沪A"	""	""	"深超光电(深圳)有限公司"	"非上市"	"1338.5"	"2017-12-31"
"603773.SH"	"沃格光电"	"江西沃格光电股份有限公司"	"沪A"	"2475.TW"	""	"中华映管股份有限公司"	"深B"	"10890.74"	"2017-12-31"
"603773.SH"	"沃格光电"	"江西沃格光电股份有限公司"	"沪A"	"000050.SZ"	"深天马A"	"天马微电子股份有限公司"	"深A"	"38081.77"	"2017-12-31"
"603773.SH"	"沃格光电"	"江西沃格光电股份有限公司"	"沪A"	"000725.SZ"	"京东方A"	"京东方科技集团股份有限公司"	"深A"	"6326.12"	"2017-12-31"
"603773.SH"	"沃格光电"	"江西沃格光电股份有限公司"	"沪A"	"000100.SZ"	"TCL集团"	"TCL集团股份有限公司"	"深A"	"7049.69"	"2017-12-31"
"603776.SH"	"永安行"	"永安行科技股份有限公司"	"沪A"	"834700.OC"	""	"山东征途信息科技股份有限公司"	"三板"	"129.33"	"2017-12-31"
"603776.SH"	"永安行"	"永安行科技股份有限公司"	"沪A"	""	""	"昆山市城市综合管理处"	"非上市"	"2223.18"	"2016-12-31"
"603776.SH"	"永安行"	"永安行科技股份有限公司"	"沪A"	""	""	"徐州市城市管理局"	"非上市"	"2453.55"	"2016-12-31"
"603776.SH"	"永安行"	"永安行科技股份有限公司"	"沪A"	""	""	"四川庞瑞科技有限公司"	"非上市"	"2468.07"	"2016-12-31"
"603776.SH"	"永安行"	"永安行科技股份有限公司"	"沪A"	""	""	"南京公共自行车有限公司"	"非上市"	"3432.87"	"2016-12-31"
"603776.SH"	"永安行"	"永安行科技股份有限公司"	"沪A"	""	""	"潍坊市公共自行车管理中心(潍坊市城市管理行政执法局)"	"非上市"	"6221.94"	"2016-12-31"
"603777.SH"	"来伊份"	"上海来伊份股份有限公司"	"沪A"	""	""	"上海通用汽车有限公司"	"非上市"	"582.46"	"2016-06-30"
"603777.SH"	"来伊份"	"上海来伊份股份有限公司"	"沪A"	""	""	"上海爱乐食品有限公司"	"非上市"	"952.14"	"2016-06-30"
"603777.SH"	"来伊份"	"上海来伊份股份有限公司"	"沪A"	""	""	"启东爱味食品有限公司"	"非上市"	"1205.29"	"2016-06-30"
"603778.SH"	"乾景园林"	"北京乾景园林股份有限公司"	"沪A"	""	""	"赤峰新区管理委员会"	"非上市"	"4495.18"	"2016-12-31"
"603778.SH"	"乾景园林"	"北京乾景园林股份有限公司"	"沪A"	""	""	"南京新浩宁房地产开发有限公司"	"非上市"	"15424.01"	"2016-12-31"
"603779.SH"	"威龙股份"	"威龙葡萄酒股份有限公司"	"沪A"	""	""	"嘉兴市鲁威酒业有限公司"	"非上市"	"3030.16"	"2015-12-31"
"603779.SH"	"威龙股份"	"威龙葡萄酒股份有限公司"	"沪A"	""	""	"杭州新地达贸易有限公司"	"非上市"	"5083.86"	"2015-12-31"
"603787.SH"	"新日股份"	"江苏新日电动车股份有限公司"	"沪A"	""	""	"济南鲁轻电动车有限公司"	"非上市"	"2118.71"	"2016-12-31"
"603787.SH"	"新日股份"	"江苏新日电动车股份有限公司"	"沪A"	""	""	"扬州市探星电动车有限公司"	"非上市"	"2350.4"	"2016-12-31"
"603787.SH"	"新日股份"	"江苏新日电动车股份有限公司"	"沪A"	""	""	"顺丰速运有限公司"	"非上市"	"2900.33"	"2016-12-31"
"603787.SH"	"新日股份"	"江苏新日电动车股份有限公司"	"沪A"	""	""	"福州远界贸易有限公司"	"非上市"	"3676.99"	"2016-12-31"
"603788.SH"	"宁波高发"	"宁波高发汽车控制系统股份有限公司"	"沪A"	"000951.SZ"	"中国重汽"	"中国重汽集团济南卡车股份有限公司"	"深A"	"1766.5"	"2014-09-30"
"603788.SH"	"宁波高发"	"宁波高发汽车控制系统股份有限公司"	"沪A"	"600066.SH"	"宇通客车"	"郑州宇通客车股份有限公司"	"沪A"	"2667.26"	"2014-09-30"
"603788.SH"	"宁波高发"	"宁波高发汽车控制系统股份有限公司"	"沪A"	""	""	"浙江远景汽配有限公司"	"非上市"	"3506.5"	"2014-09-30"
"603788.SH"	"宁波高发"	"宁波高发汽车控制系统股份有限公司"	"沪A"	""	""	"上汽大众汽车有限公司"	"非上市"	"6967.01"	"2014-09-30"
"603789.SH"	"星光农机"	"星光农机股份有限公司"	"沪A"	""	""	"庐江县潜川农业机械有限责任公司"	"非上市"	"1283.65"	"2014-12-31"
"603789.SH"	"星光农机"	"星光农机股份有限公司"	"沪A"	""	""	"定远县三赢农业装备有限责任公司"	"非上市"	"1737.98"	"2014-12-31"
"603789.SH"	"星光农机"	"星光农机股份有限公司"	"沪A"	""	""	"安徽省寿县金磊农机销售有限公司"	"非上市"	"1883.88"	"2014-12-31"
"603789.SH"	"星光农机"	"星光农机股份有限公司"	"沪A"	""	""	"宁波苏玛国际贸易有限公司"	"非上市"	"2696.58"	"2014-12-31"
"603789.SH"	"星光农机"	"星光农机股份有限公司"	"沪A"	""	""	"湖州科神机械贸易有限公司"	"非上市"	"3371.18"	"2014-12-31"
"603798.SH"	"康普顿"	"青岛康普顿科技股份有限公司"	"沪A"	"430218.OC"	""	"一鑫达(天津)科技股份有限公司"	"三板"	"175.31"	"2017-12-31"
"603798.SH"	"康普顿"	"青岛康普顿科技股份有限公司"	"沪A"	""	""	"青岛鑫祥琳润滑油有限公司"	"非上市"	"1221.23"	"2017-12-31"
"603798.SH"	"康普顿"	"青岛康普顿科技股份有限公司"	"沪A"	""	""	"乌鲁木齐市金丰达商贸有限公司"	"非上市"	"1263.62"	"2017-12-31"
"603798.SH"	"康普顿"	"青岛康普顿科技股份有限公司"	"沪A"	""	""	"烟台捷达润滑油有限公司"	"非上市"	"2414.55"	"2017-12-31"
"603798.SH"	"康普顿"	"青岛康普顿科技股份有限公司"	"沪A"	""	""	"青岛中天君和贸易有限公司"	"非上市"	"3139.95"	"2017-12-31"
"603798.SH"	"康普顿"	"青岛康普顿科技股份有限公司"	"沪A"	""	""	"唐山市烯润科技发展有限公司"	"非上市"	"3299.79"	"2017-12-31"
"603799.SH"	"华友钴业"	"浙江华友钴业股份有限公司"	"沪A"	"837234.OC"	""	"江苏卡欧化工股份有限公司"	"三板"	"80.43"	"2016-12-31"
"603799.SH"	"华友钴业"	"浙江华友钴业股份有限公司"	"沪A"	"833757.OC"	""	"新乡天力锂能股份有限公司"	"三板"	"221.54"	"2016-12-31"
"603799.SH"	"华友钴业"	"浙江华友钴业股份有限公司"	"沪A"	""	""	"天津巴莫科技股份有限公司"	"非上市"	"8141.93"	"2014-06-30"
"603799.SH"	"华友钴业"	"浙江华友钴业股份有限公司"	"沪A"	"835930.OC"	""	"湖南杉杉能源科技股份有限公司"	"三板"	"12505.34"	"2014-06-30"
"603801.SH"	"志邦股份"	"志邦厨柜股份有限公司"	"沪A"	""	""	"北京智慧家厨房设备有限公司"	"非上市"	"4150.51"	"2016-12-31"
"603801.SH"	"志邦股份"	"志邦厨柜股份有限公司"	"沪A"	""	""	"恒大地产集团有限公司(深圳)"	"非上市"	"11011.14"	"2016-12-31"
"603803.SH"	"瑞斯康达"	"瑞斯康达科技发展股份有限公司"	"沪A"	"600804.SH"	"鹏博士"	"鹏博士电信传媒集团股份有限公司"	"沪A"	"13897.57"	"2016-06-30"
"603803.SH"	"瑞斯康达"	"瑞斯康达科技发展股份有限公司"	"沪A"	"870891.OC"	""	"湖北泰龙互联通信股份有限公司"	"三板"	"18.93"	"2017-12-31"
"603803.SH"	"瑞斯康达"	"瑞斯康达科技发展股份有限公司"	"沪A"	"871302.OC"	""	"福建省亿坤通信股份有限公司"	"三板"	"1061.65"	"2017-12-31"
"603803.SH"	"瑞斯康达"	"瑞斯康达科技发展股份有限公司"	"沪A"	"0728.HK"	""	"中国电信股份有限公司"	"深A"	"3835.29"	"2016-12-31"
"603803.SH"	"瑞斯康达"	"瑞斯康达科技发展股份有限公司"	"沪A"	""	""	"中国电信集团江苏省电信有限公司"	"非上市"	"4624.41"	"2016-12-31"
"603803.SH"	"瑞斯康达"	"瑞斯康达科技发展股份有限公司"	"沪A"	"600996.SH"	"贵广网络"	"贵州省广播电视信息网络股份有限公司"	"沪A"	"5016.65"	"2016-12-31"
"603803.SH"	"瑞斯康达"	"瑞斯康达科技发展股份有限公司"	"沪A"	""	""	"中国移动通信集团河北有限公司"	"非上市"	"5352.94"	"2016-12-31"
"603803.SH"	"瑞斯康达"	"瑞斯康达科技发展股份有限公司"	"沪A"	""	""	"中国联合网络通信集团有限公司"	"非上市"	"8060.1"	"2016-12-31"
"603806.SH"	"福斯特"	"杭州福斯特应用材料股份有限公司"	"沪A"	""	""	"浙江正泰太阳能科技有限公司"	"非上市"	"10217.75"	"2014-06-30"
"603806.SH"	"福斯特"	"杭州福斯特应用材料股份有限公司"	"沪A"	""	""	"保定天威英利新能源有限公司"	"非上市"	"10778.84"	"2014-06-30"
"603806.SH"	"福斯特"	"杭州福斯特应用材料股份有限公司"	"沪A"	""	""	"晶科能源有限公司"	"非上市"	"11815.54"	"2014-06-30"
"603806.SH"	"福斯特"	"杭州福斯特应用材料股份有限公司"	"沪A"	"K3KD.SG"	""	"天合光能股份有限公司"	"其它"	"12056.13"	"2014-06-30"
"603806.SH"	"福斯特"	"杭州福斯特应用材料股份有限公司"	"沪A"	""	""	"常熟阿特斯阳光电力科技有限公司"	"非上市"	"15661.83"	"2014-06-30"
"603808.SH"	"歌力思"	"深圳歌力思服饰股份有限公司"	"沪A"	"600859.SH"	"王府井"	"王府井集团股份有限公司"	"沪A"	"1439.01"	"2014-09-30"
"603808.SH"	"歌力思"	"深圳歌力思服饰股份有限公司"	"沪A"	"002419.SZ"	"天虹股份"	"天虹商场股份有限公司"	"深A"	"1565.33"	"2014-09-30"
"603808.SH"	"歌力思"	"深圳歌力思服饰股份有限公司"	"沪A"	""	""	"陕西伊人品牌管理有限公司"	"非上市"	"1994.43"	"2014-09-30"
"603808.SH"	"歌力思"	"深圳歌力思服饰股份有限公司"	"沪A"	""	""	"昆明市格雷苏贸易有限公司"	"非上市"	"2935.98"	"2014-09-30"
"603809.SH"	"豪能股份"	"成都豪能科技股份有限公司"	"沪A"	""	""	"中国第一汽车股份有限公司"	"非上市"	"1563.9"	"2017-06-30"
"603809.SH"	"豪能股份"	"成都豪能科技股份有限公司"	"沪A"	""	""	"大众汽车(中国)投资有限公司"	"非上市"	"3899.87"	"2017-06-30"
"603809.SH"	"豪能股份"	"成都豪能科技股份有限公司"	"沪A"	""	""	"GETRAG ASIA PACIFIC GMBH & CO.KG"	"非上市"	"4646.46"	"2017-06-30"
"603809.SH"	"豪能股份"	"成都豪能科技股份有限公司"	"沪A"	""	""	"陕西法士特齿轮有限责任公司"	"非上市"	"5018.45"	"2017-06-30"
"603809.SH"	"豪能股份"	"成都豪能科技股份有限公司"	"沪A"	""	""	"中国长安汽车集团股份有限公司"	"非上市"	"6003.7"	"2017-06-30"
"603809.SH"	"豪能股份"	"成都豪能科技股份有限公司"	"沪A"	""	""	"上海汽车变速器有限公司"	"非上市"	"7235.94"	"2017-06-30"
"603811.SH"	"诚意药业"	"浙江诚意药业股份有限公司"	"沪A"	"836518.OC"	""	"扬州中宝药业股份有限公司"	"三板"	"197.44"	"2017-12-31"
"603811.SH"	"诚意药业"	"浙江诚意药业股份有限公司"	"沪A"	""	""	"上海现代哈森(商丘)药业有限公司"	"非上市"	"888.55"	"2017-12-31"
"603811.SH"	"诚意药业"	"浙江诚意药业股份有限公司"	"沪A"	""	""	"安徽省华安进出口有限公司"	"非上市"	"1000.21"	"2017-12-31"
"603811.SH"	"诚意药业"	"浙江诚意药业股份有限公司"	"沪A"	""	""	"广东天之海医药有限公司"	"非上市"	"2174.38"	"2017-12-31"
"603813.SH"	"原尚股份"	"广东原尚物流股份有限公司"	"沪A"	""	""	"上海汇众萨克斯减振器有限公司"	"非上市"	"305.4"	"2017-06-30"
"603813.SH"	"原尚股份"	"广东原尚物流股份有限公司"	"沪A"	"601799.SH"	"星宇股份"	"常州星宇车灯股份有限公司"	"沪A"	"650.58"	"2017-06-30"
"603813.SH"	"原尚股份"	"广东原尚物流股份有限公司"	"沪A"	"603358.SH"	"华达科技"	"华达汽车科技股份有限公司"	"沪A"	"793.92"	"2017-06-30"
"603813.SH"	"原尚股份"	"广东原尚物流股份有限公司"	"沪A"	""	""	"武汉东本储运有限公司"	"非上市"	"969.05"	"2017-06-30"
"603813.SH"	"原尚股份"	"广东原尚物流股份有限公司"	"沪A"	""	""	"江苏京东信息技术有限公司"	"非上市"	"1039.52"	"2017-06-30"
