"stock_code"	"chi_sht"	"com_name"	"block_name"
"601318.SH"	"中国平安"	"中国平安保险(集团)股份有限公司"	"参股药明康德"
"601628.SH"	"中国人寿"	"中国人寿保险股份有限公司"	"参股药明康德"
"000628.SZ"	"高新发展"	"成都高新发展股份有限公司"	"参股金融"
"002090.SZ"	"金智科技"	"江苏金智科技股份有限公司"	"参股金融"
"600739.SH"	"辽宁成大"	"辽宁成大股份有限公司"	"参股金融"
"000531.SZ"	"穗恒运A"	"广州恒运企业集团股份有限公司"	"参股金融"
"600643.SH"	"爱建集团"	"上海爱建集团股份有限公司"	"参股金融"
"600120.SH"	"浙江东方"	"浙江东方集团股份有限公司"	"参股金融"
"000652.SZ"	"泰达股份"	"天津泰达股份有限公司"	"参股金融"
"000046.SZ"	"泛海控股"	"泛海控股股份有限公司"	"参股金融"
"000416.SZ"	"民生控股"	"民生控股股份有限公司"	"参股金融"
"600310.SH"	"桂东电力"	"广西桂东电力股份有限公司"	"参股金融"
"600533.SH"	"栖霞建设"	"南京栖霞建设股份有限公司"	"参股金融"
"600128.SH"	"弘业股份"	"江苏弘业股份有限公司"	"参股金融"
"002357.SZ"	"富临运业"	"四川富临运业集团股份有限公司"	"参股金融"
"600155.SH"	"宝硕股份"	"河北宝硕股份有限公司"	"参股金融"
"600864.SH"	"哈投股份"	"哈尔滨哈投投资股份有限公司"	"参股金融"
"601216.SH"	"君正集团"	"内蒙古君正能源化工集团股份有限公司"	"参股金融"
"000623.SZ"	"吉林敖东"	"吉林敖东药业集团股份有限公司"	"参股金融"
"600191.SH"	"华资实业"	"包头华资实业股份有限公司"	"参股金融"
"000936.SZ"	"华西股份"	"江苏华西村股份有限公司"	"参股金融"
"000850.SZ"	"华茂股份"	"安徽华茂纺织股份有限公司"	"参股金融"
"600826.SH"	"兰生股份"	"上海兰生股份有限公司"	"参股金融"
"600881.SH"	"亚泰集团"	"吉林亚泰（集团）股份有限公司"	"参股金融"
"000540.SZ"	"中天金融"	"中天金融集团股份有限公司"	"参股金融"
"000828.SZ"	"东莞控股"	"东莞发展控股股份有限公司"	"参股金融"
"600811.SH"	"东方集团"	"东方集团股份有限公司"	"参股金融"
"600747.SH"	"*ST大控"	"大连大显控股股份有限公司"	"参股金融"
"600380.SH"	"健康元"	"健康元药业集团股份有限公司"	"参股银河证券"
"601607.SH"	"上海医药"	"上海医药集团股份有限公司"	"参股银河证券"
"600630.SH"	"龙头股份"	"上海龙头(集团)股份有限公司"	"参股银行"
"002229.SZ"	"鸿博股份"	"鸿博股份有限公司"	"参股银行"
"600900.SH"	"长江电力"	"中国长江电力股份有限公司"	"参股银行"
"000510.SZ"	"金路集团"	"四川金路集团股份有限公司"	"参股银行"
"002721.SZ"	"金一文化"	"北京金一文化发展股份有限公司"	"参股银行"
"000766.SZ"	"通化金马"	"通化金马药业集团股份有限公司"	"参股银行"
"002828.SZ"	"贝肯能源"	"新疆贝肯能源工程股份有限公司"	"参股银行"
"600057.SH"	"象屿股份"	"厦门象屿股份有限公司"	"参股银行"
"600326.SH"	"西藏天路"	"西藏天路股份有限公司"	"参股银行"
"600291.SH"	"西水股份"	"内蒙古西水创业股份有限公司"	"参股银行"
"000678.SZ"	"襄阳轴承"	"襄阳汽车轴承股份有限公司"	"参股银行"
"002622.SZ"	"融钰集团"	"融钰集团股份有限公司"	"参股银行"
"300355.SZ"	"蒙草生态"	"内蒙古和信园蒙草抗旱绿化股份有限公司"	"参股银行"
"600175.SH"	"美都能源"	"美都能源股份有限公司"	"参股银行"
"600606.SH"	"绿地控股"	"绿地控股集团股份有限公司"	"参股银行"
"603116.SH"	"红蜻蜓"	"江红蜻蜓鞋业股份有限公司"	"参股银行"
"002697.SZ"	"红旗连锁"	"成都红旗连锁股份有限公司"	"参股银行"
"002118.SZ"	"紫鑫药业"	"吉林紫鑫药业股份有限公司"	"参股银行"
"600033.SH"	"福建高速"	"福建发展高速公路股份有限公司"	"参股银行"
"600802.SH"	"福建水泥"	"福建水泥股份有限公司"	"参股银行"
"000543.SZ"	"皖能电力"	"安徽皖能股份有限公司"	"参股银行"
"002714.SZ"	"牧原股份"	"牧原食品股份有限公司"	"参股银行"
"600599.SH"	"熊猫金控"	"熊猫金控股份有限公司"	"参股银行"
"000100.SZ"	"TCL集团"	"TCL集团股份有限公司"	"参股银行"
"600641.SH"	"万业企业"	"上海万业企业股份有限公司"	"参股银行"
"600031.SH"	"三一重工"	"三一重工股份有限公司"	"参股银行"
"600293.SH"	"三峡新材"	"湖北三峡新型建材股份有限公司"	"参股银行"
"600018.SH"	"上港集团"	"上海国际港务（集团）股份有限公司"	"参股银行"
"600811.SH"	"东方集团"	"东方集团股份有限公司"	"参股银行"
"600249.SH"	"两面针"	"柳州两面针股份有限公司"	"参股银行"
"600030.SH"	"中信证券"	"中信证券股份有限公司"	"参股银行"
"601628.SH"	"中国人寿"	"中国人寿保险股份有限公司"	"参股银行"
"600056.SH"	"中国医药"	"中国医药健康产业股份有限公司"	"参股银行"
"601601.SH"	"中国太保"	"中国太平洋保险(集团)股份有限公司"	"参股银行"
"601318.SH"	"中国平安"	"中国平安保险(集团)股份有限公司"	"参股银行"
"000039.SZ"	"中集集团"	"中国国际海运集装箱（集团）股份有限公司"	"参股银行"
"002059.SZ"	"云南旅游"	"云南旅游股份有限公司"	"参股银行"
"000551.SZ"	"创元科技"	"创元科技股份有限公司"	"参股银行"
"601777.SH"	"力帆股份"	"力帆实业(集团)股份有限公司"	"参股银行"
"600503.SH"	"华丽家族"	"华丽家族股份有限公司"	"参股银行"
"600191.SH"	"华资实业"	"包头华资实业股份有限公司"	"参股银行"
"600064.SH"	"南京高科"	"南京高科股份有限公司"	"参股银行"
"600282.SH"	"南钢股份"	"南京钢铁股份有限公司"	"参股银行"
"002277.SZ"	"友阿股份"	"湖南友谊阿波罗商业股份有限公司"	"参股银行"
"601929.SH"	"吉视传媒"	"吉视传媒股份有限公司"	"参股银行"
"300111.SZ"	"向日葵"	"浙江向日葵光能科技股份有限公司"	"参股银行"
"600327.SH"	"大东方"	"无锡商业大厦大东方股份有限公司"	"参股银行"
"600222.SH"	"太龙药业"	"河南太龙药业股份有限公司"	"参股银行"
"600350.SH"	"山东高速"	"山东高速股份有限公司"	"参股银行"
"600567.SH"	"山鹰纸业"	"山鹰国际控股股份公司"	"参股银行"
"002444.SZ"	"巨星科技"	"杭州巨星科技股份有限公司"	"参股银行"
"603308.SH"	"应流股份"	"安徽应流机电股份有限公司"	"参股银行"
"600153.SH"	"建发股份"	"厦门建发股份有限公司"	"参股银行"
"600272.SH"	"开开实业"	"上海开开实业股份有限公司"	"参股银行"
"002054.SZ"	"德美化工"	"广东德美精细化工集团股份有限公司"	"参股银行"
"000703.SZ"	"恒逸石化"	"恒逸石化股份有限公司"	"参股银行"
"000620.SZ"	"新华联"	"新华联文化旅游发展股份有限公司"	"参股银行"
"000876.SZ"	"新希望"	"新希望六和股份有限公司"	"参股银行"
"600869.SH"	"智慧能源"	"远东智慧能源股份有限公司"	"参股银行"
"600884.SH"	"杉杉股份"	"宁波杉杉股份有限公司"	"参股银行"
"600533.SH"	"栖霞建设"	"南京栖霞建设股份有限公司"	"参股银行"
"600873.SH"	"梅花生物"	"梅花生物科技集团股份有限公司"	"参股银行"
"000416.SZ"	"民生控股"	"民生控股股份有限公司"	"参股银行"
"300187.SZ"	"永清环保"	"永清环保股份有限公司"	"参股银行"
"600981.SH"	"汇鸿集团"	"江苏汇鸿国际集团股份有限公司"	"参股银行"
"002412.SZ"	"汉森制药"	"湖南汉森制药股份有限公司"	"参股银行"
"002489.SZ"	"浙江永强"	"浙江永强集团股份有限公司"	"参股银行"
"600352.SH"	"浙江龙盛"	"浙江龙盛集团股份有限公司"	"参股银行"
"002203.SZ"	"海亮股份"	"浙江海亮股份有限公司"	"参股银行"
"000566.SZ"	"海南海药"	"海南海药股份有限公司"	"参股银行"
"000861.SZ"	"海印股份"	"广东海印集团股份有限公司"	"参股银行"
"600548.SH"	"深高速"	"深圳高速公路股份有限公司"	"参股银行"
"601678.SH"	"滨化股份"	"滨化集团股份有限公司"	"参股银行"
"300240.SZ"	"飞力达"	"江苏飞力达国际物流股份有限公司"	"双十一"
"002352.SZ"	"顺丰控股"	"顺丰控股股份有限公司"	"双十一"
"002120.SZ"	"韵达股份"	"韵达控股股份有限公司"	"双十一"
"603066.SH"	"音飞储存"	"南京音飞储存设备(集团)股份有限公司"	"双十一"
"600119.SH"	"长江投资"	"长发集团长江投资实业股份有限公司"	"双十一"
"603611.SH"	"诺力股份"	"诺力智能装备股份有限公司"	"双十一"
"002024.SZ"	"苏宁易购"	"苏宁易购集团股份有限公司"	"双十一"
"002468.SZ"	"申通快递"	"申通快递股份有限公司"	"双十一"
"002095.SZ"	"生意宝"	"浙江网盛生意宝股份有限公司"	"双十一"
"002315.SZ"	"焦点科技"	"焦点科技股份有限公司"	"双十一"
"002251.SZ"	"步步高"	"步步高商业连锁股份有限公司"	"双十一"
"300013.SZ"	"新宁物流"	"江苏新宁现代物流股份有限公司"	"双十一"
"300413.SZ"	"快乐购"	"快乐购物股份有限公司"	"双十一"
"600415.SH"	"小商品城"	"浙江中国小商品城集团股份有限公司"	"双十一"
"600270.SH"	"外运发展"	"中外运空运发展股份有限公司"	"双十一"
"600233.SH"	"圆通速递"	"圆通速递股份有限公司"	"双十一"
"300350.SZ"	"华鹏飞"	"深圳市华鹏飞现代物流股份有限公司"	"双十一"
"000759.SZ"	"中百集团"	"中百控股集团股份有限公司"	"双十一"
"600787.SH"	"中储股份"	"中储发展股份有限公司"	"双十一"
"300486.SZ"	"东杰智能"	"山西东杰智能物流装备股份有限公司"	"双十一"
"600237.SH"	"铜峰电子"	"安徽铜峰电子股份有限公司"	"双向拉伸聚酯薄膜"
"300305.SZ"	"裕兴股份"	"江苏裕兴薄膜科技股份有限公司"	"双向拉伸聚酯薄膜"
"000859.SZ"	"国风塑业"	"安徽国风塑业股份有限公司"	"双向拉伸聚酯薄膜"
"002585.SZ"	"双星新材"	"江苏双星彩塑新材料股份有限公司"	"双向拉伸聚酯薄膜"
"002389.SZ"	"南洋科技"	"浙江南洋科技股份有限公司"	"双向拉伸聚酯薄膜"
"000973.SZ"	"佛塑科技"	"佛山佛塑科技集团股份有限公司"	"双向拉伸聚酯薄膜"
"601208.SH"	"东材科技"	"四川东材科技集团股份有限公司"	"双向拉伸聚酯薄膜"
"600074.SH"	"*ST保千"	"江苏保千里视像科技集团股份有限公司"	"双向拉伸聚酯薄膜"
"002263.SZ"	"*ST东南"	"浙江大东南股份有限公司"	"双向拉伸聚酯薄膜"
"600506.SH"	"香梨股份"	"新疆库尔勒香梨股份有限公司"	"反关税"
"002477.SZ"	"雏鹰农牧"	"雏鹰农牧集团股份有限公司"	"反关税"
"002548.SZ"	"金新农"	"深圳市金新农科技股份有限公司"	"反关税"
"600127.SH"	"金健米业"	"金健米业股份有限公司"	"反关税"
"300087.SZ"	"荃银高科"	"安徽荃银高科种业股份有限公司"	"反关税"
"601952.SH"	"苏垦农发"	"江苏省农垦农业发展股份有限公司"	"反关税"
"603609.SH"	"禾丰牧业"	"辽宁禾丰牧业股份有限公司"	"反关税"
"300189.SZ"	"神农基因"	"海南神农基因科技股份有限公司"	"反关税"
"002041.SZ"	"登海种业"	"山东登海种业股份有限公司"	"反关税"
"002714.SZ"	"牧原股份"	"牧原食品股份有限公司"	"反关税"
"300498.SZ"	"温氏股份"	"广东温氏食品集团股份有限公司"	"反关税"
"002157.SZ"	"正邦科技"	"江西正邦科技股份有限公司"	"反关税"
"000702.SZ"	"正虹科技"	"湖南正虹科技发展股份有限公司"	"反关税"
"300175.SZ"	"朗源股份"	"朗源股份有限公司"	"反关税"
"600359.SH"	"新农开发"	"新疆塔里木农业综合开发股份有限公司"	"反关税"
"600975.SH"	"新五丰"	"湖南新五丰股份有限公司"	"反关税"
"600354.SH"	"敦煌种业"	"甘肃省敦煌种业股份有限公司"	"反关税"
"603336.SH"	"宏辉果蔬"	"宏辉果蔬股份有限公司"	"反关税"
"600467.SH"	"好当家"	"山东好当家海洋发展股份有限公司"	"反关税"
"002124.SZ"	"天邦股份"	"宁波天邦股份有限公司"	"反关税"
"002505.SZ"	"大康农业"	"湖南大康国际农业食品股份有限公司"	"反关税"
"002385.SZ"	"大北农"	"北京大北农科技集团股份有限公司"	"反关税"
"300094.SZ"	"国联水产"	"湛江国联水产开发股份有限公司"	"反关税"
"002567.SZ"	"唐人神"	"唐人神集团股份有限公司"	"反关税"
"600598.SH"	"北大荒"	"黑龙江北大荒农业股份有限公司"	"反关税"
"603363.SH"	"傲农生物"	"福建傲农生物科技集团股份有限公司"	"反关税"
"002772.SZ"	"众兴菌业"	"天水众兴菌业科技股份有限公司"	"反关税"
"002746.SZ"	"仙坛股份"	"山东仙坛股份有限公司"	"反关税"
"600108.SH"	"亚盛集团"	"甘肃亚盛实业(集团)股份有限公司"	"反关税"
"000713.SZ"	"丰乐种业"	"合肥丰乐种业股份有限公司"	"反关税"
"600371.SH"	"万向德农"	"万向德农股份有限公司"	"反关税"
"002414.SZ"	"高德红外"	"武汉高德红外股份有限公司"	"反恐"
"600565.SH"	"迪马股份"	"重庆市迪马实业股份有限公司"	"反恐"
"002528.SZ"	"英飞拓"	"深圳英飞拓科技股份有限公司"	"反恐"
"600855.SH"	"航天长峰"	"北京航天长峰股份有限公司"	"反恐"
"002583.SZ"	"海能达"	"海能达通信股份有限公司"	"反恐"
"002415.SZ"	"海康威视"	"杭州海康威视数字技术股份有限公司"	"反恐"
"002254.SZ"	"泰和新材"	"烟台泰和新材料股份有限公司"	"反恐"
"002362.SZ"	"汉王科技"	"汉王科技股份有限公司"	"反恐"
"300229.SZ"	"拓尔思"	"北京拓尔思信息技术股份有限公司"	"反恐"
"002308.SZ"	"威创股份"	"威创集团股份有限公司"	"反恐"
"002214.SZ"	"大立科技"	"浙江大立科技股份有限公司"	"反恐"
"002236.SZ"	"大华股份"	"浙江大华技术股份有限公司"	"反恐"
"600100.SH"	"同方股份"	"同方股份有限公司"	"反恐"
"300074.SZ"	"华平股份"	"华平信息技术股份有限公司"	"反恐"
"600728.SH"	"佳都科技"	"佳都新太科技股份有限公司"	"反恐"
"600760.SH"	"中航沈飞"	"中航沈飞股份有限公司"	"反恐"
"002298.SZ"	"中电鑫龙"	"安徽中电兴发与鑫龙科技股份有限公司"	"反恐"
"300367.SZ"	"东方网力"	"东方网力科技股份有限公司"	"反恐"
"603766.SH"	"隆鑫通用"	"隆鑫通用动力股份有限公司"	"发动机"
"300034.SZ"	"钢研高纳"	"北京钢研高纳科技股份有限公司"	"发动机"
"600391.SH"	"航发科技"	"中国航发航空科技股份有限公司"	"发动机"
"000738.SZ"	"航发控制"	"中国航发动力控制股份有限公司"	"发动机"
"600893.SH"	"航发动力"	"中航动力股份有限公司"	"发动机"
"002715.SZ"	"登云股份"	"怀集登云汽配股份有限公司"	"发动机"
"000880.SZ"	"潍柴重机"	"潍柴重机股份有限公司"	"发动机"
"000338.SZ"	"潍柴动力"	"潍柴动力股份有限公司"	"发动机"
"603319.SH"	"湘油泵"	"湖南机油泵股份有限公司"	"发动机"
"300228.SZ"	"富瑞特装"	"张家港富瑞特种装备股份有限公司"	"发动机"
"001696.SZ"	"宗申动力"	"重庆宗申动力机械股份有限公司"	"发动机"
"000581.SZ"	"威孚高科"	"无锡威孚高科技集团股份有限公司"	"发动机"
"600375.SH"	"华菱星马"	"华菱星马汽车(集团)股份有限公司"	"发动机"
"000903.SZ"	"云内动力"	"昆明云内动力股份有限公司"	"发动机"
"000887.SZ"	"中鼎股份"	"安徽中鼎密封件股份有限公司"	"发动机"
"000617.SZ"	"中油资本"	"中国石油集团资本股份有限公司"	"发动机"
"600178.SH"	"东安动力"	"哈尔滨东安汽车动力股份有限公司"	"发动机"
"600841.SH"	"上柴股份"	"上海柴油机股份有限公司"	"发动机"
"000816.SZ"	"*ST慧业"	"江苏农华智慧农业科技股份有限公司"	"发动机"
"002226.SZ"	"江南化工"	"安徽江南化工股份有限公司"	"发泡餐具解禁"
"600281.SH"	"太化股份"	"太原化工股份有限公司"	"发泡餐具解禁"
"600481.SH"	"双良节能"	"双良节能系统股份有限公司"	"发泡餐具解禁"
"000059.SZ"	"华锦股份"	"北方华锦化学工业股份有限公司"	"发泡餐具解禁"
"601857.SH"	"中国石油"	"中国石油天然气股份有限公司"	"发泡餐具解禁"
"000422.SZ"	"*ST宜化"	"湖北宜化化工股份有限公司"	"发泡餐具解禁"
"600143.SH"	"金发科技"	"金发科技股份有限公司"	"发电纤维"
"600516.SH"	"方大炭素"	"方大炭素新材料科技股份有限公司"	"发电纤维"
"600146.SH"	"商赢环球"	"商赢环球股份有限公司"	"发电纤维"
"000420.SZ"	"吉林化纤"	"吉林化纤股份有限公司"	"发电纤维"
"000928.SZ"	"中钢国际"	"中钢国际工程技术股份有限公司"	"发电纤维"
"600422.SH"	"昆药集团"	"昆药集团股份有限公司"	"受益三七下跌"
"600535.SH"	"天士力"	"天士力医药集团股份有限公司"	"受益三七下跌"
"002317.SZ"	"众生药业"	"广东众生药业股份有限公司"	"受益三七下跌"
"000538.SZ"	"云南白药"	"云南白药集团股份有限公司"	"受益三七下跌"
"600252.SH"	"中恒集团"	"广西梧州中恒集团股份有限公司"	"受益三七下跌"
"300484.SZ"	"蓝海华腾"	"深圳市蓝海华腾技术股份有限公司"	"变频器"
"002334.SZ"	"英威腾"	"深圳市英威腾电气股份有限公司"	"变频器"
"002121.SZ"	"科陆电子"	"深圳市科陆电子科技股份有限公司"	"变频器"
"300124.SZ"	"汇川技术"	"深圳市汇川技术股份有限公司"	"变频器"
"002123.SZ"	"梦网荣信"	"梦网荣信科技集团股份有限公司"	"变频器"
"002169.SZ"	"智光电气"	"广州智光电气股份有限公司"	"变频器"
"002527.SZ"	"新时达"	"上海新时达电气股份有限公司"	"变频器"
"600268.SH"	"国电南自"	"国电南京自动化股份有限公司"	"变频器"
"300048.SZ"	"合康新能"	"北京合康新能科技股份有限公司"	"变频器"
"600580.SH"	"卧龙电气"	"卧龙电气集团股份有限公司"	"变频器"
"600405.SH"	"动力源"	"北京动力源科技股份有限公司"	"变频器"
"300040.SZ"	"九洲电气"	"哈尔滨九洲电气股份有限公司"	"变频器"
"300035.SZ"	"中科电气"	"湖南中科电气股份有限公司"	"变频器"
"600201.SH"	"生物股份"	"金宇生物技术股份有限公司"	"口蹄疫"
"300119.SZ"	"瑞普生物"	"天津瑞普生物技术股份有限公司"	"口蹄疫"
"603718.SH"	"海利生物"	"上海海利生物技术股份有限公司"	"口蹄疫"
"603566.SH"	"普莱柯"	"普莱柯生物工程股份有限公司"	"口蹄疫"
"002100.SZ"	"天康生物"	"新疆天康畜牧生物技术股份有限公司"	"口蹄疫"
"002007.SZ"	"华兰生物"	"华兰生物工程股份有限公司"	"口蹄疫"
"600195.SH"	"中牧股份"	"中牧实业股份有限公司"	"口蹄疫"
"603800.SH"	"道森股份"	"苏州道森钻采设备股份有限公司"	"可燃冰"
"300164.SZ"	"通源石油"	"西安通源石油科技股份有限公司"	"可燃冰"
"002828.SZ"	"贝肯能源"	"新疆贝肯能源工程股份有限公司"	"可燃冰"
"603699.SH"	"纽威股份"	"苏州纽威阀门股份有限公司"	"可燃冰"
"002278.SZ"	"神开股份"	"上海神开石油化工装备股份有限公司"	"可燃冰"
"000852.SZ"	"石化机械"	"中石化石油机械股份有限公司"	"可燃冰"
"300084.SZ"	"海默科技"	"海默科技(集团)股份有限公司"	"可燃冰"
"600583.SH"	"海油工程"	"海洋石油工程股份有限公司"	"可燃冰"
"002353.SZ"	"杰瑞股份"	"烟台杰瑞石油服务集团股份有限公司"	"可燃冰"
"002554.SZ"	"惠博普"	"华油惠博普科技股份有限公司"	"可燃冰"
"300157.SZ"	"恒泰艾普"	"恒泰艾普石油天然气技术服务股份有限公司"	"可燃冰"
"600248.SH"	"延长化建"	"陕西延长石油化建股份有限公司"	"可燃冰"
"002490.SZ"	"山东墨龙"	"山东墨龙石油机械股份有限公司"	"可燃冰"
"300023.SZ"	"宝德股份"	"西安宝德自动化股份有限公司"	"可燃冰"
"603036.SH"	"如通股份"	"江苏如通石油机械股份有限公司"	"可燃冰"
"600378.SH"	"天科股份"	"四川天一科技股份有限公司"	"可燃冰"
"300309.SZ"	"吉艾科技"	"吉艾科技集团股份公司"	"可燃冰"
"603727.SH"	"博迈科"	"博迈科海洋工程股份有限公司"	"可燃冰"
"002629.SZ"	"仁智股份"	"浙江仁智股份有限公司"	"可燃冰"
"000039.SZ"	"中集集团"	"中国国际海运集装箱（集团）股份有限公司"	"可燃冰"
"601808.SH"	"中海油服"	"中海油田服务股份有限公司"	"可燃冰"
"601989.SH"	"中国重工"	"中国船舶重工股份有限公司"	"可燃冰"
"601857.SH"	"中国石油"	"中国石油天然气股份有限公司"	"可燃冰"
"600028.SH"	"中国石化"	"中国石油化工股份有限公司"	"可燃冰"
"002221.SZ"	"东华能源"	"东华能源股份有限公司"	"可燃冰"
"600150.SH"	"*ST船舶"	"中国船舶工业股份有限公司"	"可燃冰"
"600871.SH"	"*ST油服"	"中石化石油工程技术服务股份有限公司"	"可燃冰"
"002207.SZ"	"*ST准油"	"新疆准东石油技术股份有限公司"	"可燃冰"
"002005.SZ"	"德豪润达"	"广东德豪润达电气股份有限公司"	"可见光通信"
"600624.SH"	"复旦复华"	"上海复旦复华科技股份有限公司"	"可见光通信"
"002449.SZ"	"国星光电"	"佛山市国星光电股份有限公司"	"可见光通信"
"002638.SZ"	"勤上股份"	"东莞勤上光电股份有限公司"	"可见光通信"
"300102.SZ"	"乾照光电"	"厦门乾照光电股份有限公司"	"可见光通信"
"600703.SH"	"三安光电"	"三安光电股份有限公司"	"可见光通信"
"603421.SH"	"鼎信通讯"	"青岛鼎信通讯股份有限公司"	"可转债"
"002068.SZ"	"黑猫股份"	"江西黑猫炭黑股份有限公司"	"可转债"
"300319.SZ"	"麦捷科技"	"深圳市麦捷微电子科技股份有限公司"	"可转债"
"002002.SZ"	"鸿达兴业"	"鸿达兴业股份有限公司"	"可转债"
"603588.SH"	"高能环境"	"北京高能时代环境技术股份有限公司"	"可转债"
"601311.SH"	"骆驼股份"	"骆驼集团股份有限公司"	"可转债"
"603816.SH"	"顾家家居"	"顾家家居股份有限公司"	"可转债"
"000717.SZ"	"韶钢松山"	"广东韶钢松山股份有限公司"	"可转债"
"002120.SZ"	"韵达股份"	"韵达控股股份有限公司"	"可转债"
"000898.SZ"	"鞍钢股份"	"鞍钢股份有限公司"	"可转债"
"600690.SH"	"青岛海尔"	"青岛海尔股份有限公司"	"可转债"
"002658.SZ"	"雪迪龙"	"北京雪迪龙科技股份有限公司"	"可转债"
"601012.SH"	"隆基股份"	"隆基绿能科技股份有限公司"	"可转债"
"002363.SZ"	"隆基机械"	"山东隆基机械股份有限公司"	"可转债"
"601369.SH"	"陕鼓动力"	"西安陕鼓动力股份有限公司"	"可转债"
"002616.SZ"	"长青集团"	"广东长青(集团)股份有限公司"	"可转债"
"002391.SZ"	"长青股份"	"江苏长青农化股份有限公司"	"可转债"
"300115.SZ"	"长盈精密"	"深圳市长盈精密技术股份有限公司"	"可转债"
"603099.SH"	"长白山"	"长白山旅游股份有限公司"	"可转债"
"000783.SZ"	"长江证券"	"长江证券股份有限公司"	"可转债"
"002071.SZ"	"长城影视"	"长城影视股份有限公司"	"可转债"
"600525.SH"	"长园集团"	"长园集团股份有限公司"	"可转债"
"603569.SH"	"长久物流"	"北京长久物流股份有限公司"	"可转债"
"600190.SH"	"锦州港"	"锦州港股份有限公司"	"可转债"
"300197.SZ"	"铁汉生态"	"深圳市铁汉生态环境股份有限公司"	"可转债"
"002865.SZ"	"钧达股份"	"海南钧达汽车饰件股份有限公司"	"可转债"
"002597.SZ"	"金禾实业"	"安徽金禾实业股份有限公司"	"可转债"
"002548.SZ"	"金新农"	"深圳市金新农科技股份有限公司"	"可转债"
"002762.SZ"	"金发拉比"	"金发拉比妇婴童用品股份有限公司"	"可转债"
"300349.SZ"	"金卡智能"	"金卡智能集团股份有限公司"	"可转债"
"300409.SZ"	"道氏技术"	"广东道氏技术股份有限公司"	"可转债"
"603800.SH"	"道森股份"	"苏州道森钻采设备股份有限公司"	"可转债"
"600438.SH"	"通威股份"	"通威股份有限公司"	"可转债"
"300265.SZ"	"通光线缆"	"江苏通光电子线缆股份有限公司"	"可转债"
"300440.SZ"	"运达科技"	"成都运达科技股份有限公司"	"可转债"
"002496.SZ"	"辉丰股份"	"江苏辉丰生物农业股份有限公司"	"可转债"
"002640.SZ"	"跨境通"	"跨境通宝电子商务股份有限公司"	"可转债"
"600227.SH"	"赤天化"	"贵州赤天化股份有限公司"	"可转债"
"002460.SZ"	"赣锋锂业"	"江西赣锋锂业股份有限公司"	"可转债"
"600996.SH"	"贵广网络"	"贵州省广播电视信息网络股份有限公司"	"可转债"
"002841.SZ"	"视源股份"	"广州视源电子科技股份有限公司"	"可转债"
"000639.SZ"	"西王食品"	"西王食品股份有限公司"	"可转债"
"300058.SZ"	"蓝色光标"	"北京蓝色光标数据科技股份有限公司"	"可转债"
"300297.SZ"	"蓝盾股份"	"蓝盾信息安全技术股份有限公司"	"可转债"
"300433.SZ"	"蓝思科技"	"蓝思科技股份有限公司"	"可转债"
"603355.SH"	"莱克电气"	"莱克电气股份有限公司"	"可转债"
"002334.SZ"	"英威腾"	"深圳市英威腾电气股份有限公司"	"可转债"
"300284.SZ"	"苏交科"	"江苏省交通科学研究院股份有限公司"	"可转债"
"603007.SH"	"花王股份"	"花王生态工程股份有限公司"	"可转债"
"603989.SH"	"艾华集团"	"湖南艾华集团股份有限公司"	"可转债"
"600271.SH"	"航天信息"	"航天信息股份有限公司"	"可转债"
"603797.SH"	"联泰环保"	"广东联泰环保股份有限公司"	"可转债"
"000521.SZ"	"美菱电器"	"合肥美菱股份有限公司"	"可转债"
"002699.SZ"	"美盛文化"	"美盛文化创意股份有限公司"	"可转债"
"002303.SZ"	"美盈森"	"美盈森集团股份有限公司"	"可转债"
"300237.SZ"	"美晨生态"	"山东美晨生态环境股份有限公司"	"可转债"
"600300.SH"	"维维股份"	"维维食品饮料股份有限公司"	"可转债"
"002797.SZ"	"第一创业"	"第一创业证券股份有限公司"	"可转债"
"002339.SZ"	"积成电子"	"积成电子股份有限公司"	"可转债"
"603626.SH"	"科森科技"	"昆山科森科技股份有限公司"	"可转债"
"603315.SH"	"福鞍股份"	"辽宁福鞍重工股份有限公司"	"可转债"
"600483.SH"	"福能股份"	"福建福能股份有限公司"	"可转债"
"002446.SZ"	"盛路通信"	"广东盛路通信科技股份有限公司"	"可转债"
"002329.SZ"	"皇氏集团"	"皇氏集团股份有限公司"	"可转债"
"603959.SH"	"百利科技"	"湖南百利工程科技股份有限公司"	"可转债"
"600183.SH"	"生益科技"	"广东生益科技股份有限公司"	"可转债"
"600180.SH"	"瑞茂通"	"瑞茂通供应链管理股份有限公司"	"可转债"
"601966.SH"	"玲珑轮胎"	"山东玲珑轮胎股份有限公司"	"可转债"
"600420.SH"	"现代制药"	"上海现代制药股份有限公司"	"可转债"
"000070.SZ"	"特发信息"	"深圳市特发信息股份有限公司"	"可转债"
"002728.SZ"	"特一药业"	"特一药业集团股份有限公司"	"可转债"
"002245.SZ"	"澳洋顺昌"	"江苏澳洋顺昌股份有限公司"	"可转债"
"000665.SZ"	"湖北广电"	"湖北省广播电视信息网络股份有限公司"	"可转债"
"603628.SH"	"清源股份"	"清源科技(厦门)股份有限公司"	"可转债"
"600548.SH"	"深高速"	"深圳高速公路股份有限公司"	"可转债"
"600221.SH"	"海航控股"	"海南航空控股股份有限公司"	"可转债"
"600398.SH"	"海澜之家"	"海澜之家股份有限公司"	"可转债"
