"stock_code"	"chi_sht"	"com_name"	"block_name"
"000627.SZ"	"天茂集团"	"天茂实业集团股份有限公司"	"新型煤化工"
"600378.SH"	"天科股份"	"四川天一科技股份有限公司"	"新型煤化工"
"600426.SH"	"华鲁恒升"	"山东华鲁恒升化工股份有限公司"	"新型煤化工"
"600123.SH"	"兰花科创"	"山西兰花科技创业股份有限公司"	"新型煤化工"
"603169.SH"	"兰石重装"	"兰州兰石重型装备股份有限公司"	"新型煤化工"
"002140.SZ"	"东华科技"	"东华工程科技股份有限公司"	"新型煤化工"
"600725.SH"	"ST云维"	"云南云维股份有限公司"	"新型煤化工"
"000953.SZ"	"*ST河化"	"广西河池化工股份有限公司"	"新型煤化工"
"600423.SH"	"*ST柳化"	"柳州化工股份有限公司"	"新型煤化工"
"000912.SZ"	"*ST天化"	"四川泸天化股份有限公司"	"新型煤化工"
"600757.SH"	"长江传媒"	"长江出版传媒股份有限公司"	"新媒体"
"000917.SZ"	"电广传媒"	"湖南电广传媒股份有限公司"	"新媒体"
"600633.SH"	"浙数文化"	"浙报数字文化集团股份有限公司"	"新媒体"
"600551.SH"	"时代出版"	"时代出版传媒股份有限公司"	"新媒体"
"600825.SH"	"新华传媒"	"上海新华传媒股份有限公司"	"新媒体"
"300081.SZ"	"恒信东方"	"恒信东方文化股份有限公司"	"新媒体"
"300413.SZ"	"快乐购"	"快乐购物股份有限公司"	"新媒体"
"600831.SH"	"广电网络"	"陕西广电网络传媒(集团)股份有限公司"	"新媒体"
"600880.SH"	"博瑞传播"	"成都博瑞传播股份有限公司"	"新媒体"
"000793.SZ"	"华闻传媒"	"华闻传媒投资集团股份有限公司"	"新媒体"
"300133.SZ"	"华策影视"	"浙江华策影视股份有限公司"	"新媒体"
"601928.SH"	"凤凰传媒"	"江苏凤凰出版传媒股份有限公司"	"新媒体"
"300104.SZ"	"乐视网"	"乐视网信息技术(北京)股份有限公司"	"新媒体"
"600088.SH"	"中视传媒"	"中视传媒股份有限公司"	"新媒体"
"600373.SH"	"中文传媒"	"中文天地出版传媒股份有限公司"	"新媒体"
"600764.SH"	"中国海防"	"中国船舶重工集团海洋防务与信息对抗股份有"	"新媒体"
"000839.SZ"	"中信国安"	"中信国安信息产业股份有限公司"	"新媒体"
"300054.SZ"	"鼎龙股份"	"湖北鼎龙控股股份有限公司"	"新材料"
"600172.SH"	"黄河旋风"	"河南黄河旋风股份有限公司"	"新材料"
"300200.SZ"	"高盟新材"	"北京高盟新材料股份有限公司"	"新材料"
"603663.SH"	"三祥新材"	"三祥新材股份有限公司"	"新材料"
"300056.SZ"	"三维丝"	"厦门三维丝环保股份有限公司"	"新材料"
"300554.SZ"	"三超新材"	"南京三超新材料股份有限公司"	"新材料"
"603595.SH"	"东尼电子"	"浙江东尼电子股份有限公司"	"新材料"
"002167.SZ"	"东方锆业"	"广东东方锆业科技股份有限公司"	"新材料"
"601208.SH"	"东材科技"	"四川东材科技集团股份有限公司"	"新材料"
"002080.SZ"	"中材科技"	"中材科技股份有限公司"	"新材料"
"002290.SZ"	"中科新材"	"苏州中科创新型材料股份有限公司"	"新材料"
"600862.SH"	"中航高科"	"中航航空高科技股份有限公司"	"新材料"
"300446.SZ"	"乐凯新材"	"保定乐凯新材料股份有限公司"	"新材料"
"002201.SZ"	"九鼎新材"	"江苏九鼎新材料股份有限公司"	"新材料"
"002256.SZ"	"彩虹精化"	"深圳市彩虹精细化工股份有限公司"	"新材料"
"300163.SZ"	"先锋新材"	"宁波先锋新材料股份有限公司"	"新材料"
"002625.SZ"	"光启技术"	"光启技术股份有限公司"	"新材料"
"300699.SZ"	"光威复材"	"威海光威复合材料股份有限公司"	"新材料"
"300596.SZ"	"利安隆"	"天津利安隆新材料股份有限公司"	"新材料"
"002297.SZ"	"博云新材"	"湖南博云新材料股份有限公司"	"新材料"
"601137.SH"	"博威合金"	"宁波博威合金材料股份有限公司"	"新材料"
"300538.SZ"	"同益股份"	"深圳市同益实业股份有限公司"	"新材料"
"300428.SZ"	"四通新材"	"河北四通新型金属材料股份有限公司"	"新材料"
"300285.SZ"	"国瓷材料"	"山东国瓷功能材料股份有限公司"	"新材料"
"300169.SZ"	"天晟新材"	"常州天晟新材料股份有限公司"	"新材料"
"300570.SZ"	"太辰光"	"深圳太辰光通信股份有限公司"	"新材料"
"000969.SZ"	"安泰科技"	"安泰科技股份有限公司"	"新材料"
"300328.SZ"	"宜安科技"	"东莞宜安科技股份有限公司"	"新材料"
"300700.SZ"	"岱勒新材"	"长沙岱勒新材料科技股份有限公司"	"新材料"
"300537.SZ"	"广信材料"	"江苏广信感光新材料股份有限公司"	"新材料"
"002669.SZ"	"康达新材"	"上海康达化工新材料股份有限公司"	"新材料"
"300325.SZ"	"德威新材"	"江苏德威新材料股份有限公司"	"新材料"
"002652.SZ"	"扬子新材"	"苏州扬子江新型材料股份有限公司"	"新材料"
"300629.SZ"	"新劲刚"	"广东新劲刚新材料科技股份有限公司"	"新材料"
"002341.SZ"	"新纶科技"	"深圳市新纶科技股份有限公司"	"新材料"
"300080.SZ"	"易成新能"	"河南易成新能源股份有限公司"	"新材料"
"002324.SZ"	"普利特"	"上海普利特复合材料股份有限公司"	"新材料"
"600105.SH"	"永鼎股份"	"江苏永鼎股份有限公司"	"新材料"
"002886.SZ"	"沃特股份"	"深圳市沃特新材料股份有限公司"	"新材料"
"002254.SZ"	"泰和新材"	"烟台泰和新材料股份有限公司"	"新材料"
"002802.SZ"	"洪汇新材"	"无锡洪汇新材料科技股份有限公司"	"新材料"
"002168.SZ"	"深圳惠程"	"深圳市惠程电气股份有限公司"	"新材料"
"603678.SH"	"火炬电子"	"福建火炬电子科技股份有限公司"	"新材料"
"002735.SZ"	"王子新材"	"深圳王子新材料股份有限公司"	"新材料"
"300340.SZ"	"科恒股份"	"江门市科恒实业股份有限公司"	"新材料"
"300345.SZ"	"红宇新材"	"湖南红宇耐磨新材料股份有限公司"	"新材料"
"002165.SZ"	"红宝丽"	"红宝丽集团股份有限公司"	"新材料"
"300064.SZ"	"豫金刚石"	"郑州华晶金刚石股份有限公司"	"新材料"
"600459.SH"	"贵研铂业"	"贵研铂业股份有限公司"	"新材料"
"300034.SZ"	"钢研高纳"	"北京钢研高纳科技股份有限公司"	"新材料"
"300221.SZ"	"银禧科技"	"广东银禧科技股份有限公司"	"新材料"
"300398.SZ"	"飞凯材料"	"上海飞凯光电材料股份有限公司"	"新材料"
"300602.SZ"	"飞荣达"	"深圳市飞荣达科技股份有限公司"	"新材料"
"002197.SZ"	"证通电子"	"深圳市证通电子股份有限公司"	"新版人民币"
"300202.SZ"	"聚龙股份"	"聚龙股份有限公司"	"新版人民币"
"002522.SZ"	"浙江众成"	"浙江众成包装材料股份有限公司"	"新版人民币"
"300368.SZ"	"汇金股份"	"河北汇金机电股份有限公司"	"新版人民币"
"300130.SZ"	"新国都"	"深圳市新国都技术股份有限公司"	"新版人民币"
"002376.SZ"	"新北洋"	"山东新北洋信息技术股份有限公司"	"新版人民币"
"002177.SZ"	"御银股份"	"广州御银科技股份有限公司"	"新版人民币"
"002152.SZ"	"广电运通"	"广州广电运通金融电子股份有限公司"	"新版人民币"
"000948.SZ"	"南天信息"	"云南南天电子信息产业股份有限公司"	"新版人民币"
"600433.SH"	"冠豪高新"	"广东冠豪高新技术股份有限公司"	"新版人民币"
"300333.SZ"	"兆日科技"	"深圳兆日科技股份有限公司"	"新版人民币"
"600425.SH"	"青松建化"	"新疆青松建材化工(集团)股份有限公司"	"新疆兵团国资"
"300106.SZ"	"西部牧业"	"新疆西部牧业股份有限公司"	"新疆兵团国资"
"002302.SZ"	"西部建设"	"中建西部建设股份有限公司"	"新疆兵团国资"
"600721.SH"	"百花村"	"新疆百花村股份有限公司"	"新疆兵团国资"
"600540.SH"	"新赛股份"	"新疆赛里木现代农业股份有限公司"	"新疆兵团国资"
"600075.SH"	"新疆天业"	"新疆天业股份有限公司"	"新疆兵团国资"
"600359.SH"	"新农开发"	"新疆塔里木农业综合开发股份有限公司"	"新疆兵团国资"
"600419.SH"	"天润乳业"	"新疆天润乳业股份有限公司"	"新疆兵团国资"
"002100.SZ"	"天康生物"	"新疆天康畜牧生物技术股份有限公司"	"新疆兵团国资"
"300313.SZ"	"天山生物"	"新疆天山畜牧生物工程股份有限公司"	"新疆兵团国资"
"600509.SH"	"天富能源"	"新疆天富能源股份有限公司"	"新疆兵团国资"
"600545.SH"	"卓郎智能"	"卓郎智能技术股份有限公司"	"新疆兵团国资"
"002307.SZ"	"北新路桥"	"新疆北新路桥集团股份有限公司"	"新疆兵团国资"
"600197.SH"	"伊力特"	"新疆伊力特实业股份有限公司"	"新疆兵团国资"
"000972.SZ"	"*ST中基"	"中基健康产业股份有限公司"	"新疆兵团国资"
"600425.SH"	"青松建化"	"新疆青松建材化工(集团)股份有限公司"	"新疆区域振兴"
"002302.SZ"	"西部建设"	"中建西部建设股份有限公司"	"新疆区域振兴"
"600089.SH"	"特变电工"	"特变电工股份有限公司"	"新疆区域振兴"
"600540.SH"	"新赛股份"	"新疆赛里木现代农业股份有限公司"	"新疆区域振兴"
"002700.SZ"	"新疆浩源"	"新疆浩源天然气股份有限公司"	"新疆区域振兴"
"600075.SH"	"新疆天业"	"新疆天业股份有限公司"	"新疆区域振兴"
"600256.SH"	"广汇能源"	"广汇能源股份有限公司"	"新疆区域振兴"
"002800.SZ"	"天顺股份"	"新疆天顺供应链股份有限公司"	"新疆区域振兴"
"000877.SZ"	"天山股份"	"新疆天山水泥股份有限公司"	"新疆区域振兴"
"600509.SH"	"天富能源"	"新疆天富能源股份有限公司"	"新疆区域振兴"
"000159.SZ"	"国际实业"	"新疆国际实业股份有限公司"	"新疆区域振兴"
"002205.SZ"	"国统股份"	"新疆国统管道股份有限公司"	"新疆区域振兴"
"600545.SH"	"卓郎智能"	"卓郎智能技术股份有限公司"	"新疆区域振兴"
"002307.SZ"	"北新路桥"	"新疆北新路桥集团股份有限公司"	"新疆区域振兴"
"600581.SH"	"八一钢铁"	"新疆八一钢铁股份有限公司"	"新疆区域振兴"
"002524.SZ"	"光正集团"	"光正集团股份有限公司"	"新疆区域振兴"
"002092.SZ"	"中泰化学"	"新疆中泰化学(集团)股份有限公司"	"新疆区域振兴"
"600339.SH"	"中油工程"	"中国石油集团工程股份有限公司"	"新疆区域振兴"
"002207.SZ"	"*ST准油"	"新疆准东石油技术股份有限公司"	"新疆区域振兴"
"600425.SH"	"青松建化"	"新疆青松建材化工(集团)股份有限公司"	"新疆国资"
"603227.SH"	"雪峰科技"	"新疆雪峰科技(集团)股份有限公司"	"新疆国资"
"601069.SH"	"西部黄金"	"西部黄金股份有限公司"	"新疆国资"
"300106.SZ"	"西部牧业"	"新疆西部牧业股份有限公司"	"新疆国资"
"600721.SH"	"百花村"	"新疆百花村股份有限公司"	"新疆国资"
"600540.SH"	"新赛股份"	"新疆赛里木现代农业股份有限公司"	"新疆国资"
"600075.SH"	"新疆天业"	"新疆天业股份有限公司"	"新疆国资"
"600359.SH"	"新农开发"	"新疆塔里木农业综合开发股份有限公司"	"新疆国资"
"600419.SH"	"天润乳业"	"新疆天润乳业股份有限公司"	"新疆国资"
"002100.SZ"	"天康生物"	"新疆天康畜牧生物技术股份有限公司"	"新疆国资"
"600509.SH"	"天富能源"	"新疆天富能源股份有限公司"	"新疆国资"
"002307.SZ"	"北新路桥"	"新疆北新路桥集团股份有限公司"	"新疆国资"
"600251.SH"	"冠农股份"	"新疆冠农果茸集团股份有限公司"	"新疆国资"
"600197.SH"	"伊力特"	"新疆伊力特实业股份有限公司"	"新疆国资"
"002092.SZ"	"中泰化学"	"新疆中泰化学(集团)股份有限公司"	"新疆国资"
"000972.SZ"	"*ST中基"	"中基健康产业股份有限公司"	"新疆国资"
"600425.SH"	"青松建化"	"新疆青松建材化工(集团)股份有限公司"	"新疆城镇化"
"002443.SZ"	"金洲管道"	"浙江金洲管道科技股份有限公司"	"新疆城镇化"
"002302.SZ"	"西部建设"	"中建西部建设股份有限公司"	"新疆城镇化"
"600585.SH"	"海螺水泥"	"安徽海螺水泥股份有限公司"	"新疆城镇化"
"601877.SH"	"正泰电器"	"浙江正泰电器股份有限公司"	"新疆城镇化"
"002431.SZ"	"棕榈股份"	"棕榈生态城镇发展股份有限公司"	"新疆城镇化"
"600477.SH"	"杭萧钢构"	"杭萧钢构股份有限公司"	"新疆城镇化"
"600540.SH"	"新赛股份"	"新疆赛里木现代农业股份有限公司"	"新疆城镇化"
"300159.SZ"	"新研股份"	"新疆机械研究院股份有限公司"	"新疆城镇化"
"600888.SH"	"新疆众和"	"新疆众和股份有限公司"	"新疆城镇化"
"000620.SZ"	"新华联"	"新华联文化旅游发展股份有限公司"	"新疆城镇化"
"600256.SH"	"广汇能源"	"广汇能源股份有限公司"	"新疆城镇化"
"002062.SZ"	"宏润建设"	"宏润建设集团股份有限公司"	"新疆城镇化"
"000877.SZ"	"天山股份"	"新疆天山水泥股份有限公司"	"新疆城镇化"
"000159.SZ"	"国际实业"	"新疆国际实业股份有限公司"	"新疆城镇化"
"000918.SZ"	"嘉凯城"	"嘉凯城集团股份有限公司"	"新疆城镇化"
"000417.SZ"	"合肥百货"	"合肥百货大楼集团股份有限公司"	"新疆城镇化"
"600545.SH"	"卓郎智能"	"卓郎智能技术股份有限公司"	"新疆城镇化"
"002307.SZ"	"北新路桥"	"新疆北新路桥集团股份有限公司"	"新疆城镇化"
"002372.SZ"	"伟星新材"	"浙江伟星新型建材股份有限公司"	"新疆城镇化"
"000672.SZ"	"上峰水泥"	"甘肃上峰水泥股份有限公司"	"新疆城镇化"
"600506.SH"	"香梨股份"	"新疆库尔勒香梨股份有限公司"	"新疆旅游"
"600545.SH"	"卓郎智能"	"卓郎智能技术股份有限公司"	"新疆旅游"
"600251.SH"	"冠农股份"	"新疆冠农果茸集团股份有限公司"	"新疆旅游"
"600084.SH"	"中葡股份"	"中信国安葡萄酒业股份有限公司"	"新疆旅游"
"600778.SH"	"*ST友好"	"新疆友好(集团)股份有限公司"	"新疆旅游"
"600089.SH"	"特变电工"	"特变电工股份有限公司"	"新疆电源项目"
"600256.SH"	"广汇能源"	"广汇能源股份有限公司"	"新疆电源项目"
"600509.SH"	"天富能源"	"新疆天富能源股份有限公司"	"新疆电源项目"
"601088.SH"	"中国神华"	"中国神华能源股份有限公司"	"新疆电源项目"
"002700.SZ"	"新疆浩源"	"新疆浩源天然气股份有限公司"	"新疆能源改革"
"600256.SH"	"广汇能源"	"广汇能源股份有限公司"	"新疆能源改革"
"600509.SH"	"天富能源"	"新疆天富能源股份有限公司"	"新疆能源改革"
"002524.SZ"	"光正集团"	"光正集团股份有限公司"	"新疆能源改革"
"600425.SH"	"青松建化"	"新疆青松建材化工(集团)股份有限公司"	"新疆自贸区"
"002202.SZ"	"金风科技"	"新疆金风科技股份有限公司"	"新疆自贸区"
"002302.SZ"	"西部建设"	"中建西部建设股份有限公司"	"新疆自贸区"
"300159.SZ"	"新研股份"	"新疆机械研究院股份有限公司"	"新疆自贸区"
"600509.SH"	"天富能源"	"新疆天富能源股份有限公司"	"新疆自贸区"
"600545.SH"	"卓郎智能"	"卓郎智能技术股份有限公司"	"新疆自贸区"
"002307.SZ"	"北新路桥"	"新疆北新路桥集团股份有限公司"	"新疆自贸区"
"600581.SH"	"八一钢铁"	"新疆八一钢铁股份有限公司"	"新疆自贸区"
"300385.SZ"	"雪浪环境"	"无锡雪浪环境科技股份有限公司"	"新疆节能环保"
"002202.SZ"	"金风科技"	"新疆金风科技股份有限公司"	"新疆节能环保"
"600075.SH"	"新疆天业"	"新疆天业股份有限公司"	"新疆节能环保"
"300338.SZ"	"开元股份"	"长沙开元仪器股份有限公司"	"新疆节能环保"
"300056.SZ"	"三维丝"	"厦门三维丝环保股份有限公司"	"新疆节能环保"
"002202.SZ"	"金风科技"	"新疆金风科技股份有限公司"	"新疆装备制造"
"600089.SH"	"特变电工"	"特变电工股份有限公司"	"新疆装备制造"
"600540.SH"	"新赛股份"	"新疆赛里木现代农业股份有限公司"	"新疆装备制造"
"300159.SZ"	"新研股份"	"新疆机械研究院股份有限公司"	"新疆装备制造"
"603876.SH"	"鼎胜新材"	"江苏鼎胜新能源材料股份有限公司"	"新股"
"300664.SZ"	"鹏鹞环保"	"鹏鹞环保股份有限公司"	"新股"
"603728.SH"	"鸣志电器"	"上海鸣志电器股份有限公司"	"新股"
"603711.SH"	"香飘飘"	"香飘飘食品股份有限公司"	"新股"
"002870.SZ"	"香山股份"	"广东香山衡器集团股份有限公司"	"新股"
"300665.SZ"	"飞鹿股份"	"株洲飞鹿高新材料技术股份有限公司"	"新股"
"603466.SH"	"风语筑"	"上海风语筑展示股份有限公司"	"新股"
"603383.SH"	"顶点软件"	"福建顶点软件股份有限公司"	"新股"
"300652.SZ"	"雷迪克"	"杭州雷迪克节能科技股份有限公司"	"新股"
"002909.SZ"	"集泰股份"	"广州集泰化工股份有限公司"	"新股"
"300680.SZ"	"隆盛科技"	"无锡隆盛科技股份有限公司"	"新股"
"603722.SH"	"阿科力"	"无锡阿科力科技股份有限公司"	"新股"
"300706.SZ"	"阿石创"	"福建阿石创新材料股份有限公司"	"新股"
"002879.SZ"	"长缆科技"	"长缆电工科技股份有限公司"	"新股"
"300718.SZ"	"长盛轴承"	"浙江长盛滑动轴承股份有限公司"	"新股"
"603897.SH"	"长城科技"	"浙江长城电工科技股份有限公司"	"新股"
"002931.SZ"	"锋龙股份"	"浙江锋龙电气股份有限公司"	"新股"
"603277.SH"	"银都股份"	"银都餐饮设备股份有限公司"	"新股"
"002902.SZ"	"铭普光磁"	"东莞铭普光磁股份有限公司"	"新股"
"603926.SH"	"铁流股份"	"浙江铁流离合器股份有限公司"	"新股"
"002882.SZ"	"金龙羽"	"金龙羽集团股份有限公司"	"新股"
"603922.SH"	"金鸿顺"	"苏州金鸿顺汽车部件股份有限公司"	"新股"
"300651.SZ"	"金陵体育"	"江苏金陵体育器材股份有限公司"	"新股"
"002905.SZ"	"金逸影视"	"广州金逸影视传媒股份有限公司"	"新股"
"603396.SH"	"金辰股份"	"营口金辰机械股份有限公司"	"新股"
"603113.SH"	"金能科技"	"金能科技股份有限公司"	"新股"
"603180.SH"	"金牌厨柜"	"厦门金牌厨柜股份有限公司"	"新股"
"002869.SZ"	"金溢科技"	"深圳市金溢科技股份有限公司"	"新股"
"002917.SZ"	"金奥博"	"深圳市金奥博科技股份有限公司"	"新股"
"603882.SH"	"金域医学"	"广州金域医学检验集团股份有限公司"	"新股"
"603335.SH"	"迪生力"	"广东迪生力汽配股份有限公司"	"新股"
"603367.SH"	"辰欣药业"	"辰欣药业股份有限公司"	"新股"
"300742.SZ"	"越博动力"	"南京越博动力系统股份有限公司"	"新股"
"603557.SH"	"起步股份"	"起步股份有限公司"	"新股"
"002898.SZ"	"赛隆药业"	"珠海赛隆药业股份有限公司"	"新股"
"603283.SH"	"赛腾股份"	"苏州赛腾精密电子股份有限公司"	"新股"
"300687.SZ"	"赛意信息"	"广州赛意信息科技股份有限公司"	"新股"
"600903.SH"	"贵州燃气"	"贵州燃气集团股份有限公司"	"新股"
"601108.SH"	"财通证券"	"财通证券股份有限公司"	"新股"
"603809.SH"	"豪能股份"	"成都豪能科技股份有限公司"	"新股"
"603316.SH"	"诚邦股份"	"浙江诚邦园林股份有限公司"	"新股"
"603357.SH"	"设计总院"	"安徽省交通规划设计研究总院股份有限公司"	"新股"
"300732.SZ"	"设研院"	"河南省交通规划设计研究院股份有限公司"	"新股"
"300733.SZ"	"西菱动力"	"成都西菱动力科技股份有限公司"	"新股"
"002918.SZ"	"蒙娜丽莎"	"蒙娜丽莎集团股份有限公司"	"新股"
"603226.SH"	"菲林格尔"	"上海菲林格尔木业股份有限公司"	"新股"
"300725.SZ"	"药石科技"	"南京药石科技股份有限公司"	"新股"
"603259.SH"	"药明康德"	"无锡药明康德新药开发股份有限公司"	"新股"
"300677.SZ"	"英科医疗"	"山东英科医疗用品股份有限公司"	"新股"
"002899.SZ"	"英派斯"	"青岛英派斯健康科技股份有限公司"	"新股"
"300681.SZ"	"英搏尔"	"珠海英搏尔电气股份有限公司"	"新股"
"300713.SZ"	"英可瑞"	"深圳市英可瑞科技股份有限公司"	"新股"
"601952.SH"	"苏垦农发"	"江苏省农垦农业发展股份有限公司"	"新股"
"603916.SH"	"苏博特"	"江苏苏博特新材料股份有限公司"	"新股"
"603580.SH"	"艾艾精工"	"艾艾精密工业输送系统(上海)股份有限公司"	"新股"
"300685.SZ"	"艾德生物"	"厦门艾德生物医药科技股份有限公司"	"新股"
"300708.SZ"	"聚灿光电"	"聚灿光电科技股份有限公司"	"新股"
"002921.SZ"	"联诚精密"	"山东联诚精密制造股份有限公司"	"新股"
"300691.SZ"	"联合光电"	"中山联合光电科技股份有限公司"	"新股"
"603499.SH"	"翔港科技"	"上海翔港包装科技股份有限公司"	"新股"
"002881.SZ"	"美格智能"	"美格智能技术股份有限公司"	"新股"
"601828.SH"	"美凯龙"	"红星美凯龙家居集团股份有限公司"	"新股"
"002887.SZ"	"绿茵生态"	"天津绿茵景观生态建设股份有限公司"	"新股"
"603602.SH"	"纵横通信"	"杭州纵横通信股份有限公司"	"新股"
"603612.SH"	"索通发展"	"索通发展股份有限公司"	"新股"
"300709.SZ"	"精研科技"	"江苏精研科技股份有限公司"	"新股"
"601326.SH"	"秦港股份"	"秦皇岛港股份有限公司"	"新股"
"603758.SH"	"秦安股份"	"重庆秦安机电股份有限公司"	"新股"
"300737.SZ"	"科顺股份"	"科顺防水科技股份有限公司"	"新股"
"300662.SZ"	"科锐国际"	"北京科锐国际人力资源股份有限公司"	"新股"
"300663.SZ"	"科蓝软件"	"北京科蓝软件系统股份有限公司"	"新股"
"603161.SH"	"科华控股"	"科华控股股份有限公司"	"新股"
"002892.SZ"	"科力尔"	"湖南科力尔电机股份有限公司"	"新股"
"300731.SZ"	"科创新源"	"深圳科创新源新材料股份有限公司"	"新股"
"300730.SZ"	"科创信息"	"湖南科创信息技术股份有限公司"	"新股"
"603063.SH"	"禾望电气"	"深圳市禾望电气股份有限公司"	"新股"
"603045.SH"	"福达合金"	"福达合金材料股份有限公司"	"新股"
"603500.SH"	"祥和实业"	"浙江天台祥和实业股份有限公司"	"新股"
"603933.SH"	"睿能科技"	"福建睿能科技股份有限公司"	"新股"
"300693.SZ"	"盛弘股份"	"深圳市盛弘电气股份有限公司"	"新股"
"002864.SZ"	"盘龙药业"	"陕西盘龙药业集团股份有限公司"	"新股"
"002925.SZ"	"盈趣科技"	"厦门盈趣科技股份有限公司"	"新股"
"603181.SH"	"皇马科技"	"浙江皇马科技股份有限公司"	"新股"
"603331.SH"	"百达精工"	"浙江百达精工股份有限公司"	"新股"
"300736.SZ"	"百华悦邦"	"北京百华悦邦科技股份有限公司"	"新股"
"603648.SH"	"畅联股份"	"上海畅联国际物流股份有限公司"	"新股"
"300679.SZ"	"电连技术"	"电连技术股份有限公司"	"新股"
"300697.SZ"	"电工合金"	"江阴电工合金股份有限公司"	"新股"
"603659.SH"	"璞泰来"	"上海璞泰来新能源科技股份有限公司"	"新股"
"603605.SH"	"珀莱雅"	"珀莱雅化妆品股份有限公司"	"新股"
"600933.SH"	"爱柯迪"	"爱柯迪股份有限公司"	"新股"
"603214.SH"	"爱婴室"	"上海爱婴室商务服务股份有限公司"	"新股"
"300696.SZ"	"爱乐达"	"成都爱乐达航空制造股份有限公司"	"新股"
"300689.SZ"	"澄天伟业"	"深圳市澄天伟业科技股份有限公司"	"新股"
"600929.SH"	"湖南盐业"	"湖南盐业股份有限公司"	"新股"
"603516.SH"	"淳中科技"	"北京淳中科技股份有限公司"	"新股"
"603978.SH"	"深圳新星"	"深圳市新星轻合金材料股份有限公司"	"新股"
"002916.SZ"	"深南电路"	"深南电路股份有限公司"	"新股"
"300454.SZ"	"深信服"	"深信服科技股份有限公司"	"新股"
"002923.SZ"	"润都股份"	"珠海润都制药股份有限公司"	"新股"
"300727.SZ"	"润禾材料"	"宁波润禾高新材料科技股份有限公司"	"新股"
"002929.SZ"	"润建通信"	"润建通信股份有限公司"	"新股"
"603269.SH"	"海鸥股份"	"江苏海鸥冷却塔股份有限公司"	"新股"
"300683.SZ"	"海特生物"	"武汉海特生物制药股份有限公司"	"新股"
"300720.SZ"	"海川智能"	"广东海川智能机器股份有限公司"	"新股"
"601878.SH"	"浙商证券"	"浙商证券股份有限公司"	"新股"
"603829.SH"	"洛凯股份"	"江苏洛凯机电股份有限公司"	"新股"
"603289.SH"	"泰瑞机器"	"泰瑞机器股份有限公司"	"新股"
"002927.SZ"	"泰永长征"	"贵州泰永长征技术股份有限公司"	"新股"
"300669.SZ"	"沪宁股份"	"杭州沪宁电梯部件股份有限公司"	"新股"
"002886.SZ"	"沃特股份"	"深圳市沃特新材料股份有限公司"	"新股"
"603773.SH"	"沃格光电"	"江西沃格光电股份有限公司"	"新股"
"300660.SZ"	"江苏雷利"	"江苏雷利电机股份有限公司"	"新股"
"600901.SH"	"江苏租赁"	"江苏金融租赁股份有限公司"	"新股"
"300666.SZ"	"江丰电子"	"宁波江丰电子材料股份有限公司"	"新股"
"300712.SZ"	"永福股份"	"福建永福电力设计股份有限公司"	"新股"
"603879.SH"	"永悦科技"	"永悦科技股份有限公司"	"新股"
"603776.SH"	"永安行"	"永安行科技股份有限公司"	"新股"
"603365.SH"	"水星家纺"	"上海水星家用纺织品股份有限公司"	"新股"
"300656.SZ"	"民德电子"	"深圳市民德电子科技股份有限公司"	"新股"
"300653.SZ"	"正海生物"	"烟台正海生物科技股份有限公司"	"新股"
"603976.SH"	"正川股份"	"重庆正川医药包装材料股份有限公司"	"新股"
"603103.SH"	"横店影视"	"横店影视股份有限公司"	"新股"
"300701.SZ"	"森霸传感"	"森霸传感科技股份有限公司"	"新股"
"603321.SH"	"梅轮电梯"	"浙江梅轮电梯股份有限公司"	"新股"
"300668.SZ"	"杰恩设计"	"深圳市杰恩创意设计股份有限公司"	"新股"
"300649.SZ"	"杭州园林"	"杭州园林设计院股份有限公司"	"新股"
"300682.SZ"	"朗新科技"	"朗新科技股份有限公司"	"新股"
"603655.SH"	"朗博科技"	"常州朗博密封科技股份有限公司"	"新股"
"002877.SZ"	"智能自控"	"无锡智能自控工程股份有限公司"	"新股"
"300686.SZ"	"智动力"	"深圳市智动力精密技术股份有限公司"	"新股"
"300655.SZ"	"晶瑞股份"	"苏州晶瑞化学股份有限公司"	"新股"
"603683.SH"	"晶华新材"	"上海晶华胶粘新材料股份有限公司"	"新股"
"603685.SH"	"晨丰科技"	"浙江晨丰科技股份有限公司"	"新股"
"603127.SH"	"昭衍新药"	"北京昭衍新药研究中心股份有限公司"	"新股"
"603129.SH"	"春风动力"	"浙江春风动力股份有限公司"	"新股"
"603890.SH"	"春秋电子"	"苏州春秋电子科技股份有限公司"	"新股"
"603380.SH"	"易德龙"	"苏州易德龙科技股份有限公司"	"新股"
"300739.SZ"	"明阳电路"	"深圳明阳电路科技股份有限公司"	"新股"
"603305.SH"	"旭升股份"	"宁波旭升汽车技术股份有限公司"	"新股"
"603286.SH"	"日盈电子"	"江苏日盈电子股份有限公司"	"新股"
"603196.SH"	"日播时尚"	"日播时尚集团股份有限公司"	"新股"
"603080.SH"	"新疆火炬"	"新疆火炬燃气股份有限公司"	"新股"
"002873.SZ"	"新天药业"	"贵阳新天药业股份有限公司"	"新股"
"300722.SZ"	"新余国科"	"江西新余国科科技股份有限公司"	"新股"
"603348.SH"	"文灿股份"	"广东文灿压铸股份有限公司"	"新股"
"603533.SH"	"掌阅科技"	"掌阅科技股份有限公司"	"新股"
"603477.SH"	"振静股份"	"四川振静股份有限公司"	"新股"
"603507.SH"	"振江股份"	"江苏振江新能源装备股份有限公司"	"新股"
