参控股名称;股票代码;报告期;持股比例(%)
莱州伟隆阀门有限公司;-;2017-06-30;100.00
青岛伟隆流体设备有限公司;-;2017-06-30;100.00
青岛伟隆五金机械有限公司;-;2017-06-30;100.00
WEFLO VALVE COMPANY LIMITED;-;2017-06-30;100.00
WEFLO VALVE LLC;-;2017-06-30;100.00
