参控股名称;股票代码;报告期;持股比例(%)
深圳市博普森机电顾问有限公司;-;2017-12-31;100.00
北京姜峰室内设计有限公司;-;2017-12-31;100.00
大连姜峰设计有限公司;-;2017-12-31;100.00
杰拓设计(国际)有限公司;-;2017-12-31;100.00
深圳杰加设计有限公司;-;2017-12-31;100.00
上海姜峰室内设计有限公司;-;2017-12-31;100.00
深圳角立杰出投资有限公司;-;2017-12-31;100.00
置恩(上海)建筑设计咨询有限公司;-;2017-12-31;28.00
