参控股名称;股票代码;报告期;持股比例(%)
JIANGSHAN AGROCHEMICAL&CHEMICALS(SINGAPORE)PTE.LTD.;-;2017-12-31;100.00
江苏江盛国际贸易有限公司;-;2017-12-31;100.00
南通南沈植保科技开发有限公司;-;2017-12-31;100.00
江山新加坡有限公司;-;2017-12-31;100.00
江苏优普生物化学科技股份有限公司;-;2017-12-31;30.08
苏州华微特粉体技术有限公司;-;2017-12-31;29.50
南通江天化学股份有限公司;-;2015-12-31;20.03
