参控股名称;股票代码;报告期;持股比例(%)
向日葵(香港)光能科技有限公司;-;2017-06-30;100.00
向日葵(德国)光能科技有限公司;-;2017-06-30;100.00
向日葵(卢森堡)光能科技有限公司;-;2017-06-30;100.00
向日葵(澳大利亚)光能科技有限公司;-;2017-06-30;100.00
向日光科国际贸易(上海)有限公司;-;2017-06-30;100.00
绍兴向日光电新能源研究有限公司;-;2017-06-30;100.00
浙江优创光能科技有限公司;-;2017-06-30;100.00
绍兴柯桥向日葵电力有限公司;-;2017-06-30;100.00
绍兴向日葵光伏发电有限公司;-;2017-06-30;100.00
诸暨向日葵光伏发电有限公司;-;2018-01-13;100.00
江西向日葵电力开发有限公司;-;2018-01-13;20.00
