参控股名称;股票代码;报告期;持股比例(%)
浙江金鹰伊犁亚麻纺织有限公司;-;2017-06-30;100.00
浙江金鹰股份六安麻纺有限公司;-;2017-06-30;100.00
江苏金鹰绢麻纺织有限公司;-;2017-06-30;100.00
巩留金鹰亚麻制品有限公司;-;2017-06-30;100.00
浙江金鹰绢纺有限公司;-;2017-06-30;100.00
浙江华鹰进出口有限公司;-;2017-06-30;100.00
上海凡拓服饰有限公司;-;2017-06-30;100.00
浙江金鹰塑料机械有限公司;-;2017-06-30;95.00
浙江方正轻纺机械检测中心有限公司;-;2017-06-30;80.00
舟山达利绢纺制衣有限公司;-;2017-06-30;70.00
舟山达利针织有限公司;-;2017-06-30;70.00
上海鑫鹰服饰有限公司;-;2017-06-30;60.00
浙江金鹰瑞翔新材料有限公司;-;2017-06-30;60.00
浙江金鹰特种纺纱有限公司;-;2017-06-30;43.00
