参控股名称;股票代码;报告期;持股比例(%)
四川川润动力设备有限公司;-;2017-12-31;100.00
四川川润液压润滑设备有限公司;-;2017-12-31;100.00
四川川润环保能源科技有限公司;-;2017-12-31;100.00
川润(香港)国际有限公司;-;2017-12-31;100.00
