参控股名称;股票代码;报告期;持股比例(%)
海航创新(香港)有限公司;-;2017-06-30;100.00
上海九龙山投资有限公司;-;2017-06-30;100.00
上海茂麓贸易有限公司;-;2017-06-30;100.00
上海盛旅投资管理有限公司;-;2017-06-30;100.00
上海康融股权投资基金合伙企业(有限合伙);-;2017-06-30;100.00
上海武晟企业管理有限公司;-;2017-06-30;100.00
海南海创企业管理有限公司;-;2017-06-30;100.00
上海康融股权投资基金合伙企业;-;2015-12-31;100.00
九龙山(香港)有限公司;-;2015-12-31;100.00
海南景运企业管理有限公司;-;2017-06-30;88.00
平湖九龙山赛马运动服务有限公司;-;2017-06-30;70.00
平湖九龙山游艇湾度假酒店;-;2015-12-31;68.70
平湖九龙山海洋花园度假有限公司;-;2017-06-30;40.00
茉织华印务股份有限公司;-;2017-08-19;10.27
