参控股名称;股票代码;报告期;持股比例(%)
保定天威电气设备结构有限公司;-;2017-12-31;100.00
保定天威变压器工程技术咨询维修有限公司;-;2017-12-31;100.00
天威保变(合肥)变压器有限公司;-;2017-12-31;100.00
保定天威线材制造有限公司;-;2017-12-31;100.00
保定天威互感器有限公司;-;2017-12-31;97.78
天威保变(秦皇岛)变压器有限公司;-;2017-02-14;91.79
天威投资“管理公司”封闭式股份公司;-;2017-12-31;90.00
保变股份-阿特兰塔变压器印度有限公司;-;2017-12-31;90.00
保定惠斯普高压电气有限公司;-;2017-12-31;90.00
西藏天威华冠科技股份有限公司;-;2017-05-03;88.97
保定天威今三橡胶工业有限公司;-;2017-08-17;75.00
保定保菱变压器有限公司;-;2017-12-31;66.00
北京天威瑞恒电气有限责任公司;-;2017-12-31;49.00
保定多田冷却设备有限公司;-;2017-12-31;49.00
保定天威卓创电工设备科技有限公司;-;2015-12-31;30.85
保定天威新域科技发展有限公司;-;2017-12-31;30.00
重庆市亚东亚集团变压器有限公司;-;2017-12-31;20.00
保定天威英利新能源有限公司;-;2018-01-31;1.06
