参控股名称;股票代码;报告期;持股比例(%)
新疆国际置地房地产开发有限责任公司;-;2017-12-31;100.00
新疆奎屯伟业仓储有限公司;-;2017-12-31;100.00
新疆恒进矿业开发有限责任公司;-;2017-12-31;100.00
新疆中化房地产有限公司;-;2017-12-31;100.00
北京中昊泰睿投资有限公司;-;2017-12-31;100.00
新疆中油化工集团有限公司;-;2017-12-31;100.00
香港中昊泰睿投资有限公司;-;2017-12-31;100.00
中亚能源贸易外资有限责任公司;-;2017-12-31;100.00
中亚投资贸易有限公司;-;2017-12-31;90.00
万家基金管理有限公司;-;2017-12-31;40.00
深圳博睿教育技术有限公司;-;2017-12-31;40.00
新疆卓越昊睿新能源股份有限公司;-;2017-12-13;30.00
