参控股名称;股票代码;报告期;持股比例(%)
贵州轮胎进出口有限责任公司;-;2017-06-30;100.00
GTC NORTH AMERICA INC.;-;2017-06-30;100.00
贵州前进橡胶有限公司;-;2017-06-30;100.00
贵州高马富国前进橡胶有限公司;-;2017-06-30;100.00
贵州轮胎国际投资有限责任公司;-;2018-04-04;100.00
贵州大力士轮胎有限责任公司;-;2017-06-30;95.00
贵州前进轮胎销售有限公司;-;2017-06-30;90.00
