参控股名称;股票代码;报告期;持股比例(%)
杭州米米电子有限公司;-;2017-06-30;100.71
远方谱色科技有限公司;-;2017-06-30;100.00
杭州远方仪器有限公司;-;2017-06-30;100.00
浙江维尔科技有限公司;-;2017-06-30;100.00
美国美确有限公司;-;2017-06-30;100.00
杭州远方互益投资管理有限公司;-;2017-06-30;100.00
杭州远方慧益投资合伙企业(有限合伙);-;2017-06-30;100.00
杭州互益测投资管理合伙企业(有限合伙);-;2017-06-30;95.70
杭州远方检测校准技术有限公司;-;2017-06-30;80.00
浙江金盾风机股份有限公司;300411.SZ;2018-03-31;1.44
