参控股名称;股票代码;报告期;持股比例(%)
杭州西石科技有限公司;-;2017-12-31;100.00
张北数据港信息科技有限公司;-;2017-12-31;100.00
杭州瀚融信息技术有限公司;-;2017-12-31;100.00
杭州数港科技有限公司;-;2017-12-31;100.00
上海长江口数据港科技有限公司;-;2017-12-31;100.00
北京中网数据港科技有限公司;-;2015-01-22;65.00
上海道盛信息科技有限公司;-;2017-12-31;60.00
