参控股名称;股票代码;报告期;持股比例(%)
京能秦皇岛热电有限公司;-;2017-12-31;100.00
北京京能煤电资产管理有限公司;-;2017-12-31;100.00
内蒙古京隆发电有限责任公司;-;2017-12-31;100.00
内蒙古京能苏里格能源管理服务有限公司;-;2017-12-31;100.00
山西京能售电有限责任公司;-;2017-12-31;100.00
河北京安热电有限责任公司;-;2015-12-31;100.00
内蒙古京源电力运营管理有限公司;-;2017-12-31;90.00
京能(锡林郭勒)发电有限公司;-;2017-12-31;70.00
京能乌兰察布能源管理服务有限公司;-;2017-12-31;70.00
山西京能吕临发电有限公司;-;2017-12-31;66.00
宁夏京能宁东发电有限责任公司;-;2017-12-31;65.00
京能十堰热电有限公司;-;2017-12-31;60.00
河北涿州京源热电有限责任公司;-;2017-12-31;60.00
内蒙古京能双欣发电有限公司;-;2017-12-31;51.00
内蒙古岱海发电有限责任公司;-;2017-12-31;51.00
内蒙古京能康巴什热电有限公司;-;2017-12-31;51.00
宁夏中宁工业园区能源管理服务有限公司;-;2017-12-31;51.00
内蒙古京泰发电有限责任公司;-;2017-12-31;51.00
山西京玉发电有限责任公司;-;2017-12-31;51.00
内蒙古京能锡林发电有限公司;-;2015-12-31;51.00
内蒙古上都发电有限责任公司;-;2017-12-31;49.00
内蒙古蒙达发电有限责任公司;-;2017-12-31;47.00
国电电力大同发电有限责任公司;-;2017-12-31;40.00
华能北京热电有限责任公司;-;2017-12-31;34.00
三河发电有限责任公司;-;2017-12-31;30.00
内蒙古京达发电有限责任公司;-;2017-12-31;30.00
内蒙古上都第二发电有限责任公司;-;2017-12-31;26.00
内蒙古大唐国际托克托发电有限责任公司;-;2017-12-31;25.00
内蒙古大唐国际托克托第二发电有限责任公司;-;2017-12-31;25.00
内蒙古伊泰京粤酸刺沟矿业有限责任公司;-;2017-12-31;24.00
