参控股名称;股票代码;报告期;持股比例(%)
宁波博威合金板带有限公司;-;2017-12-31;100.00
博威合金(香港)国际贸易有限公司;-;2017-12-31;100.00
宁波市鄞州博威废旧金属回收有限公司;-;2017-12-31;100.00
宁波康奈特国际贸易有限公司;-;2017-12-31;100.00
宁波博威新材料有限公司;-;2018-03-10;100.00
