参控股名称;股票代码;报告期;持股比例(%)
宁波均胜科技有限公司;-;2017-06-30;100.00
宁波均胜智能车联有限公司;-;2017-06-30;100.00
宁波均胜普瑞智能车联有限公司;-;2017-06-30;100.00
Joyson Europe GmbH;-;2017-06-30;100.00
KSS Holdings, Inc.;-;2017-06-30;100.00
Preh Car Connect GmbH;-;2017-06-30;100.00
上海均胜奔源汽车零部件有限公司;-;2017-06-30;100.00
长春均胜汽车零部件有限公司;-;2017-06-30;100.00
辽源均胜汽车电子有限公司;-;2017-06-30;100.00
成都均胜汽车电子有限公司;-;2017-06-30;100.00
武汉均胜汽车零部件有限公司;-;2017-06-30;100.00
长春华德塑料制品有限公司;-;2017-06-30;100.00
Preh Romania S.R.L;-;2017-06-30;100.00
Preh de Mexico S.A.de C.V.;-;2017-06-30;100.00
Preh Inc.,US;-;2017-06-30;100.00
Preh Portugal,Lda.,PT;-;2017-06-30;100.00
Preh Beteiligungs GmbH;-;2017-06-30;100.00
宁波普瑞均胜汽车电子有限公司;-;2017-06-30;100.00
Quin Romania SRL;-;2017-06-30;100.00
Quin Polska Sp.Z.o.o.;-;2017-06-30;100.00
宁波均胜群英汽车饰件有限公司;-;2017-06-30;100.00
群英(天津)汽车饰件有限公司;-;2017-06-30;100.00
BREED Automotive Technology, Inc;-;2017-06-30;100.00
百利得(湖州)安全系统有限公司;-;2017-06-30;100.00
Key Asian Holdings, Inc;-;2017-06-30;100.00
Key Automotive Accessories de Mexico,S.de R.L.de C.V.;-;2017-06-30;100.00
Key Automotive Accessories, Inc;-;2017-06-30;100.00
Key Automotive Direct de Mexico,S.de R.L.de C.V.;-;2017-06-30;100.00
Key Automotive of Florida, LLC;-;2017-06-30;100.00
Key Cayman GP LLC;-;2017-06-30;100.00
