参控股名称;股票代码;报告期;持股比例(%)
上虞盛洋通信器材有限公司;-;2017-06-30;100.00
浙江叶脉通用线缆有限公司;-;2015-12-31;100.00
富泽世电子线缆有限公司;-;2017-06-30;80.00
