参控股名称;股票代码;报告期;持股比例(%)
中节能太阳能科技有限公司;-;2017-12-31;100.00
中节能(杭州)光伏发电有限公司;-;2015-12-31;100.00
中节能吴忠太阳山光伏发电有限责任公司;-;2015-12-31;100.00
叶城枫霖电力科技有限公司;-;2015-12-31;100.00
中节能(怀来)光伏农业科技有限公司;-;2015-12-31;100.00
中节能太阳能(酒泉)发电有限公司;-;2015-12-31;100.00
中节能太阳能科技淮安有限公司;-;2015-12-31;100.00
中节能太阳能(敦煌)科技有限公司;-;2015-12-31;100.00
中节能丰镇光伏农业科技有限公司;-;2015-12-31;100.00
中节能太阳能发电(德州)有限公司;-;2015-12-31;100.00
中节能太阳能科技(镇赉)有限公司;-;2015-12-31;100.00
中节能太阳能科技库尔勒有限公司;-;2015-12-31;100.00
中节能(石嘴山)光伏农业科技有限公司;-;2015-12-31;100.00
中节能太阳能科技德令哈有限公司;-;2015-12-31;100.00
中节能(乐平)光伏农业科技有限公司;-;2015-12-31;100.00
中节能太阳能科技霍尔果斯有限公司;-;2015-12-31;100.00
中节能(平原)太阳能科技有限公司;-;2015-12-31;100.00
中节能(上海)太阳能发电有限公司;-;2015-12-31;100.00
中节能甘肃武威太阳能发电有限公司;-;2015-12-31;100.00
中节能(应城)光伏农业科技有限公司;-;2015-12-31;100.00
中节能(费县)太阳能科技有限公司;-;2015-12-31;100.00
中节能平罗光伏农业科技有限公司;-;2015-12-31;100.00
中节能(汾阳)光伏农业科技有限公司;-;2015-12-31;100.00
中节能太阳能香港有限公司;-;2015-12-31;100.00
中节能(长兴)太阳能科技有限公司;-;2015-12-31;100.00
中节能太阳能(武威)科技有限公司;-;2015-12-31;100.00
中节能宁夏太阳能发电有限公司;-;2015-12-31;100.00
中节能(湖州)太阳能科技有限公司;-;2015-12-31;100.00
中节能青海大柴旦太阳能发电有限公司;-;2015-12-31;100.00
中节能武汉太阳能发电有限公司;-;2015-12-31;100.00
