参控股名称;股票代码;报告期;持股比例(%)
靖江重钢华东商贸有限公司;-;2017-12-31;100.00
重庆市重钢建材销售有限责任公司;-;2017-12-31;100.00
西安重钢销售有限责任公司;-;2015-12-31;100.00
贵州重钢钢铁销售有限责任公司;-;2015-12-31;100.00
重庆重钢高强冷轧板材有限公司;-;2017-12-31;90.00
靖江三峰钢材加工配送有限公司;-;2015-12-31;72.86
重庆浦项重钢汽车板有限公司;-;2017-12-31;49.00
