参控股名称;股票代码;报告期;持股比例(%)
西安天伟电子系统工程有限公司;-;2017-06-30;100.00
天和防务技术(北京)有限公司;-;2017-06-30;100.00
商洛天和防务技术有限公司;-;2018-03-07;100.00
新疆天和防务技术有限公司;-;2018-03-07;100.00
西安天和海防智能科技有限公司;-;2017-06-30;65.00
深圳华扬通信股份有限公司;T19433.OC;2017-06-30;60.00
成都通量科技有限公司;-;2017-06-30;51.02
西安鼎晟电子科技有限公司;-;2017-06-30;51.00
南京彼奥电子科技有限公司;-;2017-06-30;50.98
西安长城数字软件有限公司;-;2017-06-30;50.97
上海灵动微电子股份有限公司;833448.OC;2017-08-25;6.09
