参控股名称;股票代码;报告期;持股比例(%)
唐山盾石建筑工程有限责任公司;-;2017-12-31;100.00
唐山盾石电气有限责任公司;-;2017-12-31;100.00
唐山盾石机械制造有限责任公司;-;2016-05-28;100.00
唐山盾石筑炉工程有限责任公司;-;2015-12-31;100.00
威克莱冀东耐磨技术工程(唐山)有限公司;-;2017-12-31;51.00
唐山曹妃甸冀东装备机械热加工有限公司;-;2017-12-31;51.00
唐山市冀东机电设备有限公司;-;2017-12-31;50.10
飞帆冀东利岑机械(北京)有限公司;-;2015-12-31;50.00
