参控股名称;股票代码;报告期;持股比例(%)
武汉天一医药科技投资有限公司;-;2017-06-30;98.75
马应龙国际医药发展有限公司;-;2017-06-30;97.96
武汉马应龙医院投资管理有限公司;-;2017-06-30;97.78
武汉马应龙大药房连锁股份有限公司;-;2017-06-30;93.42
武汉马应龙医药物流有限公司;-;2017-06-30;83.87
武汉迈迪医疗投资中心(有限合伙);-;2017-06-30;80.42
武汉马应龙网络投资有限公司;-;2017-06-30;80.00
武汉迈迪投资管理有限公司;-;2017-06-30;55.00
武汉仲龙投资管理有限公司;-;2017-06-30;55.00
湖北马应龙八宝生物科技有限公司;-;2017-06-30;51.00
深圳大佛药业股份有限公司;836649.OC;2017-12-31;35.38
马应龙药业集团连锁医院投资管理股份有限公司;T20735.OC;2017-06-30;27.58
武汉马应龙医药有限公司;-;2017-06-30;16.67
武汉马应龙达安基因诊断技术有限公司;-;2017-06-30;15.00
成都欧康医药股份有限公司;833230.OC;2017-12-31;4.22
