参控股名称;股票代码;报告期;持股比例(%)
江苏扬杰半导体有限公司;-;2017-12-31;100.00
香港美微科半导体有限公司;-;2017-12-31;100.00
深圳市美微科半导体有限公司;-;2017-12-31;100.00
江苏爱普特半导体有限公司;-;2016-03-08;100.00
扬杰科技(香港)有限公司;-;2015-12-31;100.00
扬州杰利半导体有限公司;-;2017-12-31;98.00
北京广盟半导体产业投资中心(有限合伙);-;2017-03-03;88.32
扬州杰盈汽车芯片有限公司;-;2017-12-31;72.00
成都青洋电子材料有限公司;-;2018-01-04;60.00
