参控股名称;股票代码;报告期;持股比例(%)
莱茵国际体育投资管理有限公司;-;2017-06-30;100.00
浙江莱茵达体育文化发展有限公司;-;2017-06-30;100.00
浙江莱茵达足球俱乐部有限公司;-;2017-06-30;100.00
浙江莱茵冰雪运动发展有限公司;-;2017-06-30;100.00
浙江莱茵达新能源集团有限公司;-;2017-06-30;100.00
南京莱茵达置业有限公司;-;2017-06-30;100.00
莱茵达西部体育发展有限责任公司;-;2017-06-30;100.00
杭州萧山莱茵达体育小镇投资有限公司;-;2017-06-30;100.00
黄山莱茵体育发展有限公司;-;2017-06-30;100.00
浙江莱茵体育赛事运营管理有限公司;-;2017-06-30;100.00
上海勤飞置业有限公司;-;2017-06-30;100.00
上海莱德置业有限公司;-;2017-06-30;100.00
扬州莱茵西湖置业有限公司;-;2017-06-30;100.00
泰州莱茵达置业有限公司;-;2017-06-30;100.00
浙江莱茵达投资管理有限公司;-;2017-06-30;100.00
杭州莱骏投资管理有限公司;-;2017-06-30;100.00
贵州莱茵达矿业发展有限公司;-;2017-06-30;100.00
横琴莱茵达投资基金管理有限公司;-;2017-06-30;100.00
浙江莱茵达体育文创有限公司;-;2017-06-30;100.00
莱茵达(桐庐)体育发展有限公司;-;2017-06-30;100.00
莱茵达体育场馆管理有限公司;-;2015-12-31;100.00
莱茵达(澳门)文化体育赛事传播有限公司;-;2015-12-31;100.00
莱茵达体育文化有限责任公司;-;2015-12-31;100.00
南通莱茵达置业有限公司;-;2017-06-30;90.00
浙江莱茵达电竞文化发展有限公司;-;2017-06-30;90.00
浙江蓝凯贸易有限公司;-;2017-06-30;80.00
航鹏体育文化发展有限公司;-;2017-06-30;75.00
杭州高胜置业有限公司;-;2017-06-30;51.00
杭州莱骏置业有限公司;-;2017-06-30;51.00
杭州莱茵达枫潭置业有限公司;-;2017-06-30;50.00
