参控股名称;股票代码;报告期;持股比例(%)
东莞市骏祥自动化科技有限公司;-;2016-09-28;40.00
安徽旌德农村商业银行股份有限公司;-;2016-09-28;1.14
旌德县兴业融资担保有限公司;-;2016-09-28;0.30
