参控股名称;股票代码;报告期;持股比例(%)
国泰君安创新投资有限公司;-;2017-12-31;100.00
上海国泰君安证券资产管理有限公司;-;2017-12-31;100.00
国泰君安期货有限公司;-;2017-12-31;100.00
上海国翔置业有限公司;-;2017-12-31;100.00
国泰君安金融控股有限公司;-;2017-12-31;100.00
上海证券有限责任公司;-;2017-12-31;51.00
国联安基金管理有限公司;-;2017-12-31;51.00
安徽国祯集团股份有限公司;-;2017-12-31;25.00
上海科创中心股权投资基金管理有限公司;-;2017-12-31;13.00
威尔凯电气(上海)股份有限公司;830784.OC;2018-04-24;6.40
北京中宇万通科技股份有限公司;835539.OC;2018-04-02;6.26
湖南华光源海国际物流股份有限公司;872351.OC;2018-04-23;5.40
重庆软岛科技股份有限公司;836617.OC;2018-03-31;3.96
江苏苏美达德隆汽车部件股份有限公司;834072.OC;2018-03-31;3.81
内蒙古凌志马铃薯科技股份有限公司;831725.OC;2018-03-31;3.41
内蒙古一机集团宏远电器股份有限公司;833186.OC;2018-03-31;2.97
精晶药业股份有限公司;835033.OC;2018-03-31;2.93
邢台纳科诺尔精轧科技股份有限公司;832522.OC;2018-03-31;2.66
多尔克司食品集团股份有限公司;833627.OC;2018-03-31;2.63
平顶山东方碳素股份有限公司;832175.OC;2018-03-31;2.62
浙江宏鼎汽摩配件股份有限公司;870171.OC;2018-04-23;2.24
河北华发教育科技股份有限公司;833960.OC;2018-03-31;1.71
北京全景视觉网络科技股份有限公司;834877.OC;2018-03-31;1.69
德御坊食品股份有限公司;834109.OC;2018-03-31;1.58
北京聚能鼎力科技股份有限公司;834084.OC;2018-03-31;1.52
江苏宁沪高速公路股份有限公司;600377.SH;2018-03-31;1.42
国鸿科技股份有限公司;834568.OC;2018-03-31;1.30
山东高速股份有限公司;600350.SH;2018-03-31;1.20
拉萨经济技术开发区超毅世纪网络技术股份有限公司;430054.OC;2018-03-31;1.12
云南海潮集团听牧肉牛产业股份有限公司;832151.OC;2018-03-31;1.10
