参控股名称;股票代码;报告期;持股比例(%)
青岛兰石重型机械设备有限公司;-;2017-06-30;100.00
兰州兰石重工有限公司;-;2017-06-30;100.00
兰州兰石换热设备有限责任公司;-;2017-06-30;100.00
新疆兰石重装能源工程有限公司;-;2017-06-30;100.00
兰州兰石检测技术有限公司;-;2017-06-30;100.00
兰州兰石精密机械设备有限公司;-;2015-12-31;100.00
洛阳瑞泽石化工程有限公司;-;2017-12-21;51.00
