参控股名称;股票代码;报告期;持股比例(%)
双钱轮胎集团有限公司;-;2017-12-31;100.00
上海华谊能源化工有限公司;-;2017-12-31;100.00
上海华谊精细化工有限公司;-;2017-12-31;100.00
上海华谊新材料有限公司;-;2017-12-31;100.00
上海华谊集团投资有限公司;-;2017-12-31;100.00
上海天原(集团)有限公司;-;2017-12-31;100.00
上海轮胎橡胶(集团)有限公司;-;2017-11-25;100.00
上海欣正房地产开发经营有限公司;-;2017-11-25;100.00
双钱集团上海轮胎研究所有限公司;-;2015-12-31;100.00
上海橡胶机械一厂有限公司;-;2015-12-31;100.00
双钱集团上海供销有限公司;-;2015-12-31;90.48
华泰橡胶有限公司;-;2015-12-31;83.00
上海轮胎橡胶(集团)金桥轮胎厂;-;2015-12-31;77.00
双钱集团上海东海轮胎有限公司;-;2015-12-31;65.00
上海华谊集团财务有限责任公司;-;2017-12-31;64.00
上海制皂(集团)有限公司;-;2017-12-31;60.00
上海华谊信息技术有限公司;-;2017-12-31;55.00
双钱集团(重庆)轮胎有限公司;-;2015-12-31;55.00
中国北美轮胎联合销售公司;-;2015-12-31;52.40
双钱集团(江苏)轮胎有限公司;-;2015-12-31;51.67
双钱集团(新疆)昆仑轮胎有限公司;-;2015-12-31;51.00
上海华林工业气体有限公司;-;2017-12-31;50.00
双钱集团(安徽)回力轮胎有限公司;-;2015-12-31;40.80
巴斯夫上海涂料有限公司;-;2017-12-31;40.00
巴斯夫(上海)涂料有限公司;-;2015-12-31;40.00
上海双钱轮胎销售有限公司;-;2015-12-31;35.06
上海国际油漆有限公司;-;2017-12-31;34.00
上海华谊天原化工物流有限公司;-;2015-12-31;33.36
上海阿科玛双氧水有限公司;-;2015-12-31;33.33
卡博特化工(天津)有限公司;-;2017-12-31;30.00
