参控股名称;股票代码;报告期;持股比例(%)
江苏省大华种业集团有限公司;-;2017-12-31;100.00
江苏省农垦米业集团有限公司;-;2017-12-31;100.00
江苏苏垦物流有限公司;-;2017-12-31;100.00
江苏农垦农业服务有限公司;-;2018-02-08;100.00
江苏农垦园艺科技有限公司;-;2018-02-08;55.00
