供应商名称;股票代码;报告期;金额(万元)
上海长然实业有限公司;-;2017-12-31;25,926.09
上海希宝实业有限公司;-;2017-12-31;18,348.38
正威科技(深圳)有限公司;-;2017-12-31;14,028.21
