客户名称;股票代码;报告期;金额(万元)
北京当当网信息技术有限公司;-;2016-12-31;26,384.74
新华文轩出版传媒股份有限公司;601811.SH;2016-12-31;15,863.67
江苏圆周电子商务有限公司;-;2016-12-31;14,505.67
浙江出版联合集团有限公司;-;2016-12-31;12,137.75
江苏凤凰出版传媒股份有限公司;601928.SH;2016-12-31;11,095.13
云南新华书店集团有限公司;-;2016-12-31;9,518.52
淄博新华纸业有限公司;-;2016-12-31;7,978.95
亚马逊卓越有限公司;-;2016-12-31;6,290.90
河南省新华书店发行集团有限公司;-;2016-12-31;6,029.44
山东世纪天鸿文教科技股份有限公司;300654.SZ;2016-12-31;5,933.79
