客户名称;股票代码;报告期;金额(万元)
中国电信集团有限公司;-;2017-06-30;4,388.28
中国移动通信集团有限公司;-;2017-06-30;3,783.92
安乐工程集团有限公司;H00835.HK;2017-06-30;1,078.57
中国联合网络通信股份有限公司;600050.SH;2017-06-30;990.84
华为投资控股有限公司;-;2017-06-30;651.92
北京康孚科技股份有限公司;430209.OC;2017-12-31;363.02
中能兴科(北京)节能科技股份有限公司;832618.OC;2017-12-31;110.00
