客户名称;股票代码;报告期;金额(万元)
乌鲁木齐盛世恒通商贸有限公司;-;2016-12-31;959.69
新疆乌鲁木齐阳光信通通信技术有限公司;-;2016-12-31;938.70
乌鲁木齐市宏翔志成商贸有限公司;-;2016-12-31;817.02
喀什泰合盛鑫商贸有限公司;-;2016-12-31;769.98
乌鲁木齐市沙依巴克区指南针商行;-;2016-12-31;706.24
