供应商名称;股票代码;报告期;金额(万元)
五矿钢铁成都有限公司;-;2016-12-31;4,013.98
成都佳楷物资有限公司;-;2016-12-31;1,758.71
成都四友钢构有限责任公司;-;2016-12-31;1,550.15
成都铁塔厂;-;2016-12-31;1,255.36
