客户名称;股票代码;报告期;金额(万元)
杭州钱江压缩机有限公司;-;2016-12-31;5,605.08
安徽美芝制冷设备有限公司;-;2016-12-31;5,602.65
华意压缩机股份有限公司;000404.SZ;2016-12-31;2,996.14
黄石东贝电器股份有限公司;900956.SH;2016-12-31;2,186.20
泰州乐金电子冷机有限公司;-;2016-12-31;1,982.75
