客户名称;股票代码;报告期;金额(万元)
泰州海天电子科技股份有限公司;834814.OC;2017-12-31;2,377.12
深圳市力生美半导体股份有限公司;837169.OC;2017-12-31;307.62
无锡矽瑞微电子股份有限公司;832957.OC;2017-12-31;116.61
