客户名称;股票代码;报告期;金额(万元)
南昌欧菲光科技有限公司;-;2017-12-31;7,157.53
广州视睿电子科技有限公司;-;2017-12-31;3,722.87
南昌欧菲光学技术有限公司;-;2017-12-31;2,626.54
