客户名称;股票代码;报告期;金额(万元)
格力电器(郑州)有限公司;-;2014-06-30;600.17
龙口利佳电器有限公司;-;2014-06-30;377.78
广东恒鑫智能装备股份有限公司;832239.OC;2016-12-31;238.46
