供应商名称;股票代码;报告期;金额(万元)
新疆金风科技股份有限公司;002202.SZ;2013-06-30;28,777.89
中信金融租赁有限公司;-;2016-12-31;10,887.13
宁夏天能电力有限公司;-;2016-12-31;700.66
西安西电变压器有限责任公司;-;2016-12-31;649.57
