客户名称;股票代码;报告期;金额(万元)
上汽通用五菱汽车股份有限公司;-;2014-06-30;9,544.88
重庆长安汽车股份有限公司;000625.SZ;2014-06-30;5,136.19
神龙汽车有限公司;-;2014-06-30;5,071.64
上汽通用五菱汽车股份有限公司青岛分公司;-;2014-06-30;4,763.49
山东五征集团有限公司;-;2014-06-30;4,346.58
