客户名称;股票代码;报告期;金额(万元)
北京黄寺净雅餐饮有限公司;-;2014-06-30;641.78
北京邮电大学世纪学院;-;2014-06-30;192.06
北京肯德基有限公司;-;2014-06-30;187.75
天安保险股份有限公司;-;2014-06-30;116.51
北京必胜客比萨饼有限公司;-;2014-06-30;111.05
北京耀胜体育产业股份有限公司;871549.OC;2015-12-31;30.00
