客户名称;股票代码;报告期;金额(万元)
北京京东世纪信息技术有限公司;-;2017-12-31;59,733.02
苏宁易购集团股份有限公司;002024.SZ;2017-12-31;42,299.97
北京京东世纪贸易有限公司;-;2017-12-31;22,463.80
