供应商名称;股票代码;报告期;金额(万元)
内蒙古世环新材料股份有限公司;871314.OC;2017-12-31;4,396.43
上海氟聚化学产品股份有限公司;872121.OC;2017-12-31;173.55
北京和君恒成企业顾问股份有限公司;839279.OC;2017-12-31;85.66
