供应商名称;股票代码;报告期;金额(万元)
信利半导体有限公司;-;2016-12-31;2,694.22
厦门众志达互联网装修工程股份公司;870336.OC;2017-12-31;1,621.70
安富利科技香港有限公司;-;2016-12-31;1,547.51
深圳市帝晶光电科技有限公司;-;2016-12-31;1,457.93
厦门捷信达精密科技股份有限公司;871085.OC;2017-12-31;1,083.46
友尚香港有限公司;-;2016-12-31;726.66
世平国际(香港)有限公司;-;2016-12-31;2.58
