客户名称;股票代码;报告期;金额(万元)
TDK Corporation;6762.T;2014-09-30;2,211.71
苏州东恩电子科技有限公司;-;2014-09-30;970.70
广东省东莞机械进出口有限公司;-;2014-09-30;834.03
深圳市五株科技股份有限公司;-;2014-09-30;736.27
