客户名称;股票代码;报告期;金额(万元)
中铝昆明铜业有限公司;-;2017-12-31;259,349.20
上海毕成金属材料有限公司;-;2017-12-31;96,146.68
托克投资(中国)有限公司;-;2017-12-31;35,643.48
宝山钢铁股份有限公司;600019.SH;2017-12-31;21,816.04
广州汉源新材料股份有限公司;838318.OC;2017-12-31;11,869.07
深圳市堃琦鑫华股份有限公司;831182.OC;2017-12-31;382.16
