客户名称;股票代码;报告期;金额(万元)
广西康宸世糖贸易有限公司;-;2017-12-31;38,502.50
广西金茂钛业有限公司;-;2017-12-31;8,870.30
云浮联发化工有限公司;-;2017-12-31;8,852.55
湖北省黄麦岭磷化工有限责任公司;-;2017-12-31;4,232.32
贺州市中盛浆纸有限公司;900637.GBG;2017-12-31;3,708.93
广州开心教育科技股份有限公司;870968.OC;2015-12-31;484.00
