客户名称;股票代码;报告期;金额(万元)
ABB Asea Brown Bovers 公司;-;2015-12-31;6,119.23
西门子;0P6M.L;2015-12-31;4,452.90
日本富士重工业株式会社;-;2015-12-31;4,272.53
上海人民電器廠有限公司;-;2015-12-31;3,812.32
