客户名称;股票代码;报告期;金额(万元)
国网甘肃省电力公司;-;2016-06-30;6,037.65
国网山东省电力公司;-;2016-06-30;2,985.12
国网宁夏电力公司物资公司;-;2016-06-30;2,900.77
国网河北省电力有限公司;-;2016-06-30;2,827.81
