供应商名称;股票代码;报告期;金额(万元)
山东泰丰液压股份有限公司;836214.OC;2013-12-31;916.55
新疆锦棉棉业股份有限公司;-;2015-12-31;781.94
沧州金硕伟业电器设备有限公司;-;2015-12-31;549.63
莱芜市南冶机械配件厂;-;2015-12-31;404.51
