客户名称;股票代码;报告期;金额(万元)
北京讯腾智慧科技股份有限公司;835097.OC;2017-12-31;916.51
北方信息控制研究院集团有限公司;-;2016-12-31;815.98
国网江苏省电力公司;-;2016-12-31;756.03
北方民族大学;-;2016-12-31;580.27
