供应商名称;股票代码;报告期;金额(万元)
中国石油化工股份有限公司;600028.SH;2017-12-31;5,509.94
江苏太极实业新材料有限公司;-;2017-12-31;4,308.44
山西永东化工股份有限公司;002753.SZ;2017-12-31;3,825.20
上海连康明化工有限公司;-;2017-12-31;3,372.86
恒天海龙股份有限公司;000677.SZ;2017-12-31;2,589.47
