客户名称;股票代码;报告期;金额(万元)
中国移动通信集团有限公司;-;2016-12-31;6,120.86
中国电信集团有限公司;-;2016-12-31;2,884.65
中国联合网络通信股份有限公司;600050.SH;2016-12-31;1,544.52
上海诺基亚贝尔股份有限公司;-;2016-12-31;1,274.71
中兴通讯股份有限公司;000063.SZ;2016-12-31;725.64
北京蓝海讯通科技股份有限公司;838699.OC;2016-12-31;139.27
