供应商名称;股票代码;报告期;金额(万元)
贵阳弘信钧天人力资源有限公司;-;2016-12-31;1,966.26
贵州黔贵工程技术服务咨询有限公司;-;2016-12-31;673.68
深圳骄阳视觉创意科技股份有限公司;870223.OC;2016-12-31;255.19
